"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.994900416E-1,-1.129451830E-2,6.222661715E-3,7.749607265E-2,7.856162510E-2
7.094260416E-1,-2.255033534E-3,-2.821103395E-3,8.243404627E-2,8.251312492E-2
7.193630416E-1,8.576951735E-4,-3.433594666E-4,7.240490198E-2,7.241079593E-2
7.292990417E-1,-2.697576396E-3,3.075996316E-3,6.731607020E-2,6.744028454E-2
7.392360417E-1,-2.300057095E-3,-3.847810510E-3,8.513136685E-2,8.524931396E-2
7.491720417E-1,-2.652041204E-3,2.350841076E-3,8.004019618E-2,8.011861694E-2
7.591090417E-1,-2.189270630E-3,-1.025775215E-4,7.599509239E-2,7.602668936E-2
7.690460416E-1,-1.169147115E-2,-1.914583971E-3,7.764108360E-2,7.853976058E-2
7.789820416E-1,-2.892873399E-3,-1.184691573E-2,7.794396937E-2,7.889220804E-2
7.889190416E-1,-4.572906364E-3,-3.104085792E-3,7.524898767E-2,7.545168631E-2
7.988550416E-1,-4.603384975E-3,-2.934932238E-3,7.180556238E-2,7.201280281E-2
8.087920416E-1,-1.593183540E-4,2.913640151E-3,8.542606652E-2,8.547588854E-2
8.187280416E-1,-5.262859538E-4,-6.357385218E-4,8.003493369E-2,8.003918884E-2
8.286650416E-1,4.778234996E-3,3.234538087E-3,7.808664143E-2,7.829953599E-2
8.386010416E-1,2.025164869E-3,2.191513586E-3,6.970524251E-2,6.976908240E-2
8.485380416E-1,-6.493058894E-3,-1.150220409E-3,7.360065758E-2,7.389546412E-2
8.584740416E-1,-4.593810160E-3,9.268416963E-3,7.899120569E-2,7.966565898E-2
8.684110416E-1,-7.145114802E-4,2.216428206E-3,8.079039395E-2,8.082394964E-2
8.783470417E-1,-2.144393250E-3,-1.122941778E-2,8.423498869E-2,8.500724419E-2
8.882840417E-1,-3.555618748E-3,-6.578848511E-3,8.423381925E-2,8.456512270E-2
