Time (s),Linear Acceleration z (m/s^2)
3.429054583E0,7.696339130E-2
3.438993583E0,8.369529068E-2
3.448931583E0,8.997929335E-2
3.458870583E0,8.279715836E-2
3.468809583E0,7.486248672E-2
3.478747583E0,8.938580096E-2
3.488686583E0,8.459517717E-2
3.498625583E0,8.654113054E-2
3.508563583E0,7.934847057E-2
3.518502583E0,8.818536758E-2
3.528440583E0,8.654229999E-2
3.538379583E0,9.073066056E-2
3.548318583E0,8.309185803E-2
3.558256583E0,8.069566905E-2
3.568195583E0,8.039863050E-2
3.578134583E0,7.995014906E-2
3.588072583E0,8.234107554E-2
3.598011583E0,8.623766005E-2
3.607949583E0,8.593828261E-2
3.617888583E0,8.159555554E-2
3.627827583E0,8.758895159E-2
3.637765583E0,8.594529927E-2
3.647704583E0,8.849234641E-2
3.657643583E0,8.624584615E-2
3.667581583E0,8.579970360E-2
3.677520583E0,8.490332544E-2
3.687459583E0,8.340936184E-2
3.697397583E0,7.008648098E-2
3.707336583E0,7.771768212E-2
3.717274583E0,7.561970115E-2
3.727213583E0,8.655516386E-2
3.737152583E0,9.015178621E-2
3.747090583E0,7.833514810E-2
3.757029583E0,9.180888712E-2
3.766968583E0,9.002080858E-2
3.776906583E0,7.670494437E-2
3.786845583E0,7.685463309E-2
3.796783583E0,8.223641038E-2
3.806722583E0,8.403384447E-2
3.816661583E0,8.747434616E-2
3.826599583E0,8.657504439E-2
3.836538583E0,7.849126875E-2
3.846477583E0,7.564484417E-2
3.856415583E0,8.970739782E-2
3.866354583E0,8.312460244E-2
3.876292583E0,7.788666666E-2
3.886231583E0,7.818838298E-2
3.896170583E0,8.627157390E-2
3.906108583E0,8.821577311E-2
3.916047583E0,7.953324258E-2
3.925986583E0,7.878713787E-2
3.935924583E0,8.492905319E-2
3.945863583E0,8.702761889E-2
3.955801583E0,8.343508959E-2
3.965740583E0,8.403267503E-2
3.975679583E0,7.864621997E-2
3.985617583E0,6.965378702E-2
3.995556583E0,9.539790809E-2
4.005495583E0,8.776027501E-2
4.015433583E0,8.341696322E-2
4.025372583E0,9.149489164E-2
4.035310583E0,8.640079737E-2
4.045249583E0,7.666752219E-2
4.055188583E0,7.816616356E-2
4.065126583E0,8.655984163E-2
4.075065583E0,8.416540682E-2
4.085004583E0,8.071613431E-2
4.094942583E0,7.771475852E-2
4.104881583E0,8.399349868E-2
4.114819583E0,9.461555064E-2
4.124758583E0,8.817425787E-2
4.134697583E0,9.610659063E-2
4.144635583E0,8.922090948E-2
4.154574583E0,8.458465219E-2
4.164513583E0,8.968108535E-2
4.174451583E0,8.564124405E-2
4.184390583E0,8.249661148E-2
4.194329583E0,8.384147108E-2
4.204267583E0,7.935899556E-2
4.214206583E0,8.041383326E-2
4.224144583E0,8.026063621E-2
4.234083583E0,8.430690944E-2
4.244022583E0,7.757442534E-2
4.253960583E0,8.671186924E-2
4.263899583E0,8.162245274E-2
4.273839417E0,8.191949129E-2
4.283777417E0,9.029855132E-2
4.293716417E0,8.521088898E-2
4.303654417E0,8.042026520E-2
4.313593417E0,8.580788970E-2
4.323532417E0,7.398014188E-2
4.333470417E0,7.726803124E-2
4.343409417E0,8.654522359E-2
4.353348417E0,8.295210958E-2
4.363286417E0,8.774097919E-2
4.373225417E0,8.174875259E-2
4.383163417E0,7.306622207E-2
4.393102417E0,7.426957905E-2
4.403041417E0,8.324973285E-2
4.412979417E0,8.654229999E-2
4.422918417E0,8.265097797E-2
4.432857417E0,8.040506244E-2
4.442795417E0,8.071905792E-2
4.452734417E0,8.071964264E-2
4.462672417E0,8.326844394E-2
4.472611417E0,8.401747227E-2
4.482550417E0,8.206976473E-2
4.492488417E0,8.296555817E-2
4.502427417E0,8.326318145E-2
4.512366417E0,8.265448630E-2
4.522304417E0,8.385024190E-2
4.532243417E0,7.771943629E-2
4.542182417E0,8.086757720E-2
4.552120417E0,8.266325712E-2
4.562059417E0,9.254388213E-2
4.571997417E0,7.817727327E-2
4.581936417E0,8.056527615E-2
4.591875417E0,8.310589135E-2
4.601813417E0,9.103822410E-2
4.611752417E0,7.756740868E-2
4.621691417E0,7.517005026E-2
4.631629417E0,8.055825949E-2
4.641568417E0,8.505359888E-2
4.651506417E0,8.265916407E-2
4.661445417E0,8.175869286E-2
4.671384417E0,8.206508696E-2
4.681322417E0,7.847255766E-2
4.691261417E0,8.551260531E-2
4.701200417E0,9.105050325E-2
4.711138417E0,7.787555695E-2
4.721077417E0,8.476240754E-2
4.731016417E0,8.326552033E-2
4.740954417E0,8.401630282E-2
4.750893417E0,8.985767126E-2
4.760831417E0,9.045993447E-2
4.770770417E0,8.312577188E-2
4.780709417E0,8.806491494E-2
4.790647417E0,8.312811077E-2
4.800586417E0,8.401981115E-2
4.810525417E0,8.177272618E-2
4.820463417E0,7.713296056E-2
4.830402417E0,8.326668978E-2
4.840340417E0,9.314088285E-2
4.850279417E0,7.727680206E-2
4.860218417E0,8.804737329E-2
4.870156417E0,8.325967312E-2
4.880095417E0,8.640722930E-2
4.890034417E0,8.176161647E-2
4.899972417E0,8.086056054E-2
4.909911417E0,7.936425805E-2
4.919849417E0,8.699428976E-2
4.929788417E0,7.920872211E-2
4.939727417E0,8.788599014E-2
4.949665417E0,8.683290660E-2
4.959604417E0,7.740017831E-2
4.969543417E0,7.634767950E-2
4.979481417E0,8.203877449E-2
4.989420417E0,7.949757457E-2
4.999359417E0,8.727495611E-2
5.009297417E0,7.918708742E-2
5.019236417E0,8.277552366E-2
5.029174417E0,7.843279660E-2
5.039113417E0,8.456652582E-2
5.049052417E0,8.980153799E-2
5.058990417E0,8.516060293E-2
5.068929417E0,7.917597771E-2
5.078868417E0,8.741002679E-2
5.088806417E0,9.414718866E-2
5.098745417E0,8.532023191E-2
5.108683417E0,8.307139277E-2
5.118622417E0,7.064956784E-2
5.128561417E0,7.019640863E-2
5.138499417E0,7.887484610E-2
5.148438417E0,8.575994253E-2
5.158377417E0,8.096639514E-2
5.168315417E0,8.021853626E-2
5.178254417E0,7.632019758E-2
5.188193417E0,8.246211290E-2
5.198131417E0,7.333051622E-2
5.208070417E0,8.171893179E-2
5.218008417E0,7.842577994E-2
5.227947417E0,7.902336538E-2
5.237886417E0,8.606048942E-2
5.247824417E0,8.037114859E-2
5.257763417E0,8.276733756E-2
5.267702417E0,7.873392820E-2
5.277639667E0,8.128156006E-2
5.287578667E0,8.053954840E-2
5.297516667E0,8.802573860E-2
5.307455667E0,8.189142466E-2
5.317394667E0,8.517989874E-2
5.327332667E0,8.488402963E-2
5.337271667E0,9.011787236E-2
5.347210667E0,7.724990487E-2
5.357148667E0,8.713462293E-2
5.367087667E0,9.326075077E-2
5.377026667E0,8.173647344E-2
5.386964667E0,8.337954104E-2
5.396903667E0,8.023081541E-2
5.406841667E0,7.633540034E-2
5.416780667E0,8.232645750E-2
5.426719667E0,8.053954840E-2
5.436657667E0,8.803450942E-2
5.446596667E0,8.938580096E-2
5.456535667E0,9.013775289E-2
5.466473667E0,9.477927268E-2
5.476412667E0,8.475188255E-2
5.486351667E0,8.790119290E-2
5.496289667E0,8.550909698E-2
5.506228667E0,8.191247463E-2
5.516166667E0,9.194103420E-2
5.526105667E0,9.448749661E-2
5.536044667E0,8.685512602E-2
5.545982667E0,9.103763938E-2
5.555921667E0,8.340176046E-2
5.565860667E0,8.070619404E-2
5.575798667E0,8.909344018E-2
5.585737667E0,8.071496487E-2
5.595675667E0,6.859017849E-2
5.605614667E0,7.892045438E-2
5.615553667E0,8.266735017E-2
5.625491667E0,8.447121620E-2
5.635430667E0,8.836136878E-2
5.645369667E0,1.000312418E-1
5.655307667E0,8.341988683E-2
5.665246667E0,7.788549721E-2
5.675184667E0,7.429764569E-2
5.685123667E0,7.983671308E-2
5.695062667E0,9.270701945E-2
5.705000667E0,8.163005412E-2
5.714939667E0,8.402039587E-2
5.724878667E0,9.210417151E-2
5.734816667E0,8.881160438E-2
5.744755667E0,7.968234658E-2
5.754694667E0,7.669266522E-2
5.764632667E0,9.255616128E-2
5.774571667E0,7.983788252E-2
5.784509667E0,8.208672166E-2
5.794448667E0,8.448232591E-2
5.804387667E0,8.672765672E-2
5.814325667E0,8.568451345E-2
5.824264667E0,8.434491634E-2
5.834203667E0,8.224868953E-2
5.844141667E0,8.344678402E-2
5.854080667E0,7.820066214E-2
5.864019667E0,8.104299366E-2
5.873957667E0,8.194463432E-2
5.883896667E0,8.643821955E-2
5.893834667E0,8.703872859E-2
5.903773667E0,8.255391419E-2
5.913712667E0,8.839352846E-2
