Time Lapsed,Angular_Velocity_X
39783.616,0.0
39783.719,0.0
39783.814,0.0
39783.902,0.0
39784.006,0.0
39784.126,0.0
39784.197,0.0
39784.329,0.0
39784.427,0.0
39784.525,0.0
39784.631,0.0
39784.739,0.0
39784.837,0.0
39784.935,0.0
39785.042,0.0
39785.136,0.0
39785.234,0.0
39785.390,0.0
39785.393,0.0
39785.554,0.0
39785.652,0.0
39785.697,0.0
39785.802,0.0
39785.896,0.0
39785.993,0.0
39786.099,0.0
39786.204,0.0
39786.302,0.0
39786.398,0.0
39786.494,0.0
39786.611,0.0
39786.707,0.0
40076.788,0.0
40076.903,0.0
40076.998,0.0
40077.096,0.0
40077.202,0.0
40077.307,0.0
40077.403,0.0
40077.500,0.0
40077.587,0.0
40077.711,0.0
40077.807,0.0
40077.900,0.0
40077.998,0.0
40078.099,0.0
40078.202,0.0
40078.305,0.0
40078.383,0.0
40078.491,0.0
40078.592,0.0
40078.696,0.0
40078.797,0.0
40078.900,0.0
40079.003,0.0
40079.108,0.0
40079.182,0.0
40079.280,0.0
40079.381,0.0
40079.543,0.0
40079.638,0.0
40079.692,0.0
40079.800,0.0
40079.900,0.0
40079.984,0.0
40080.081,0.0
40080.180,0.0
40080.275,0.0
40080.397,0.0
40080.476,0.0
40080.579,0.0
40080.699,0.0
40080.797,0.0
40080.878,0.0
40080.989,0.0
40081.084,0.0
40081.182,0.0
40081.288,0.0
40081.385,0.0
40081.505,0.0
40081.613,0.0
40081.701,0.0
40081.798,0.0
40081.898,0.0
40081.991,0.0
40082.116,0.0
40082.212,0.0
40082.309,0.0
40082.417,0.0
40082.515,0.0
40082.609,0.0
40082.685,0.0
40082.829,0.0
40082.927,0.0
40083.023,0.0
40083.126,0.0
40083.177,0.0
40083.275,0.0
40083.369,0.0
40083.474,0.0
40083.576,0.0
40083.741,0.0
40083.770,0.0
40083.881,0.0
40083.986,0.0
40084.072,0.0
40084.214,0.0
40084.270,0.0
40084.369,0.0
40084.474,0.0
40084.574,0.0
40084.684,0.0
40084.768,0.0
40084.864,0.0
40084.964,0.0
40085.071,0.0
40085.175,0.0
40085.287,0.0
40085.376,0.0
40085.462,0.0
40085.582,0.0
40085.699,0.0
40085.768,0.0
40085.888,0.0
40085.984,0.0
40086.092,0.0
40086.212,0.0
40086.309,0.0
40086.390,0.0
40086.498,0.0
40086.616,0.0
40136.714,0.0
40136.758,0.0
40136.923,0.0
40137.021,0.0
40137.126,0.0
40137.168,0.0
40137.272,0.0
40137.422,0.0
40137.537,0.0
40137.564,0.0
40137.660,0.0
40137.758,0.0
40137.859,0.0
40137.972,0.0
40138.071,0.0
40138.173,0.0
40138.261,0.0
40138.356,0.0
40138.456,0.0
40138.550,0.0
40138.663,0.0
40138.761,0.0
40138.859,0.0
40138.962,0.0
40139.076,0.0
40139.170,0.0
40139.268,0.0
40139.373,0.0
40139.498,0.0
40139.594,0.0
40139.670,0.0
40139.766,0.0
40139.849,0.0
40139.949,0.0
40140.065,0.0
40140.158,0.0
40140.261,0.0
40140.432,0.0
40140.466,0.0
40140.567,0.0
40140.673,0.0
40140.748,0.0
40140.847,0.0
40140.959,0.0
40141.062,0.0
40141.212,0.0
40141.248,0.0
40141.344,0.0
40141.462,0.0
40141.557,0.0
40141.655,0.0
40141.751,0.0
40141.856,0.0
40141.947,0.0
40142.045,0.0
40142.141,0.0
40142.272,0.0
40142.363,0.0
40142.456,0.0
40142.552,0.0
40142.638,0.0
40142.750,0.0
40142.869,0.0
40142.966,0.0
40143.050,0.0
40143.170,0.0
40143.268,0.0
40143.371,0.0
40143.459,0.0
40143.579,0.0
40143.677,0.0
40143.783,0.0
40143.834,0.0
40143.942,0.0
40144.045,0.0
40144.155,0.0
40144.253,0.0
40144.356,0.0
40144.432,0.0
40144.589,0.0
40144.641,0.0
40144.744,0.0
40144.841,0.0
40144.944,0.0
40145.035,0.0
40145.153,0.0
40145.234,0.0
40145.354,0.0
40145.449,0.0
40145.547,0.0
40145.646,0.0
40145.744,0.0
40145.841,0.0
40145.945,0.0
40146.038,0.0
40146.135,0.0
40146.231,0.0
40146.327,0.0
40146.452,0.0
40146.545,0.0
40146.641,0.0
40196.750,0.0
40196.847,0.0
40196.946,0.0
40197.049,0.0
40197.160,0.0
40197.263,0.0
40197.364,0.0
40197.467,0.0
40197.570,0.0
40197.680,0.0
40197.783,0.0
40197.876,0.0
40197.979,0.0
40198.082,0.0
40198.192,0.0
40198.221,0.0
40198.391,0.0
40198.518,0.0
40198.535,0.0
40198.631,0.0
40198.729,0.0
40198.831,0.0
40198.934,0.0
40199.035,0.0
40199.135,0.0
40199.253,0.0
40199.327,0.0
40199.430,0.0
40199.530,0.0
40199.619,0.0
40199.716,0.0
40199.839,0.0
40199.935,0.0
40200.030,0.0
40200.131,0.0
40200.228,0.0
40200.327,0.0
40200.449,0.0
40200.523,0.0
40200.645,0.0
40200.722,0.0
40200.856,0.0
40200.952,0.0
40201.052,0.0
40201.168,0.0
40201.263,0.0
40201.361,0.0
40201.456,0.0
40201.565,0.0
40201.665,0.0
40201.768,0.0
40201.871,0.0
40201.973,0.0
40202.077,0.0
40202.192,0.0
40202.211,0.0
40202.383,0.0
40202.413,0.0
40202.508,0.0
40202.626,0.0
40202.717,0.0
40202.826,0.0
40202.927,0.0
40203.025,0.0
40203.109,0.0
40203.211,0.0
40203.319,0.0
40203.417,0.0
40203.518,0.0
40203.619,0.0
40203.714,0.0
40203.822,0.0
40203.905,0.0
40204.028,0.0
40204.109,0.0
40204.214,0.0
40204.321,0.0
40204.442,0.0
40204.506,0.0
40204.626,0.0
40204.711,0.0
40204.841,0.0
40204.937,0.0
40205.035,0.0
40205.131,0.0
40205.246,0.0
40205.339,0.0
40205.462,0.0
40205.545,0.0
40205.665,0.0
40205.719,0.0
40205.868,0.0
40205.956,0.0
40206.008,0.0
40206.113,0.0
40206.207,0.0
40206.302,0.0
40206.403,0.0
