Time (s),Linear Acceleration z (m/s^2)
1.720213417E0,-2.448580027E-2
1.730152417E0,-9.667201638E-3
1.740090417E0,-2.074358225E-2
1.750028417E0,-1.370879710E-2
1.759966417E0,-1.135529280E-3
1.769905417E0,-1.670374095E-2
1.779843417E0,-1.056533396E-2
1.789781417E0,7.099104524E-3
1.799719417E0,-4.425757527E-3
1.809658417E0,-8.915249705E-3
1.819596417E0,-7.717739940E-3
1.829534417E0,-7.418362498E-3
1.839472417E0,-2.268661201E-2
1.849411417E0,-2.792513251E-2
1.859349417E0,-1.565065742E-2
1.869287417E0,-5.622097850E-3
1.879225417E0,-2.328361273E-3
1.889164417E0,-1.520159125E-2
1.899102417E0,-1.175933540E-2
1.909040417E0,-5.326813459E-4
1.918978417E0,-9.213457704E-3
1.928917417E0,-1.100972235E-2
1.938855417E0,-1.175875068E-2
1.948793417E0,-2.029100776E-2
1.958732417E0,-1.190902412E-2
1.968670417E0,-2.702758491E-2
1.978608417E0,-5.022758245E-3
1.988546417E0,5.156074762E-3
1.998485417E0,-8.016532660E-3
2.008423417E0,-7.268089056E-3
2.018361417E0,-1.160964668E-2
2.028299417E0,-1.235750556E-2
2.038238417E0,-2.044011176E-2
2.048176417E0,-2.597917914E-2
2.058114417E0,-1.834505439E-2
2.068052417E0,-1.520100653E-2
2.077991417E0,-1.310594916E-2
2.087929417E0,-1.669789374E-2
2.097867417E0,-1.849298894E-2
2.107805417E0,-1.175699651E-2
2.117744417E0,-2.088742375E-2
2.127682417E0,-2.358065128E-2
2.137620417E0,-1.310185611E-2
2.147558417E0,-2.807072818E-2
2.157496917E0,-6.963449121E-3
2.167434917E0,-7.411930561E-3
2.177372917E0,-2.262872458E-4
2.187310917E0,-1.422627568E-3
2.197249917E0,-1.773752868E-2
2.207187917E0,-1.309776306E-2
2.217125917E0,-1.190025330E-2
2.227064917E0,-3.367996216E-3
2.237002917E0,-1.040219665E-2
2.246940917E0,-6.359431744E-3
2.256878917E0,-1.848480284E-2
2.266817917E0,-2.768071890E-3
2.276755917E0,-1.130032897E-2
2.286693917E0,-2.619552612E-3
2.296631917E0,-1.564247131E-2
2.306570917E0,-2.222935975E-2
2.316508917E0,-1.818776429E-2
2.326446917E0,-1.160029113E-2
2.336384917E0,-1.219904602E-2
2.346323917E0,-1.803749084E-2
2.356261917E0,-8.158035278E-3
2.366199917E0,6.735992432E-4
2.376137917E0,-8.606516719E-3
2.386076917E0,-1.504254699E-2
2.396014917E0,-2.222819030E-2
2.405952917E0,-2.611951232E-2
2.415890917E0,-1.429293394E-2
2.425829917E0,-9.201763272E-3
