Time (s),Linear Acceleration x (m/s^2)
1.814887000E-2,0.000000000E0
2.298793300E-2,-3.601744771E-3
2.782689100E-2,3.982238472E-3
3.266584900E-2,1.732484251E-2
3.750480800E-2,-1.104591042E-2
4.234376600E-2,-1.122020930E-2
4.718277600E-2,-1.460149884E-3
5.202173500E-2,7.941871881E-4
5.686069300E-2,2.836719155E-3
6.169965100E-2,-1.251832396E-2
6.653861000E-2,-1.357834041E-2
7.137756800E-2,9.517744184E-3
7.621652600E-2,-4.568696022E-5
8.105548500E-2,6.626576185E-3
8.589449500E-2,1.749090850E-3
9.073345300E-2,-9.545549750E-3
9.557241200E-2,5.561858416E-5
1.004113700E-1,9.095892310E-3
1.052503280E-1,1.318254322E-2
1.100892870E-1,5.707718432E-3
1.149282450E-1,2.592174709E-2
1.197672030E-1,-2.689085901E-3
1.246061620E-1,8.875146508E-3
1.294451200E-1,-2.956382930E-3
1.342841310E-1,1.094865054E-2
1.391230890E-1,1.976254582E-2
1.439620470E-1,1.212188601E-2
1.488010060E-1,2.491429448E-3
1.536399640E-1,-4.493921995E-3
1.584789220E-1,3.140047193E-4
1.633178810E-1,-6.639122963E-3
1.681568390E-1,-1.763254404E-3
1.729957970E-1,5.255028605E-3
1.778347560E-1,-4.185147583E-3
1.826737660E-1,-1.765653491E-3
1.875127240E-1,-4.039742053E-3
1.923516830E-1,-1.598477364E-3
1.971906410E-1,-1.552477479E-3
2.020295990E-1,1.014860719E-2
2.068685580E-1,-4.156090319E-3
2.117075160E-1,-4.078894854E-3
2.165464740E-1,1.473709941E-2
2.213854330E-1,-6.664872169E-3
2.262243910E-1,1.921314746E-2
2.310633490E-1,-6.945759058E-3
2.359023600E-1,1.193562150E-2
2.407413180E-1,2.317987382E-3
2.455802760E-1,-7.126688957E-3
2.504192350E-1,2.645701170E-5
2.551644430E-1,4.719965160E-3
2.599085580E-1,-2.406395972E-3
2.646526720E-1,9.349629283E-3
2.693967870E-1,-1.195172966E-2
2.741409010E-1,-2.332456410E-3
2.788850680E-1,2.384744585E-3
2.836291830E-1,-7.082298398E-3
2.883732970E-1,6.992369890E-5
2.931174120E-1,1.650558412E-2
2.978615260E-1,-7.293395698E-3
3.026056410E-1,-7.167704403E-3
3.073497560E-1,7.047474384E-3
3.120938700E-1,-7.187888026E-3
3.168379850E-1,-2.359978855E-3
3.215820990E-1,-4.618778825E-3
3.263262140E-1,-4.515536129E-3
3.310703810E-1,2.699345350E-4
3.358144950E-1,-1.387283951E-2
3.405586100E-1,2.838529646E-3
3.453027240E-1,-1.137541234E-2
3.500468390E-1,-1.774206758E-3
3.547909530E-1,2.972476184E-3
3.595350680E-1,-8.891172707E-3
3.642791830E-1,-1.351341605E-2
3.690232970E-1,2.441302687E-2
3.737674120E-1,-4.239574075E-3
3.785115780E-1,2.904146910E-3
3.832556930E-1,9.927466512E-3
3.879998080E-1,-4.368759692E-3
3.927439220E-1,1.225631684E-2
3.974880370E-1,-9.131282568E-3
4.022321510E-1,-6.651341915E-3
4.069762660E-1,-4.174530506E-3
4.117203810E-1,-1.357628405E-2
4.164644950E-1,3.111474216E-3
4.212086100E-1,-4.071772099E-3
4.259527240E-1,1.962948591E-2
4.306968390E-1,9.918108582E-3
4.354410060E-1,2.655871212E-3
4.401851200E-1,2.158561349E-2
4.449292350E-1,1.185680926E-2
4.496733490E-1,-2.497136593E-3
4.544174640E-1,7.029354572E-3
4.591615780E-1,9.296379983E-3
4.639056930E-1,4.523038864E-3
4.686498080E-1,-2.623781562E-3
4.733939220E-1,-1.203545928E-2
4.781380370E-1,9.377971292E-3
4.828822030E-1,-2.555355430E-3
4.876263180E-1,-1.564919949E-4
4.923704330E-1,-4.860363901E-3
4.971145470E-1,-7.028132677E-5
5.018586620E-1,1.649143547E-2
5.066027760E-1,1.396519691E-2
5.113468910E-1,1.985318959E-3
5.160910060E-1,-3.719404340E-4
5.208351200E-1,-3.924891353E-4
5.255792350E-1,1.620832831E-2
5.303233490E-1,1.838184893E-3
5.350675160E-1,6.595209241E-3
5.398116310E-1,8.910492063E-3
5.445557450E-1,2.306174487E-2
5.492998600E-1,-2.219817042E-2
5.540439740E-1,-3.024384379E-3
5.587880890E-1,1.749977469E-3
5.635322030E-1,-1.014940441E-2
5.682763180E-1,-1.008599252E-2
5.730204330E-1,1.372785866E-2
5.777645470E-1,8.870139718E-3
5.825086620E-1,8.771054447E-3
5.872528280E-1,-3.134503961E-3
5.919969430E-1,8.759729564E-3
5.967410580E-1,-7.947757840E-3
6.014851720E-1,6.331443787E-3
6.062292870E-1,-5.581557751E-3
6.109734010E-1,-7.855668664E-4
6.157175160E-1,-5.520850420E-3
6.204616310E-1,-7.843554020E-3
6.252057450E-1,8.835688233E-3
6.299498600E-1,1.351153105E-2
6.346939740E-1,-7.981315255E-3
6.394380890E-1,-1.502928883E-2
6.441822560E-1,-3.007218242E-3
6.489263700E-1,-5.770847201E-4
6.536704850E-1,-1.006010175E-2
6.584145990E-1,1.138338447E-2
6.631587140E-1,-5.719438195E-4
6.679028280E-1,-5.630105734E-4
6.726469430E-1,8.937373757E-3
6.773910580E-1,6.465464830E-3
6.821351720E-1,1.669771969E-3
6.868792870E-1,-7.130876184E-4
6.916234010E-1,1.669444144E-3
6.963675160E-1,8.750088513E-3
7.011116830E-1,1.618966460E-3
7.058557970E-1,3.982283175E-3
7.105999120E-1,6.297662854E-3
7.153440260E-1,1.475341618E-3
7.200881410E-1,-9.621679783E-4
7.248322560E-1,-5.695983768E-3
7.295763700E-1,1.502543688E-3
7.343204850E-1,2.044875920E-2
7.390645990E-1,-3.418520093E-3
7.438087140E-1,-1.762363315E-2
7.485528280E-1,-1.035395265E-2
7.532969950E-1,-7.918864489E-3
7.580411100E-1,4.015699029E-3
7.627852240E-1,-3.160491586E-3
7.675293390E-1,-5.502864718E-3
7.722734530E-1,1.112930477E-2
7.770175680E-1,1.577451825E-3
7.817616830E-1,6.342247128E-3
7.865057970E-1,6.265081465E-3
7.912499120E-1,-3.274716437E-3
7.959940260E-1,-1.039039344E-2
8.007381410E-1,1.564316452E-3
8.054822560E-1,-3.134049475E-3
8.102263700E-1,-3.104232252E-3
8.149705370E-1,-7.876932621E-3
8.197146510E-1,-5.463190377E-3
8.244587660E-1,8.794844151E-3
8.292028810E-1,1.550108194E-3
