Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 18:44:00.082,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.780, 12.247, -46.967, 25.75,,,,,,,,,,,,,,,,
 18:44:00.589,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.747, 12.160, -46.780, 25.75,,,,,,,,,,,,,,,,
 18:44:00.592,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.733, 12.153, -47.067, 25.75,,,,,,,,,,,,,,,,
 18:44:00.592,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.853, 12.173, -46.840, 25.74,,,,,,,,,,,,,,,,
 18:44:00.593,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.807, 12.100, -46.813, 25.75,,,,,,,,,,,,,,,,
 18:44:00.594,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.007, -46.853, 25.75,,,,,,,,,,,,,,,,
 18:44:00.704,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.853, 12.160, -46.760, 25.74,,,,,,,,,,,,,,,,
 18:44:00.748,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.767, 12.213, -47.153, 25.72,,,,,,,,,,,,,,,,
 18:44:00.908,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.847, 12.147, -46.807, 25.75,,,,,,,,,,,,,,,,
 18:44:01.004,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.867, 12.120, -46.720, 25.75,,,,,,,,,,,,,,,,
 18:44:01.109,COM3,, -0.005, -0.016, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.673, 12.100, -47.007, 25.74,,,,,,,,,,,,,,,,
 18:44:01.207,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.800, 12.167, -46.700, 25.74,,,,,,,,,,,,,,,,
 18:44:01.307,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.693, 12.073, -46.927, 25.78,,,,,,,,,,,,,,,,
 18:44:01.434,COM3,, -0.005, -0.016, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.667, 12.167, -47.147, 25.74,,,,,,,,,,,,,,,,
 18:44:01.452,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.867, 12.220, -47.033, 25.72,,,,,,,,,,,,,,,,
 18:44:01.620,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.927, 12.113, -46.753, 25.74,,,,,,,,,,,,,,,,
 18:44:01.646,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.893, 12.160, -46.827, 25.72,,,,,,,,,,,,,,,,
 18:44:01.818,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.880, 12.187, -46.700, 25.70,,,,,,,,,,,,,,,,
 18:44:01.848,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.787, 12.187, -46.913, 25.74,,,,,,,,,,,,,,,,
 18:44:01.946,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.840, 12.167, -46.893, 25.75,,,,,,,,,,,,,,,,
 18:44:02.052,COM3,, -0.005, -0.014, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.953, 12.147, -46.740, 25.77,,,,,,,,,,,,,,,,
 18:44:02.259,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.800, 12.087, -46.747, 25.78,,,,,,,,,,,,,,,,
 18:44:02.261,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.833, 12.187, -46.947, 25.77,,,,,,,,,,,,,,,,
 18:44:02.355,COM3,, -0.005, -0.016, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.147, -46.960, 25.75,,,,,,,,,,,,,,,,
 18:44:02.473,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.767, 12.113, -46.820, 25.75,,,,,,,,,,,,,,,,
 18:44:02.564,COM3,, -0.005, -0.014, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.767, 12.193, -46.727, 25.74,,,,,,,,,,,,,,,,
 18:44:02.662,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.807, 12.107, -46.560, 25.78,,,,,,,,,,,,,,,,
 18:44:02.742,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.893, 12.087, -46.720, 25.75,,,,,,,,,,,,,,,,
 18:44:02.844,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.840, 12.133, -47.007, 25.75,,,,,,,,,,,,,,,,
 18:44:02.947,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.747, 12.167, -46.873, 25.72,,,,,,,,,,,,,,,,
 18:44:03.057,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.887, 12.233, -46.827, 25.75,,,,,,,,,,,,,,,,
 18:44:03.161,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.867, 12.127, -46.793, 25.77,,,,,,,,,,,,,,,,
 18:44:03.270,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.887, 12.093, -46.820, 25.75,,,,,,,,,,,,,,,,
 18:44:03.356,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.727, 12.187, -47.000, 25.80,,,,,,,,,,,,,,,,
 18:44:03.462,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.713, 12.180, -47.413, 25.78,,,,,,,,,,,,,,,,
 18:44:03.570,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.780, 12.147, -46.953, 25.78,,,,,,,,,,,,,,,,
 18:44:03.683,COM3,, -0.004, -0.016, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.860, 12.093, -47.000, 25.78,,,,,,,,,,,,,,,,
 18:44:03.767,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.780, 12.120, -46.840, 25.75,,,,,,,,,,,,,,,,
 18:44:03.883,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.753, 12.180, -46.920, 25.82,,,,,,,,,,,,,,,,
 18:44:04.006,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.833, 12.193, -46.640, 25.80,,,,,,,,,,,,,,,,
 18:44:04.081,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.280, -46.927, 25.75,,,,,,,,,,,,,,,,
 18:44:04.185,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.147, -47.053, 25.78,,,,,,,,,,,,,,,,
 18:44:04.283,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.880, 12.207, -46.987, 25.77,,,,,,,,,,,,,,,,
 18:44:04.381,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.887, 12.240, -46.793, 25.78,,,,,,,,,,,,,,,,
 18:44:04.484,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.933, 12.100, -46.947, 25.78,,,,,,,,,,,,,,,,
 18:44:04.586,COM3,, -0.006, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.640, 12.173, -47.067, 25.77,,,,,,,,,,,,,,,,
 18:44:04.690,COM3,, -0.004, -0.016, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.787, 12.120, -46.907, 25.80,,,,,,,,,,,,,,,,
 18:44:04.791,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.820, 12.087, -46.680, 25.77,,,,,,,,,,,,,,,,
 18:44:04.897,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.880, 12.187, -46.773, 25.75,,,,,,,,,,,,,,,,
 18:44:05.001,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.727, 12.173, -46.933, 25.78,,,,,,,,,,,,,,,,
 18:44:05.109,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.853, 12.127, -46.893, 25.80,,,,,,,,,,,,,,,,
 18:44:05.198,COM3,, -0.005, -0.016, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.687, 12.207, -47.107, 25.75,,,,,,,,,,,,,,,,
 18:44:05.302,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.733, 12.133, -47.047, 25.78,,,,,,,,,,,,,,,,
 18:44:05.404,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.787, 12.140, -46.820, 25.78,,,,,,,,,,,,,,,,
 18:44:05.520,COM3,, -0.004, -0.015, 1.003, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.767, 12.087, -46.673, 25.78,,,,,,,,,,,,,,,,
 18:44:05.608,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.720, 12.053, -46.733, 25.78,,,,,,,,,,,,,,,,
 18:44:05.636,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.720, 12.140, -46.813, 25.75,,,,,,,,,,,,,,,,
 18:44:05.736,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.800, 12.133, -46.713, 25.75,,,,,,,,,,,,,,,,
 18:44:05.844,COM3,, -0.005, -0.016, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.793, 12.100, -46.940, 25.80,,,,,,,,,,,,,,,,
 18:44:05.945,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.160, -46.800, 25.78,,,,,,,,,,,,,,,,
 18:44:06.043,COM3,, -0.004, -0.016, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.793, 12.147, -46.813, 25.82,,,,,,,,,,,,,,,,
 18:44:06.135,COM3,, -0.005, -0.014, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.767, 12.147, -46.940, 25.78,,,,,,,,,,,,,,,,
 18:44:06.247,COM3,, -0.005, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.120, -47.080, 25.75,,,,,,,,,,,,,,,,
 18:44:06.348,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.847, 12.087, -46.740, 25.78,,,,,,,,,,,,,,,,
 18:44:06.452,COM3,, -0.005, -0.016, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.913, 12.033, -46.787, 25.77,,,,,,,,,,,,,,,,
 18:44:06.530,COM3,, -0.005, -0.016, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.780, 12.200, -46.873, 25.80,,,,,,,,,,,,,,,,
 18:44:06.633,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.833, 12.087, -46.867, 25.82,,,,,,,,,,,,,,,,
 18:44:06.735,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.947, 12.200, -46.787, 25.78,,,,,,,,,,,,,,,,
 18:44:06.837,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.793, 12.300, -47.033, 25.77,,,,,,,,,,,,,,,,
 18:44:06.947,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.733, 12.000, -46.767, 25.82,,,,,,,,,,,,,,,,
 18:44:07.042,COM3,, -0.005, -0.014, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.773, 12.133, -46.727, 25.78,,,,,,,,,,,,,,,,
 18:44:07.164,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.880, 12.193, -46.880, 25.78,,,,,,,,,,,,,,,,
 18:44:07.254,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.900, 12.120, -46.660, 25.78,,,,,,,,,,,,,,,,
 18:44:07.364,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.753, 12.227, -47.080, 25.82,,,,,,,,,,,,,,,,
 18:44:07.451,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.820, 12.133, -47.053, 25.78,,,,,,,,,,,,,,,,
 18:44:07.563,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.220, -47.187, 25.82,,,,,,,,,,,,,,,,
 18:44:07.681,COM3,, -0.005, -0.016, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.887, 12.127, -46.893, 25.78,,,,,,,,,,,,,,,,
 18:44:07.774,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.873, 12.040, -46.767, 25.82,,,,,,,,,,,,,,,,
 18:44:07.866,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.913, 12.127, -46.687, 25.78,,,,,,,,,,,,,,,,
 18:44:07.984,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.753, 12.113, -47.113, 25.80,,,,,,,,,,,,,,,,
 18:44:08.066,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.780, 12.040, -46.980, 25.74,,,,,,,,,,,,,,,,
 18:44:08.207,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.847, 12.133, -46.880, 25.83,,,,,,,,,,,,,,,,
 18:44:08.291,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.700, 12.127, -46.880, 25.80,,,,,,,,,,,,,,,,
 18:44:08.383,COM3,, -0.004, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.873, 12.093, -46.747, 25.78,,,,,,,,,,,,,,,,
 18:44:08.463,COM3,, -0.004, -0.015, 1.002, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.927, 12.120, -46.667, 25.80,,,,,,,,,,,,,,,,
 18:44:08.578,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.773, 12.213, -47.207, 25.83,,,,,,,,,,,,,,,,
 18:44:08.680,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.840, 12.193, -47.060, 25.82,,,,,,,,,,,,,,,,
 18:44:08.784,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.840, 12.120, -47.140, 25.83,,,,,,,,,,,,,,,,
 18:44:08.885,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.947, 12.140, -46.940, 25.80,,,,,,,,,,,,,,,,
 18:44:08.982,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.880, 11.960, -46.680, 25.80,,,,,,,,,,,,,,,,
 18:44:09.088,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.753, 12.133, -46.860, 25.82,,,,,,,,,,,,,,,,
 18:44:09.196,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.727, 12.093, -47.080, 25.82,,,,,,,,,,,,,,,,
 18:44:09.222,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.780, 12.167, -46.833, 25.83,,,,,,,,,,,,,,,,
 18:44:09.408,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.800, 12.153, -47.020, 25.78,,,,,,,,,,,,,,,,
 18:44:09.438,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.873, 12.187, -46.940, 25.80,,,,,,,,,,,,,,,,
 18:44:09.536,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.647, 12.020, -46.900, 25.82,,,,,,,,,,,,,,,,
 18:44:09.626,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.080, -46.800, 25.85,,,,,,,,,,,,,,,,
 18:44:09.727,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.760, 12.120, -46.927, 25.80,,,,,,,,,,,,,,,,
 18:44:09.831,COM3,, -0.005, -0.015, 1.000, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.793, 12.207, -46.947, 25.85,,,,,,,,,,,,,,,,
 18:44:09.931,COM3,, -0.005, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.840, 12.160, -46.780, 25.85,,,,,,,,,,,,,,,,
 18:44:10.035,COM3,, -0.004, -0.015, 1.001, 0.000, 0.000, 0.000, -0.176, -0.280, -71.406, -34.787, 12.113, -46.800, 25.88,,,,,,,,,,,,,,,,
