"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.832800417E-1,-6.939694807E-3,-3.271754701E-3,-1.727092087E-2,1.889837164E-2
6.932190417E-1,-8.227032423E-3,-4.673752561E-4,-3.612526774E-2,3.705317087E-2
7.031580417E-1,9.610849097E-3,-1.614781693E-3,-1.995888591E-2,2.221110234E-2
7.130970417E-1,-1.022539146E-2,-6.302384846E-4,-2.400457442E-2,2.609933762E-2
7.230360417E-1,-1.117549092E-2,-1.261803556E-2,-2.744332194E-2,3.220624688E-2
7.329750417E-1,6.361332089E-3,-7.462910973E-3,-1.711772382E-2,1.972759628E-2
7.429130417E-1,6.648284197E-4,-1.035560165E-2,-2.491030812E-2,2.698525399E-2
7.528520417E-1,-8.793335259E-3,-1.782286149E-3,-2.371104419E-2,2.535178308E-2
7.627910417E-1,8.254075795E-4,3.508950658E-3,-3.628840506E-2,3.646700391E-2
7.727300417E-1,-7.530994490E-3,-4.636823740E-3,-2.701121271E-2,2.842220302E-2
7.826690417E-1,-3.801786527E-3,-2.282204814E-3,-2.521553278E-2,2.560244389E-2
7.926080417E-1,-2.774540372E-2,1.879368201E-3,-3.329872370E-2,4.338368878E-2
8.025470417E-1,-1.007921107E-2,-1.048566565E-2,-4.079485416E-2,4.331004279E-2
8.124850417E-1,-6.610788926E-3,-6.945103481E-3,-2.117861509E-2,2.324802636E-2
8.224240417E-1,-9.853800908E-3,8.427756373E-3,-1.609446108E-2,2.066775622E-2
8.323630417E-1,-6.847820431E-3,7.121232580E-3,-2.463782787E-2,2.654481419E-2
8.423020417E-1,8.251152188E-4,-8.901654929E-4,-2.209487379E-2,2.212818694E-2
8.522410417E-1,5.236547068E-3,-6.945085209E-3,-3.183048785E-2,3.299750885E-2
8.621800417E-1,3.301118687E-3,-5.534170344E-3,-3.003597736E-2,3.071944599E-2
8.721190417E-1,6.703394204E-3,7.995135505E-3,-3.422316849E-2,3.577824684E-2
8.820580417E-1,-9.530888423E-3,-4.407795612E-3,-2.927700877E-2,3.110321107E-2
8.919960417E-1,-4.930664599E-3,6.073685624E-3,-2.537983954E-2,2.655818829E-2
9.019350417E-1,4.099044353E-3,1.418987677E-2,-2.402387023E-2,2.820108345E-2
9.118740417E-1,5.883322209E-3,-1.107817132E-2,-2.446241140E-2,2.749088816E-2
9.218130417E-1,-2.901607677E-3,-1.113393914E-2,-1.712006271E-2,2.062717807E-2
9.317520417E-1,2.252771392E-2,1.857605595E-3,-3.193749189E-2,3.912738148E-2
9.416910417E-1,-3.528502285E-3,-1.303329751E-2,-2.264451206E-2,2.636458038E-2
9.516300417E-1,1.622975104E-2,-9.358103201E-3,-2.534066319E-2,3.151393541E-2
9.615690417E-1,-1.269218557E-2,-1.190118520E-2,-2.056056440E-2,2.693448704E-2
9.715070417E-1,-4.592987895E-4,3.115597498E-3,-1.413213551E-2,1.447878300E-2
9.814460417E-1,-7.232567221E-3,-3.542827964E-3,-2.640310228E-2,2.760408427E-2
9.913850417E-1,1.005984217E-2,-7.510090694E-3,-1.770712316E-2,2.170585399E-2
1.001324042E0,2.209224254E-3,7.323856875E-3,-2.159259796E-2,2.290763711E-2
1.011263042E0,-2.755061835E-3,1.144948779E-2,-2.307662129E-2,2.590775148E-2
1.021202042E0,-7.997529209E-4,5.046786647E-3,-3.728827894E-2,3.763675605E-2
1.031141042E0,-8.013974503E-3,1.430082768E-3,-2.575990856E-2,2.701558463E-2
1.041080042E0,5.086346716E-3,4.892292246E-4,-2.127626359E-2,2.188126278E-2
1.051018042E0,-1.586715057E-3,-1.729277484E-3,-1.901280642E-2,1.915711025E-2
1.060957042E0,1.371829882E-3,-2.316045575E-4,-2.154523551E-2,2.159010725E-2
1.070896042E0,3.929475099E-3,4.767965823E-3,-1.899234116E-2,1.997206287E-2
1.080835042E0,8.786903322E-4,3.721387312E-3,-2.303276718E-2,2.334800171E-2
1.090774042E0,-6.374926865E-3,1.587769384E-2,-1.778723001E-2,2.468048633E-2
1.100713042E0,-5.608795434E-3,4.784959294E-3,-2.302458107E-2,2.417614021E-2
1.110652042E0,8.033635765E-3,-1.280589564E-2,-3.139487028E-2,3.484491565E-2
1.120591042E0,-7.257856429E-4,1.308265166E-2,-3.303618371E-2,3.553972388E-2
1.130529042E0,2.630662322E-3,-1.747137073E-2,-2.060324907E-2,2.714153739E-2
1.140468042E0,5.777268335E-3,9.789298810E-3,-1.970570147E-2,2.274910704E-2
1.150407042E0,-1.530194409E-2,8.355196081E-3,-1.866080403E-2,2.553790128E-2
1.160346042E0,-2.876420796E-2,-1.337172339E-2,-2.090671957E-2,3.799044049E-2
1.170285042E0,-6.948100179E-3,-6.466892604E-3,-3.691815019E-2,3.811884848E-2
1.180224042E0,1.094861895E-2,7.702190001E-3,-1.911045492E-2,2.333249825E-2
1.190163042E0,2.323391140E-3,-1.384441596E-2,-3.916465044E-2,4.160451711E-2
1.200102042E0,6.253597140E-3,6.947204825E-3,-1.971037924E-2,2.181444893E-2
1.210040042E0,1.787566915E-3,2.250026856E-3,-8.615872264E-3,9.082470545E-3
1.219979042E0,-1.465516895E-2,-2.928504869E-3,-3.421498239E-2,3.733651213E-2
1.229918042E0,1.442508101E-3,1.106287720E-2,-3.615508854E-2,3.783726350E-2
1.239857042E0,-3.087037504E-3,-6.047866512E-3,-3.107502759E-2,3.180823524E-2
1.249796042E0,-4.840325117E-3,-6.608523130E-3,-3.003071487E-2,3.112788398E-2
1.259735042E0,-4.700357392E-3,2.899561152E-3,-2.314327955E-2,2.379311251E-2
1.269674042E0,-2.549678385E-3,5.502942558E-3,-3.391560495E-2,3.445361368E-2
1.279613042E0,-4.162486643E-4,4.276799709E-3,-3.661175609E-2,3.686305688E-2
1.289551042E0,-5.803580806E-3,-2.016558498E-4,-2.914018393E-2,2.971317106E-2
1.299490042E0,-4.200566635E-3,1.168717710E-2,-1.836084187E-2,2.216653746E-2
1.309429042E0,-6.410375610E-3,7.449590284E-3,-1.761415243E-2,2.017046546E-2
1.319368042E0,-3.709619790E-3,-1.269755770E-2,-2.404199660E-2,2.744097030E-2
1.329307042E0,-1.725147888E-3,-2.055314574E-3,-2.553128242E-2,2.567190752E-2
1.339246042E0,-1.257078275E-3,4.717953857E-3,-2.163118958E-2,2.217538494E-2
1.349185042E0,2.279098481E-3,5.386144426E-3,-1.639968574E-2,1.741133349E-2
1.359124042E0,-1.785198793E-2,-4.541185219E-3,-3.211875558E-2,3.702607589E-2
1.369062042E0,-1.308533773E-3,9.197743312E-3,-1.745393872E-2,1.977247379E-2
1.379001042E0,1.362401247E-4,5.440724529E-3,-2.059155464E-2,2.129864238E-2
1.388940042E0,-1.048354603E-2,-1.233059010E-2,-2.867591500E-2,3.292804718E-2
1.398879042E0,-1.471459128E-2,-1.150825230E-2,-1.729781806E-2,2.545925328E-2
1.408818042E0,-6.386621296E-3,-1.005169261E-2,-2.853031933E-2,3.091608929E-2
1.418757042E0,2.689134479E-3,-6.449771225E-3,-1.895667315E-2,2.020362467E-2
1.428696042E0,-1.195536330E-2,1.353471452E-2,-3.271867990E-2,3.737152959E-2
1.438634042E0,-1.129155815E-2,-3.364122435E-3,-1.625759840E-2,2.007800067E-2
1.448573042E0,2.596236840E-3,-1.377794042E-2,-2.482727766E-3,1.423854013E-2
1.458512042E0,-3.421205878E-3,-2.122521009E-3,-1.445548654E-2,1.500569346E-2
1.468451042E0,-5.707905740E-3,9.677434266E-3,-2.867240667E-2,3.079512667E-2
1.478390042E0,-6.068898216E-3,-3.598120697E-3,-1.805152416E-2,1.938131891E-2
1.488329042E0,-1.331630275E-2,6.526716929E-3,-2.525412440E-2,2.928639193E-2
1.498268042E0,8.782956451E-3,-8.218078874E-3,-2.914369226E-2,3.152827212E-2
1.508207042E0,-7.813999727E-3,1.356097218E-3,-2.001384974E-2,2.152793006E-2
1.518145042E0,-8.775355071E-3,3.426230829E-3,-1.252707481E-2,1.567397581E-2
1.528084042E0,-2.306901991E-2,-1.583111711E-2,-1.312173665E-2,3.090281413E-2
1.538023042E0,-1.516292654E-2,-1.884656277E-2,-2.855019987E-2,3.741952942E-2
1.547962042E0,-8.692032248E-3,-7.123918645E-3,-2.660950899E-2,2.888542211E-2
1.557901042E0,-7.423332632E-3,4.513301309E-3,-1.374271095E-2,1.625847042E-2
1.567840042E0,1.166497596E-2,4.578059223E-3,-1.734167218E-2,2.139541737E-2
1.577779042E0,-1.126539186E-2,1.360325485E-2,-2.347774029E-2,2.937961683E-2
1.587718042E0,1.358827136E-2,-6.729158498E-3,-3.500435650E-2,3.814744640E-2
1.597656042E0,3.219623119E-4,-5.635491628E-3,-3.785078108E-2,3.826936182E-2
1.607595042E0,2.631612495E-3,1.617851481E-3,-2.783683956E-2,2.800772151E-2
1.617534042E0,7.117450163E-3,1.154331733E-3,-1.451629758E-2,1.620843836E-2
1.627473042E0,2.066990733E-3,9.691211767E-3,-2.454836547E-2,2.647289715E-2
1.637412042E0,6.075987965E-4,2.699878737E-3,-1.976125002E-2,1.995408539E-2
1.647351042E0,-1.259270981E-3,-7.014374714E-3,-2.273806751E-2,2.382869971E-2
1.657290042E0,-1.120209575E-2,6.652943697E-3,-1.001861930E-2,1.643536862E-2
1.667229042E0,6.175463721E-3,3.968998622E-3,-2.184753656E-2,2.304786663E-2
1.677167042E0,3.219696209E-3,3.819638807E-3,-3.261810780E-2,3.299843997E-2
1.687106042E0,1.768271104E-3,1.436752249E-3,-1.929873526E-2,1.943276157E-2
1.697045042E0,1.598299854E-2,1.551339403E-4,-2.214106679E-2,2.730763899E-2
1.706984042E0,9.452974275E-3,-3.871934842E-3,-1.885200799E-2,2.144175383E-2
1.716923042E0,-5.123476535E-3,5.353107657E-3,-2.304095328E-2,2.420312586E-2
1.726862042E0,-1.154240370E-3,-1.294135004E-3,-2.125112057E-2,2.132175372E-2
1.736801042E0,-1.594024077E-3,-4.527553897E-3,-1.032325923E-2,1.138460971E-2
1.746740042E0,-3.853315115E-4,-1.267438810E-3,-2.243810534E-2,2.247717627E-2
1.756678042E0,3.581785038E-3,-5.314844940E-3,-2.527692854E-2,2.607680727E-2
1.766617042E0,-4.035675153E-3,8.408113383E-3,-2.721352637E-2,2.876732629E-2
1.776556042E0,-4.153277278E-3,5.597722270E-3,-9.392967224E-3,1.169666790E-2
1.786495042E0,-4.751081988E-3,-7.400254402E-3,-8.345730901E-3,1.212385127E-2
1.796434042E0,-1.062029779E-2,-4.119948149E-3,-2.600899994E-2,2.839423843E-2
1.806373042E0,-1.298271909E-2,3.689666167E-3,-2.210715294E-2,2.590156062E-2
1.816312042E0,-1.294792816E-3,-1.255981922E-3,-2.478985548E-2,2.485540009E-2
1.826251042E0,-1.461116865E-2,-1.764671411E-3,-1.311355054E-2,1.971206540E-2
1.836189042E0,-7.542104200E-3,2.883042768E-3,-2.628849685E-2,2.750055160E-2
1.846128042E0,-1.242138639E-2,-1.411165198E-2,-8.181424141E-3,2.050281109E-2
1.856067042E0,-9.126188010E-3,-6.972950846E-3,-3.961547077E-2,4.124675594E-2
1.866006042E0,-5.154832229E-3,8.772906549E-3,-3.318470299E-2,3.470966288E-2
1.875945042E0,-2.473123714E-2,-8.518077582E-3,-2.854552209E-2,3.871741944E-2
1.885884042E0,6.903442070E-3,3.871971387E-3,-2.630311489E-2,2.746822761E-2
1.895823042E0,1.012050703E-2,5.184506848E-3,-2.420162559E-2,2.673990379E-2
1.905762042E0,-1.415830180E-3,-2.355879731E-4,-4.126730919E-2,4.129226180E-2
1.915701042E0,-4.462302625E-3,-1.199629381E-2,-2.809236288E-2,3.087076387E-2
1.925639042E0,-4.393305480E-3,-1.034655673E-2,-2.629843712E-2,2.860000287E-2
1.935578042E0,-9.656603560E-3,-6.381578073E-3,-1.895024121E-2,2.220554374E-2
1.945517042E0,-9.119756073E-3,1.763300970E-5,-1.641079545E-2,1.877456974E-2
