Time (s),Absolute acceleration (m/s^2)
2.802388458E0,7.511094525E-2
2.812324458E0,8.299000603E-2
2.822261458E0,8.615387405E-2
2.832198458E0,8.916207458E-2
2.842135458E0,9.573179778E-2
2.852072458E0,9.159796887E-2
2.862009458E0,8.643459316E-2
2.871946458E0,7.502259621E-2
2.881882458E0,7.627217430E-2
2.891819458E0,8.235625723E-2
2.901756458E0,9.136270637E-2
2.911693458E0,9.126787600E-2
2.921630458E0,9.058955581E-2
2.931567458E0,9.198495384E-2
2.941504458E0,7.880966027E-2
2.951440458E0,7.400603745E-2
2.961377458E0,7.965011452E-2
2.971314458E0,8.783357892E-2
2.981251458E0,9.100729838E-2
2.991188458E0,8.399636490E-2
3.001125458E0,8.514967511E-2
3.011061458E0,9.197086541E-2
3.020998458E0,8.394225278E-2
3.030935458E0,7.887366613E-2
3.040872458E0,9.418803861E-2
3.050809458E0,9.252545024E-2
3.060746458E0,8.861396993E-2
3.070683458E0,7.694336452E-2
3.080619458E0,8.154361650E-2
3.090556458E0,8.988149614E-2
3.100493458E0,8.591093972E-2
3.110430458E0,8.609169520E-2
3.120367458E0,8.430200915E-2
3.130304458E0,9.122356212E-2
3.140240458E0,7.166833614E-2
3.150177458E0,7.757037055E-2
3.160114458E0,9.036939974E-2
3.170051458E0,8.394896625E-2
3.179988458E0,7.666347676E-2
3.189925458E0,8.864602235E-2
3.199862458E0,8.593424245E-2
3.209798458E0,7.677418240E-2
3.219735458E0,7.828858835E-2
3.229672458E0,8.398799118E-2
3.239609458E0,7.922233304E-2
3.249546458E0,8.024616220E-2
3.259483458E0,8.416041594E-2
3.269419458E0,7.578506477E-2
3.279356458E0,7.973295837E-2
3.289293458E0,9.161252165E-2
3.299230458E0,8.592754075E-2
3.309167458E0,8.175890417E-2
3.319104458E0,7.565541835E-2
3.329041458E0,8.013995436E-2
3.338977458E0,8.397482869E-2
3.348914458E0,8.514076194E-2
3.358851458E0,8.923050685E-2
3.368788458E0,8.158524413E-2
3.378725458E0,8.151656405E-2
3.388662458E0,8.438063493E-2
3.398599458E0,7.470731865E-2
3.408535458E0,8.751892852E-2
3.418472458E0,7.938421619E-2
3.428409458E0,8.491074509E-2
3.438346458E0,7.302758856E-2
3.448283458E0,8.353696605E-2
3.458220458E0,9.349123787E-2
3.468156458E0,8.374811766E-2
3.478093417E0,9.148458376E-2
3.488030417E0,9.418118707E-2
3.497967417E0,7.857168238E-2
3.507904417E0,9.317024078E-2
3.517841417E0,9.224502077E-2
3.527777417E0,8.405183524E-2
3.537714417E0,7.791256113E-2
3.547651417E0,7.703612666E-2
3.557588417E0,8.992742386E-2
3.567525417E0,7.996227284E-2
3.577462417E0,8.213048852E-2
3.587399417E0,8.895182036E-2
3.597335417E0,8.872126806E-2
3.607272417E0,7.175694941E-2
3.617209417E0,7.304316146E-2
3.627146417E0,8.397713497E-2
3.637083417E0,9.113339749E-2
3.647020417E0,8.716172805E-2
3.656956417E0,8.867042436E-2
3.666893417E0,8.194532376E-2
3.676830417E0,8.288117275E-2
3.686767417E0,9.152256031E-2
3.696704417E0,8.016339676E-2
3.706641417E0,9.153719023E-2
3.716578417E0,9.396069484E-2
3.726514417E0,7.744147974E-2
3.736451417E0,8.378556270E-2
3.746388417E0,7.640540685E-2
3.756325417E0,8.453819025E-2
3.766262417E0,8.760053736E-2
3.776199417E0,8.313839872E-2
3.786135417E0,7.357929426E-2
3.796072417E0,7.410368354E-2
3.806009417E0,8.838243141E-2
3.815946417E0,8.833816517E-2
3.825883417E0,9.220157845E-2
3.835820417E0,8.684193473E-2
3.845757417E0,8.637214022E-2
3.855693417E0,7.491375660E-2
3.865630417E0,8.111976344E-2
3.875567417E0,8.578649383E-2
3.885504417E0,9.843849179E-2
3.895441417E0,7.780507674E-2
3.905378417E0,8.594222561E-2
3.915314417E0,8.591291167E-2
3.925251417E0,6.798060766E-2
3.935188417E0,8.753847734E-2
3.945125417E0,8.337720147E-2
3.955062417E0,9.266407832E-2
3.964999417E0,8.248358717E-2
3.974936417E0,8.804931596E-2
3.984872417E0,9.651298974E-2
3.994809417E0,8.762036596E-2
4.004746417E0,8.592441948E-2
4.014683417E0,8.227940598E-2
4.024620417E0,8.178749085E-2
4.034557417E0,8.617001023E-2
4.044493417E0,8.550181432E-2
4.054430417E0,7.978956329E-2
4.064367417E0,8.694790122E-2
4.074304417E0,8.887179502E-2
4.084241417E0,8.481755439E-2
4.094178417E0,8.026373265E-2
4.104115417E0,8.123051444E-2
4.114051417E0,7.807049970E-2
