Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.560047540E-1,-9.66E-03,-1.08E-02,1.012420654E-2,1.769966424E-2
3.607500140E-1,-7.11E-03,-8.36E-03,-8.90E-03,1.412389765E-2
3.654952750E-1,2.495452762E-3,-5.91E-03,-1.11E-02,1.285544489E-2
3.702405350E-1,4.831045866E-3,1.070390642E-2,-8.63E-03,1.457572984E-2
3.749857960E-1,9.415253997E-3,-1.21E-03,-1.43E-03,9.600590174E-3
3.797310560E-1,2.159580588E-3,-5.89E-03,8.033752441E-3,1.019145680E-2
3.844763170E-1,-2.64E-03,-3.42E-03,5.570411682E-3,7.049679373E-3
3.892215770E-1,4.430577159E-3,6.107851863E-3,-1.10E-02,1.337047056E-2
3.939668370E-1,-5.10E-03,1.337513328E-3,-1.80E-02,1.874735673E-2
3.987120980E-1,4.452839494E-3,-2.47E-02,-1.07E-02,2.727942073E-2
4.034573580E-1,4.433497787E-3,-8.19E-04,1.266479492E-3,4.682962947E-3
4.082026190E-1,-2.71E-03,-7.95E-03,8.343696594E-3,1.184106819E-2
4.129478790E-1,6.791561842E-3,1.106010377E-2,1.152038574E-3,1.302990409E-2
4.176930870E-1,-2.77E-03,-3.26E-03,-2.72E-02,2.757502670E-2
4.224383480E-1,-5.15E-03,6.273970008E-3,-3.27E-03,8.754478310E-3
4.271836080E-1,-5.12E-03,1.096458733E-2,6.226539612E-3,1.360779157E-2
4.319288690E-1,-2.71E-03,6.113126874E-3,1.424789429E-3,6.838817202E-3
4.366741290E-1,4.393294454E-3,-1.29E-02,1.408576965E-3,1.373474569E-2
4.414193890E-1,1.621283591E-2,1.318521798E-2,1.795768738E-2,2.755330393E-2
4.461646500E-1,4.236459732E-3,1.062153280E-2,1.194000244E-3,1.149739912E-2
4.509099100E-1,6.592333317E-3,8.115246892E-3,1.180648804E-3,1.052188302E-2
4.556551710E-1,-1.24E-02,3.297790885E-3,-1.30E-02,1.829866874E-2
4.604004310E-1,-5.20E-03,-1.50E-03,-3.43E-03,6.404165964E-3
4.651456920E-1,-2.80E-03,-1.33E-02,-1.05E-02,1.720754314E-2
4.698909520E-1,-7.55E-03,-3.73E-03,-9.15E-04,8.474989891E-3
4.746362120E-1,6.683334708E-3,1.052038372E-2,-9.04E-04,1.249651163E-2
4.793814730E-1,-5.12E-04,-3.79E-03,-1.27E-02,1.330203840E-2
4.841267330E-1,1.368594170E-2,-6.15E-03,-3.14E-03,1.532825020E-2
4.888719940E-1,8.847400546E-3,-1.32E-03,-7.35E-04,8.975170892E-3
4.936172020E-1,4.057154059E-3,-1.30E-03,-3.10E-03,5.268680389E-3
4.983625140E-1,-3.06E-03,-1.31E-03,6.408691406E-3,7.220437604E-3
