"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.839062500E0,-1.788457017E-2,-7.980046947E-3,-4.662569761E-3,2.013153139E-2
1.848998500E0,-3.321911705E-3,5.155882901E-3,-3.764437437E-3,7.196472405E-3
1.858935500E0,-8.597556318E-3,5.861367742E-3,1.324979067E-3,1.048947930E-2
1.868871500E0,-1.513005879E-3,1.525712153E-3,-1.020105243E-2,1.042489592E-2
1.878808500E0,-1.832322783E-2,-7.095020609E-3,-1.693762958E-2,2.594153602E-2
1.888744500E0,-1.988364184E-2,-1.971142078E-3,-1.604008198E-2,2.562281881E-2
1.898681500E0,-6.661370768E-3,-5.938710873E-3,-1.648856342E-2,1.874872985E-2
1.908617500E0,-1.672861789E-2,-1.254437892E-3,-2.307545185E-2,2.852887570E-2
1.918554500E0,4.656785358E-3,1.178556564E-3,-9.902259707E-3,1.100587992E-2
1.928490500E0,-1.085660524E-2,-6.656506844E-4,-2.756552875E-2,2.963388843E-2
1.938427500E0,-2.393346223E-2,4.370862222E-3,-2.516992450E-2,3.500628729E-2
1.948363500E0,8.752392187E-3,-7.553369226E-4,-1.753579974E-2,1.961323980E-2
1.958300500E0,-7.720734354E-4,-2.526380885E-3,-8.404203057E-3,8.809615587E-3
1.968236500E0,-4.206305129E-2,7.506728545E-4,-1.484081805E-2,4.461069013E-2
1.978173500E0,-8.238578390E-3,-2.481014715E-3,-1.968172789E-3,8.826285290E-3
1.988109500E0,-2.329816681E-2,-1.232519969E-3,-1.379358172E-2,2.710325772E-2
1.998046500E0,-8.443644354E-3,-7.654567170E-3,-7.356966734E-3,1.356512027E-2
2.007982500E0,-1.181367568E-2,2.841605195E-3,-2.417238951E-3,1.238873267E-2
2.017919500E0,-1.284284045E-2,-2.729142224E-4,-8.555061221E-3,1.543379751E-2
2.027856500E0,-1.353759588E-2,-5.866817529E-3,5.365989804E-3,1.569967823E-2
2.037792500E0,-1.599360918E-2,8.346397849E-3,-3.654626727E-2,4.075644174E-2
2.047729500E0,-8.533392262E-3,-1.013102288E-2,-7.057589293E-3,1.500886321E-2
2.057665500E0,-2.620362315E-3,-2.748501990E-3,1.924318671E-3,4.257177962E-3
2.067602500E0,1.750418823E-4,7.040892751E-3,-6.907315850E-3,9.864878238E-3
2.077538500E0,-2.281097955E-2,2.788057490E-3,-1.394210100E-2,2.687929003E-2
