Time (s),Linear Acceleration x (m/s^2)
1.170463770E-1,-1.082590222E-2
1.339153140E-1,-1.714310795E-2
1.508166020E-1,-1.238881052E-2
1.676973690E-1,-1.305170357E-2
1.845809550E-1,-1.945364475E-2
2.014648370E-1,-1.245906949E-2
2.183451570E-1,-1.594628394E-2
2.352321810E-1,-1.679601520E-2
2.521191760E-1,-1.842263341E-2
2.689953350E-1,-1.000079513E-2
2.858866320E-1,-1.347410679E-2
3.027543190E-1,-1.512961835E-2
3.196510980E-1,-1.711765677E-2
3.365311240E-1,-1.866848022E-2
3.534215570E-1,-1.309285313E-2
3.703018470E-1,-1.809175313E-2
3.871856970E-1,-1.562082022E-2
4.040694970E-1,-1.152157784E-2
4.209530730E-1,-1.520575583E-2
4.378368520E-1,-1.753664762E-2
4.547201420E-1,-1.610582322E-2
4.716067300E-1,-1.146576554E-2
4.884857480E-1,-1.405498385E-2
5.053717250E-1,-1.435692608E-2
5.222587800E-1,-1.736128330E-2
5.391355500E-1,-1.782950014E-2
5.560226260E-1,-1.497810334E-2
5.729065780E-1,-1.336030662E-2
5.897889430E-1,-1.426187903E-2
6.066653160E-1,-1.543433964E-2
6.235577130E-1,-1.736366749E-2
6.404413390E-1,-1.166383922E-2
6.573237550E-1,-1.597215235E-2
6.742085410E-1,-1.420628279E-2
6.910924430E-1,-1.198522002E-2
7.079759880E-1,-1.656172425E-2
7.248597470E-1,-1.380455494E-2
7.417434560E-1,-1.491117477E-2
7.586242650E-1,-1.280378550E-2
7.755134350E-1,-1.362305880E-2
7.923953830E-1,-1.677191257E-2
8.092782060E-1,-2.129177749E-2
8.261620370E-1,-1.315112412E-2
8.430426940E-1,-1.668547094E-2
8.599328510E-1,-2.354688942E-2
8.768130280E-1,-2.225493640E-2
8.936969300E-1,-1.748769730E-2
9.105782980E-1,-1.823902875E-2
9.274655260E-1,-1.419509202E-2
9.443480030E-1,-1.755785197E-2
9.612316810E-1,-1.386720687E-2
9.781144630E-1,-1.327981800E-2
9.949991780E-1,-1.309733093E-2
1.011880374E0,-1.709420979E-2
1.028769372E0,-1.581753045E-2
1.045650140E0,-1.861323416E-2
1.062522048E0,-1.778915524E-2
1.079416967E0,-1.643787324E-2
1.096289719E0,-1.609408855E-2
1.113183406E0,-2.007401735E-2
1.130066107E0,-1.780647039E-2
1.146952124E0,-1.566488296E-2
1.163838578E0,-1.707480103E-2
1.180711128E0,-1.600193232E-2
1.197603533E0,-1.586212218E-2
1.214485950E0,-1.573731750E-2
1.231372140E0,-1.389510930E-2
1.248245777E0,-1.649467647E-2
1.265125304E0,-1.679150760E-2
