"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.170463770E-1,-1.082590222E-2,-3.631979227E-3,-4.022884369E-2,4.181807380E-2
1.339153140E-1,-1.714310795E-2,7.706880569E-4,-3.426074982E-2,3.831813002E-2
1.508166020E-1,-1.238881052E-2,-9.033679962E-4,-2.929496765E-2,3.181970819E-2
1.676973690E-1,-1.305170357E-2,1.055091619E-3,-3.845214844E-2,4.062053550E-2
1.845809550E-1,-1.945364475E-2,-1.584440470E-3,-3.691387177E-2,4.175630101E-2
2.014648370E-1,-1.245906949E-2,-1.164376736E-4,-6.214618683E-2,6.338288813E-2
2.183451570E-1,-1.594628394E-2,-1.671850681E-3,-2.327919006E-2,2.826658356E-2
2.352321810E-1,-1.679601520E-2,2.178192139E-3,-3.640747070E-2,4.015413516E-2
2.521191760E-1,-1.842263341E-2,-2.370685339E-3,-3.027343750E-2,3.551752509E-2
2.689953350E-1,-1.000079513E-2,9.746551514E-4,-2.898025513E-2,3.067280625E-2
2.858866320E-1,-1.347410679E-2,1.460373402E-3,-3.321170807E-2,3.587062582E-2
3.027543190E-1,-1.512961835E-2,-4.339307547E-3,-3.385066986E-2,3.733098969E-2
3.196510980E-1,-1.711765677E-2,-6.328105927E-3,-3.281021118E-2,3.754422799E-2
3.365311240E-1,-1.866848022E-2,-1.888424158E-3,-3.379249573E-2,3.865243934E-2
3.534215570E-1,-1.309285313E-2,2.860605717E-3,-3.394126892E-2,3.649130861E-2
3.703018470E-1,-1.809175313E-2,-5.212903023E-3,-3.916263580E-2,4.345339955E-2
3.871856970E-1,-1.562082022E-2,5.363821983E-4,-4.287719727E-2,4.563717537E-2
4.040694970E-1,-1.152157784E-2,1.436382532E-3,-3.466796875E-2,3.656060732E-2
4.209530730E-1,-1.520575583E-2,-2.470016479E-4,-2.936553955E-2,3.306978883E-2
4.378368520E-1,-1.753664762E-2,-2.738445997E-3,-2.970123291E-2,3.460052503E-2
4.547201420E-1,-1.610582322E-2,8.726716042E-4,-3.332328796E-2,3.702162365E-2
4.716067300E-1,-1.146576554E-2,5.523115396E-3,-3.679656982E-2,3.893528135E-2
4.884857480E-1,-1.405498385E-2,-1.968532801E-3,-3.553390503E-2,3.826324737E-2
5.053717250E-1,-1.435692608E-2,-2.021759748E-3,-3.647804260E-2,3.925374417E-2
5.222587800E-1,-1.736128330E-2,-3.829210997E-3,-3.840732574E-2,4.232256710E-2
5.391355500E-1,-1.782950014E-2,5.383491516E-4,-3.008651733E-2,3.497684120E-2
5.560226260E-1,-1.497810334E-2,-6.928741932E-3,-3.045272827E-2,3.463697018E-2
5.729065780E-1,-1.336030662E-2,2.973288298E-3,-3.229427338E-2,3.507503855E-2
5.897889430E-1,-1.426187903E-2,-3.177225590E-3,-3.370952606E-2,3.674000685E-2
6.066653160E-1,-1.543433964E-2,-2.341508865E-3,-3.505897522E-2,3.837750966E-2
6.235577130E-1,-1.736366749E-2,3.612339497E-3,-3.526306152E-2,3.947188181E-2
6.404413390E-1,-1.166383922E-2,6.218850613E-4,-2.896118164E-2,3.122790304E-2
6.573237550E-1,-1.597215235E-2,2.395480871E-3,-3.320407867E-2,3.692368914E-2
6.742085410E-1,-1.420628279E-2,-1.417368650E-3,-3.270721436E-2,3.568738258E-2
6.910924430E-1,-1.198522002E-2,-2.007931471E-3,-3.311920166E-2,3.527830504E-2
7.079759880E-1,-1.656172425E-2,-3.204911947E-3,-3.090763092E-2,3.521141604E-2
7.248597470E-1,-1.380455494E-2,-5.198627710E-3,-4.048156738E-2,4.308536602E-2
7.417434560E-1,-1.491117477E-2,-3.630846739E-3,-3.722190857E-2,4.026160278E-2
7.586242650E-1,-1.280378550E-2,-3.522634506E-3,-3.558731079E-2,3.798424103E-2
7.755134350E-1,-1.362305880E-2,2.385944128E-3,-3.534126282E-2,3.795109113E-2
7.923953830E-1,-1.677191257E-2,-4.324436188E-3,-3.416824341E-2,3.830752742E-2
8.092782060E-1,-2.129177749E-2,-7.078647614E-4,-3.626346588E-2,4.205805296E-2
8.261620370E-1,-1.315112412E-2,1.009285450E-3,-3.544330597E-2,3.781796743E-2
8.430426940E-1,-1.668547094E-2,2.006590366E-4,-2.947330475E-2,3.386917326E-2
8.599328510E-1,-2.354688942E-2,-2.873152494E-3,-3.441810608E-2,4.180092144E-2
8.768130280E-1,-2.225493640E-2,-2.125471830E-3,-3.516674042E-2,4.167132655E-2
8.936969300E-1,-1.748769730E-2,2.713412046E-3,-3.706550598E-2,4.107351818E-2
9.105782980E-1,-1.823902875E-2,1.726120710E-3,-3.085708618E-2,3.588595032E-2
9.274655260E-1,-1.419509202E-2,-1.241296530E-3,-3.463077545E-2,3.744772440E-2
9.443480030E-1,-1.755785197E-2,1.242667437E-3,-3.227710724E-2,3.676457588E-2
9.612316810E-1,-1.386720687E-2,1.635104418E-3,-2.785778046E-2,3.116133702E-2
9.781144630E-1,-1.327981800E-2,6.254613400E-4,-3.417682648E-2,3.667151805E-2
9.949991780E-1,-1.309733093E-2,-2.478718758E-3,-2.993202209E-2,3.276598954E-2
1.011880374E0,-1.709420979E-2,-1.780897379E-3,-3.221416473E-2,3.651213515E-2
1.028769372E0,-1.581753045E-2,-1.651972532E-3,-3.483390808E-2,3.829261593E-2
1.045650140E0,-1.861323416E-2,1.212328672E-3,-3.116798401E-2,3.632307055E-2
1.062522048E0,-1.778915524E-2,-6.415247917E-4,-3.288650513E-2,3.739502397E-2
1.079416967E0,-1.643787324E-2,-4.092156887E-4,-3.671932220E-2,4.023281941E-2
1.096289719E0,-1.609408855E-2,-2.630144358E-3,-3.551197052E-2,3.907732585E-2
1.113183406E0,-2.007401735E-2,4.091411829E-3,-2.655887604E-2,3.354220803E-2
1.130066107E0,-1.780647039E-2,-6.793141365E-4,-2.877902985E-2,3.384914201E-2
1.146952124E0,-1.566488296E-2,7.379055023E-3,-2.911567688E-2,3.387567935E-2
1.163838578E0,-1.707480103E-2,-4.260182381E-3,-2.672958374E-2,3.200263475E-2
