Time Lapsed,Absolute_Acceleration
32995.182,1.429
32995.286,1.43
32995.388,1.43
32995.489,1.43
32995.592,1.431
32995.695,1.429
32995.797,1.43
32995.899,1.431
32996.003,1.43
32996.141,1.429
32996.144,1.43
32996.309,1.429
32996.413,1.43
32996.440,1.431
32996.554,1.429
32996.644,1.43
32996.742,1.43
32996.854,1.429
32996.951,1.429
32997.053,1.43
32997.152,1.43
32997.256,1.431
32997.357,1.43
32997.435,1.43
32997.554,1.429
32997.640,1.429
32997.771,1.43
32997.845,1.429
32997.958,1.43
32998.068,1.429
32998.152,1.43
32998.277,1.429
32998.368,1.429
32998.459,1.43
32998.561,1.43
32998.666,1.429
32998.766,1.429
32998.868,1.43
32998.972,1.429
32999.074,1.43
32999.177,1.429
32999.278,1.43
32999.382,1.429
32999.472,1.43
32999.585,1.429
32999.687,1.429
32999.793,1.429
32999.886,1.43
32999.994,1.43
33000.094,1.429
33050.205,1.43
33050.235,1.43
33050.329,1.429
33050.429,1.43
33050.528,1.43
33050.641,1.43
33050.744,1.429
33050.840,1.429
33050.940,1.43
33051.043,1.429
33051.144,1.43
33051.226,1.43
33051.334,1.43
33051.430,1.43
33051.531,1.429
33051.635,1.43
33051.742,1.43
33051.839,1.43
33051.940,1.43
33052.043,1.43
33052.146,1.43
33052.248,1.43
33052.366,1.429
33052.456,1.43
33052.555,1.43
33052.658,1.429
33052.778,1.43
33052.864,1.43
33052.965,1.43
33053.067,1.43
33053.171,1.43
33053.219,1.429
33053.322,1.43
33053.476,1.429
33053.582,1.429
33053.683,1.43
33053.736,1.429
33053.887,1.43
33053.991,1.43
33054.018,1.429
33054.114,1.429
33054.227,1.43
33054.399,1.43
33054.427,1.429
33054.524,1.429
33054.614,1.43
33054.715,1.429
33054.833,1.429
33054.938,1.43
33055.015,1.429
33055.117,1.43
33055.242,1.429
33055.320,1.43
33055.425,1.43
33055.524,1.43
33055.628,1.429
33055.731,1.43
33055.833,1.43
33055.934,1.43
33056.042,1.43
33056.141,1.43
33056.244,1.429
33056.342,1.43
33056.453,1.43
33056.551,1.43
33056.651,1.429
33056.777,1.43
33056.856,1.43
33056.959,1.43
33057.058,1.429
33057.163,1.43
33057.266,1.43
33057.369,1.429
33057.472,1.429
33057.512,1.43
33057.700,1.429
33057.704,1.429
33057.881,1.429
33057.918,1.43
33058.086,1.429
33058.114,1.43
33058.212,1.429
33058.314,1.43
33058.417,1.43
33058.518,1.43
33058.614,1.429
33058.705,1.431
33058.804,1.429
33058.905,1.429
33059.039,1.43
33059.111,1.43
33059.213,1.429
33059.314,1.43
33059.417,1.43
33059.520,1.429
33059.621,1.429
33059.724,1.43
33059.798,1.431
33059.930,1.429
33060.031,1.429
33060.133,1.43
33110.235,1.43
33110.340,1.43
33110.452,1.43
33110.526,1.43
33110.646,1.43
33110.747,1.429
33110.863,1.43
33110.933,1.429
33111.054,1.429
33111.157,1.43
33111.261,1.43
33111.361,1.43
33111.391,1.429
33111.497,1.43
33111.591,1.43
33111.695,1.43
33111.795,1.429
33111.973,1.429
33111.999,1.43
33112.102,1.43
33112.209,1.43
33112.288,1.429
33112.411,1.43
33112.497,1.429
33112.599,1.43
33112.699,1.43
33112.796,1.429
33112.898,1.43
33113.023,1.429
33113.103,1.43
33113.205,1.429
33113.308,1.429
33113.409,1.429
33113.513,1.43
33113.616,1.43
33113.716,1.43
33113.819,1.43
33113.923,1.429
33114.025,1.43
33114.127,1.43
33114.244,1.431
33114.349,1.429
33114.389,1.429
33114.537,1.429
33114.591,1.43
33114.742,1.429
33114.861,1.429
33114.881,1.43
33115.049,1.43
33115.150,1.429
33115.357,1.429
33115.359,1.43
33115.387,1.429
33115.484,1.43
33115.596,1.43
33115.695,1.431
33115.795,1.429
33115.891,1.429
33115.993,1.43
33116.096,1.43
33116.199,1.43
33116.299,1.43
33116.379,1.43
33116.484,1.43
33116.583,1.43
33116.698,1.431
33116.790,1.429
33116.891,1.429
33116.994,1.431
33117.111,1.43
33117.207,1.429
33117.304,1.43
33117.404,1.431
33117.506,1.43
33117.610,1.43
33117.711,1.429
33117.812,1.43
33117.915,1.43
33118.019,1.43
33118.119,1.429
33118.222,1.43
33118.325,1.43
33118.428,1.429
33118.537,1.43
33118.587,1.43
33118.690,1.429
33118.800,1.43
33118.947,1.43
33118.977,1.43
33119.073,1.43
33119.168,1.43
33119.271,1.429
33119.385,1.43
33119.480,1.43
33119.577,1.429
33119.765,1.429
33119.766,1.43
33119.887,1.43
33120.065,1.43
33120.070,1.43
33120.170,1.429
33410.271,1.429
33410.374,1.43
33410.476,1.43
33410.578,1.43
33410.680,1.43
33410.785,1.43
33410.885,1.43
33410.989,1.43
33411.110,1.429
33411.198,1.429
33411.293,1.43
33411.398,1.43
33411.519,1.429
33411.601,1.43
33411.705,1.429
33411.809,1.43
33411.912,1.429
33412.012,1.43
33412.067,1.43
33412.174,1.43
33412.279,1.43
33412.386,1.43
33412.489,1.431
33412.627,1.429
33412.729,1.43
33412.801,1.431
33412.945,1.43
33412.964,1.429
33413.064,1.429
33413.162,1.429
33413.357,1.429
33413.359,1.43
33413.467,1.43
33413.572,1.431
33413.682,1.43
33413.757,1.43
33413.856,1.429
33413.956,1.43
33414.060,1.43
33414.163,1.429
33414.264,1.431
33414.366,1.43
33414.467,1.43
33414.570,1.43
33414.674,1.43
33414.785,1.43
33414.867,1.43
33414.981,1.43
33415.078,1.429
33415.220,1.43
33415.292,1.429
33415.390,1.429
33415.494,1.43
33415.597,1.43
33415.698,1.43
33415.801,1.43
33415.904,1.43
33416.005,1.431
33416.107,1.429
33416.210,1.43
33416.312,1.43
33416.416,1.43
33416.516,1.43
33416.622,1.429
33416.731,1.43
33416.759,1.43
33416.855,1.429
33416.954,1.429
33417.056,1.43
33417.155,1.43
33417.258,1.431
33417.357,1.43
33417.444,1.43
33417.565,1.43
33417.768,1.429
33417.770,1.43
33417.849,1.43
33417.951,1.43
33418.054,1.43
33418.156,1.429
33418.257,1.429
33418.360,1.43
33418.464,1.429
33418.570,1.429
33418.641,1.43
33418.769,1.43
33418.873,1.429
33418.980,1.43
33419.076,1.431
33419.194,1.43
33419.284,1.43
33419.383,1.43
33419.487,1.43
33419.606,1.43
33419.692,1.43
33419.793,1.43
33419.893,1.431
33420.001,1.43
33420.102,1.43
33470.206,1.43
33470.306,1.43
33470.340,1.43
33470.510,1.429
33470.536,1.43
33470.716,1.429
33470.746,1.43
33470.842,1.43
33470.945,1.429
33471.056,1.43
33471.156,1.429
33471.252,1.43
33471.355,1.429
33471.445,1.43
33471.542,1.43
33471.638,1.43
33471.739,1.429
33471.844,1.429
33471.944,1.43
33472.046,1.43
33472.150,1.43
33472.252,1.43
33472.354,1.43
33472.456,1.43
33472.560,1.43
33472.663,1.43
33472.782,1.429
33472.869,1.43
33472.989,1.43
33473.072,1.43
33473.172,1.429
33473.280,1.43
33473.379,1.43
33473.434,1.43
33473.686,1.43
33473.688,1.43
33473.754,1.429
33473.854,1.43
33473.992,1.429
33474.096,1.43
33474.197,1.429
33474.299,1.429
33474.339,1.431
33474.510,1.43
33474.537,1.43
33474.634,1.43
33474.733,1.43
33474.835,1.43
33474.938,1.431
33475.037,1.431
33475.144,1.429
33475.222,1.429
33475.326,1.43
33475.442,1.43
33475.531,1.429
33475.632,1.429
33475.733,1.429
33475.853,1.43
33475.939,1.43
33476.040,1.43
33476.176,1.43
33476.251,1.43
33476.349,1.43
33476.471,1.43
33476.553,1.43
33476.635,1.43
33476.759,1.43
33476.859,1.429
33476.930,1.43
33477.065,1.43
33477.166,1.429
33477.279,1.429
33477.346,1.43
33477.474,1.429
33477.577,1.43
33477.665,1.429
33477.782,1.43
33477.885,1.43
33477.986,1.431
33478.014,1.429
33478.114,1.431
33478.216,1.429
33478.315,1.429
33478.420,1.43
33478.524,1.429
33478.699,1.429
33478.793,1.43
33478.827,1.43
33478.933,1.43
33479.011,1.429
33479.117,1.43
33479.215,1.429
33479.319,1.429
33479.418,1.429
33479.528,1.431
33479.626,1.429
33479.727,1.43
33479.852,1.43
33479.932,1.43
33480.064,1.429
33480.138,1.429
33530.239,1.43
33530.341,1.429
33530.444,1.429
33530.547,1.43
33530.656,1.43
33530.752,1.43
33530.854,1.43
33530.956,1.43
33531.065,1.43
33531.161,1.43
33531.263,1.429
33531.364,1.429
33531.418,1.43
33531.521,1.43
33531.625,1.429
33531.774,1.43
33531.879,1.43
33531.905,1.43
33532.005,1.43
33532.186,1.429
33532.212,1.43
33532.315,1.429
33532.424,1.43
33532.520,1.429
33532.618,1.429
33532.720,1.43
33532.799,1.43
33532.905,1.43
33533.005,1.43
33533.101,1.429
33533.207,1.431
33533.314,1.43
33533.418,1.43
33533.526,1.429
33533.617,1.43
33533.721,1.43
33533.823,1.43
33533.938,1.429
33534.035,1.43
33534.136,1.429
33534.234,1.43
33534.335,1.43
33534.439,1.43
33534.541,1.43
33534.665,1.43
33534.749,1.43
33534.855,1.43
33534.953,1.43
33535.051,1.429
33535.155,1.43
33535.214,1.429
33535.364,1.43
33535.423,1.429
33535.525,1.43
33535.668,1.43
33535.695,1.429
33535.798,1.429
33535.900,1.429
33535.998,1.43
33536.099,1.43
33536.202,1.429
33536.304,1.43
33536.408,1.429
33536.509,1.43
33536.607,1.43
33536.688,1.43
33536.796,1.43
33536.895,1.43
33537.001,1.431
33537.104,1.43
33537.227,1.429
33537.303,1.43
33537.408,1.43
33537.509,1.429
33537.613,1.43
33537.714,1.429
33537.815,1.43
33537.938,1.429
33538.025,1.43
33538.123,1.43
33538.227,1.43
33538.348,1.43
33538.430,1.43
33538.484,1.43
33538.587,1.43
33538.741,1.429
33538.840,1.43
33539.045,1.429
33539.057,1.429
33539.081,1.431
33539.251,1.429
33539.281,1.43
33539.456,1.43
33539.484,1.431
33539.580,1.43
33539.687,1.43
33539.799,1.429
33539.893,1.429
33539.991,1.43
33540.186,1.43
33540.188,1.429
33590.298,1.429
33590.376,1.429
33590.480,1.43
33590.582,1.43
33590.683,1.429
33590.777,1.429
33590.889,1.43
33590.996,1.43
33591.094,1.43
33591.195,1.43
33591.299,1.429
33591.396,1.429
33591.504,1.43
33591.613,1.429
33591.709,1.429
33591.809,1.43
33591.913,1.43
33592.023,1.429
33592.122,1.43
33592.244,1.431
33592.323,1.431
33592.429,1.43
33592.527,1.43
33592.630,1.43
33592.732,1.43
33592.834,1.43
33592.936,1.43
33593.039,1.429
33593.143,1.43
33593.243,1.429
33593.273,1.43
33593.371,1.43
33593.473,1.43
33593.575,1.43
33593.675,1.43
33593.780,1.43
33593.885,1.43
33593.985,1.43
33594.087,1.429
33594.184,1.43
33594.298,1.43
33594.369,1.429
33594.474,1.43
33594.596,1.429
33594.678,1.43
33594.780,1.43
33594.869,1.43
33594.984,1.43
33595.088,1.43
33595.190,1.429
33595.292,1.429
33595.374,1.43
33595.497,1.429
33595.600,1.429
33595.702,1.431
33595.808,1.43
33595.905,1.429
33596.021,1.43
33596.111,1.429
33596.214,1.429
33596.315,1.43
33596.434,1.43
33596.522,1.429
33596.622,1.43
33596.725,1.43
33596.828,1.429
33596.932,1.429
33596.958,1.43
33597.057,1.43
33597.159,1.43
33597.263,1.429
33597.362,1.43
33597.466,1.43
33597.572,1.429
33597.673,1.429
33597.772,1.429
33597.860,1.429
33597.954,1.429
33598.058,1.429
33598.159,1.43
33598.270,1.429
33598.367,1.43
33598.466,1.431
33598.569,1.43
33598.673,1.43
33598.773,1.43
33598.875,1.43
33598.979,1.429
33599.100,1.43
33599.185,1.43
33599.389,1.43
33599.391,1.429
33599.491,1.429
33599.592,1.43
33599.696,1.43
33599.803,1.431
33599.853,1.43
33600.002,1.431
33600.132,1.43
33650.207,1.429
33650.312,1.431
33650.476,1.429
33650.514,1.43
33650.582,1.429
33650.717,1.429
33650.844,1.429
33650.846,1.43
33650.948,1.43
33651.050,1.43
33651.166,1.429
33651.260,1.429
33651.362,1.43
33651.539,1.429
33651.551,1.43
33651.649,1.43
33651.744,1.429
33651.846,1.431
33651.946,1.43
33652.048,1.43
33652.153,1.43
33652.270,1.429
33652.358,1.429
33652.462,1.429
33652.562,1.429
33652.680,1.43
33652.766,1.429
33652.869,1.429
33652.972,1.43
33653.074,1.43
33653.177,1.43
33653.278,1.43
33653.381,1.43
33653.485,1.43
33653.587,1.43
33653.689,1.43
33653.792,1.43
33653.894,1.43
33653.996,1.429
33654.107,1.43
33654.195,1.431
33654.251,1.429
33654.406,1.43
33654.519,1.429
33654.545,1.429
33654.643,1.431
33654.777,1.429
33654.842,1.43
33654.945,1.43
33655.043,1.43
33655.226,1.429
33655.256,1.429
33655.350,1.429
33655.454,1.43
33655.621,1.429
33655.635,1.429
33655.737,1.431
33655.839,1.43
33655.944,1.43
33656.043,1.429
33656.148,1.43
33656.249,1.43
33656.356,1.43
33656.454,1.429
33656.554,1.43
33656.682,1.429
33656.769,1.431
33656.864,1.43
33656.967,1.43
33657.090,1.429
33657.170,1.43
33657.274,1.429
33657.375,1.431
33657.484,1.43
33657.581,1.429
33657.683,1.43
33657.785,1.429
33657.887,1.429
33657.989,1.429
33658.092,1.429
33658.195,1.429
33658.297,1.43
33658.325,1.43
33658.519,1.429
33658.535,1.43
33658.631,1.43
33658.731,1.43
33658.835,1.429
33658.929,1.431
33659.060,1.429
33659.140,1.429
33659.252,1.431
33659.322,1.43
33659.424,1.429
33659.526,1.43
33659.628,1.43
33659.729,1.429
33659.834,1.43
33659.936,1.431
33660.038,1.429
33660.139,1.43
33710.243,1.43
33710.355,1.43
33710.431,1.43
33710.549,1.43
33710.645,1.43
33710.739,1.43
33710.860,1.43
33710.955,1.429
33711.053,1.429
33711.159,1.43
33711.256,1.431
33711.354,1.429
33711.458,1.43
33711.569,1.43
33711.667,1.43
33711.765,1.431
33711.869,1.431
33711.917,1.431
33712.014,1.43
33712.190,1.43
33712.277,1.43
33712.328,1.43
33712.433,1.43
33712.521,1.429
33712.628,1.431
33712.725,1.429
33712.826,1.429
33712.928,1.43
33713.032,1.43
33713.133,1.431
33713.212,1.43
33713.314,1.429
33713.418,1.43
33713.519,1.429
33713.622,1.43
33713.726,1.431
33713.827,1.429
33713.950,1.43
33714.032,1.43
33714.140,1.43
33714.235,1.429
33714.339,1.429
33714.442,1.43
33714.543,1.429
33714.607,1.429
33714.714,1.43
33714.852,1.429
33714.918,1.43
33715.021,1.429
33715.177,1.43
33715.261,1.43
33715.332,1.429
33715.464,1.43
33715.543,1.429
33715.665,1.429
33715.772,1.43
33715.874,1.429
33715.912,1.43
33716.009,1.43
33716.106,1.43
33716.205,1.43
33716.309,1.43
33716.412,1.429
33716.511,1.43
33716.603,1.429
33716.717,1.431
33716.817,1.429
33716.922,1.43
33717.014,1.43
33717.112,1.429
33717.208,1.429
33717.308,1.429
33717.410,1.429
33717.514,1.43
33717.614,1.43
33717.717,1.429
33717.821,1.43
33717.922,1.429
33718.025,1.43
33718.128,1.43
33718.231,1.43
33718.331,1.429
33718.443,1.43
33718.537,1.43
33718.643,1.43
33718.742,1.429
33718.850,1.43
33718.948,1.43
33719.050,1.431
33719.175,1.429
33719.197,1.43
33719.357,1.429
33719.458,1.43
33719.562,1.429
33719.663,1.43
33719.693,1.43
33719.869,1.43
33719.979,1.429
33720.007,1.429
33720.097,1.429
33720.199,1.429
31610.301,1.43
31610.485,1.43
31610.511,1.43
31610.609,1.43
31610.779,1.429
31610.789,1.429
31610.893,1.43
31611.010,1.429
31611.098,1.429
31611.195,1.429
31611.296,1.43
31611.423,1.429
31611.511,1.43
31611.609,1.429
31611.710,1.429
31611.815,1.429
31611.917,1.43
31612.018,1.43
31612.121,1.43
31612.228,1.429
31612.326,1.43
31612.430,1.43
31612.531,1.43
31612.735,1.43
31612.737,1.43
31612.850,1.429
31612.940,1.43
31613.042,1.429
31613.146,1.43
31613.263,1.43
31613.349,1.43
31613.453,1.43
31613.554,1.429
31613.584,1.429
31613.684,1.43
31613.784,1.43
31613.886,1.429
31613.989,1.429
31614.089,1.429
31614.192,1.43
31614.374,1.429
31614.378,1.429
31614.596,1.43
31614.598,1.43
31614.687,1.43
31614.887,1.429
31614.889,1.43
31614.987,1.429
31615.098,1.429
31615.194,1.43
31615.293,1.43
31615.422,1.43
31615.499,1.431
31615.602,1.429
31615.706,1.429
31615.807,1.43
31615.909,1.43
31616.013,1.43
31616.114,1.429
31616.200,1.43
31616.319,1.43
31616.421,1.43
31616.525,1.43
31616.628,1.431
31616.729,1.43
31616.829,1.429
31616.936,1.43
31617.036,1.43
31617.138,1.431
31617.342,1.429
31617.345,1.429
31617.369,1.43
31617.469,1.43
31617.573,1.429
31617.671,1.431
31617.779,1.431
31617.879,1.43
31617.994,1.43
31618.088,1.429
31618.187,1.43
31618.291,1.429
31618.391,1.429
31618.471,1.43
31618.567,1.43
31618.687,1.43
31618.775,1.43
31618.869,1.429
31618.967,1.43
31619.098,1.429
31619.186,1.43
31619.282,1.429
31619.378,1.43
31619.479,1.431
31619.600,1.43
31619.698,1.43
31619.786,1.43
31619.867,1.43
31619.969,1.43
31620.069,1.431
31620.201,1.43
31670.312,1.429
31670.410,1.43
31670.507,1.431
31670.611,1.429
31670.708,1.429
31670.762,1.431
31670.934,1.43
31671.020,1.43
31671.070,1.429
31671.167,1.429
31671.322,1.431
31671.372,1.429
31671.469,1.43
31671.565,1.43
31671.671,1.43
31671.761,1.43
31671.880,1.43
31671.978,1.43
31672.064,1.43
31672.171,1.429
31672.271,1.429
31672.449,1.43
31672.477,1.43
31672.572,1.429
31672.667,1.43
31672.773,1.43
31672.875,1.429
31672.975,1.43
31673.078,1.43
31673.207,1.43
31673.282,1.43
31673.384,1.429
31673.454,1.43
31673.590,1.43
31673.659,1.43
31673.760,1.43
31673.918,1.429
31674.000,1.429
31674.101,1.429
31674.204,1.43
31674.312,1.429
31674.408,1.429
31674.512,1.43
31674.614,1.43
31674.648,1.429
31674.818,1.43
31674.922,1.429
31674.948,1.429
31675.048,1.43
31675.228,1.43
31675.258,1.429
31675.369,1.429
31675.457,1.43
31675.637,1.43
31675.663,1.429
31675.757,1.43
31675.867,1.43
31675.944,1.43
31676.048,1.429
31676.151,1.43
31676.253,1.429
31676.354,1.43
31676.456,1.429
31676.560,1.43
31676.663,1.43
31676.765,1.429
31676.868,1.431
31676.970,1.43
31677.070,1.43
31677.182,1.43
31677.276,1.43
31677.379,1.43
31677.482,1.43
31677.594,1.43
31677.692,1.43
31677.789,1.43
31677.918,1.429
31677.996,1.429
31678.050,1.43
31678.155,1.43
31678.300,1.429
31678.368,1.43
31678.505,1.43
31678.607,1.429
31678.695,1.43
31678.803,1.429
31678.904,1.43
31678.940,1.43
31679.043,1.43
31679.144,1.43
31679.246,1.429
31679.347,1.43
31679.456,1.43
31679.534,1.43
31679.654,1.43
31679.824,1.43
31679.854,1.431
31679.936,1.429
31680.043,1.429
31680.167,1.429
31730.247,1.431
31730.350,1.429
31730.451,1.429
31730.561,1.43
31730.658,1.43
31730.757,1.429
31730.859,1.43
31730.971,1.429
31731.065,1.429
31731.172,1.429
31731.270,1.43
31731.372,1.429
31731.476,1.429
31731.591,1.43
31731.681,1.43
31731.781,1.429
31731.885,1.429
31732.027,1.43
31732.089,1.429
31732.193,1.43
31732.293,1.429
31732.396,1.43
31732.501,1.43
31732.529,1.43
31732.624,1.43
31732.728,1.43
31732.830,1.43
31732.933,1.43
31733.034,1.431
31733.138,1.43
31733.239,1.43
31733.342,1.429
31733.429,1.43
31733.521,1.429
31733.626,1.429
31733.728,1.429
31733.841,1.43
31733.940,1.43
31734.037,1.43
31734.138,1.429
31734.239,1.43
31734.345,1.43
31734.445,1.43
31734.548,1.429
31734.648,1.43
31734.752,1.43
31734.854,1.431
31734.957,1.429
31735.059,1.43
31735.161,1.43
31735.268,1.43
31735.366,1.429
31735.470,1.43
31735.570,1.429
31735.678,1.43
31735.776,1.429
31735.877,1.43
31736.002,1.43
31736.020,1.43
31736.186,1.43
31736.288,1.43
31736.315,1.43
31736.415,1.43
31736.516,1.43
31736.706,1.429
31736.737,1.429
31736.813,1.43
31736.932,1.43
31737.035,1.43
31737.128,1.431
31737.224,1.43
31737.327,1.43
31737.423,1.431
31737.516,1.43
31737.614,1.429
31737.711,1.43
31737.841,1.429
31737.928,1.429
31738.021,1.429
31738.119,1.429
31738.220,1.431
31738.320,1.43
31738.466,1.431
31738.516,1.429
31738.644,1.429
31738.744,1.431
31738.847,1.429
31738.950,1.429
31739.054,1.431
31739.156,1.43
31739.256,1.429
31739.358,1.43
31739.462,1.431
31739.565,1.43
31739.679,1.43
31739.768,1.43
31739.871,1.43
31739.974,1.43
31740.089,1.429
31740.116,1.43
31790.204,1.43
31790.305,1.43
31790.414,1.43
31790.513,1.43
31790.613,1.43
31790.717,1.43
31790.817,1.43
31790.918,1.43
31791.100,1.431
31791.102,1.43
31791.216,1.429
31791.312,1.43
31791.408,1.429
31791.515,1.429
31791.612,1.429
31791.714,1.429
31791.818,1.43
31791.926,1.43
31792.021,1.431
31792.125,1.429
31792.250,1.43
31792.329,1.429
31792.451,1.43
31792.534,1.431
31792.660,1.43
31792.738,1.43
31792.842,1.43
31792.944,1.43
31793.009,1.429
31793.148,1.43
31793.251,1.431
31793.353,1.43
31793.395,1.429
31793.559,1.43
31793.661,1.43
31793.765,1.43
31793.864,1.43
31793.893,1.43
31793.998,1.43
31794.181,1.43
31794.209,1.43
31794.305,1.43
31794.402,1.429
31794.499,1.429
31794.609,1.43
31794.711,1.43
31794.822,1.43
31794.890,1.43
31794.993,1.431
31795.095,1.429
31795.197,1.43
31795.304,1.429
31795.401,1.431
31795.505,1.429
31795.607,1.431
31795.707,1.429
31795.811,1.43
31795.925,1.429
31796.016,1.43
31796.118,1.43
31796.221,1.43
31796.337,1.429
31796.432,1.43
31796.527,1.43
31796.630,1.429
31796.739,1.429
31796.835,1.43
31796.938,1.43
31797.039,1.43
31797.141,1.429
31797.195,1.43
31797.347,1.43
31797.450,1.43
31797.552,1.431
31797.654,1.43
31797.682,1.429
31797.786,1.429
31797.884,1.431
31797.985,1.429
31798.088,1.43
31798.197,1.429
31798.295,1.43
31798.396,1.43
31798.498,1.429
31798.590,1.43
31798.686,1.429
31798.781,1.43
31798.882,1.43
31798.986,1.429
31799.083,1.43
31799.186,1.429
31799.300,1.429
31799.404,1.43
31799.499,1.43
31799.601,1.43
31799.701,1.43
31799.805,1.429
31799.908,1.43
31800.012,1.429
31800.112,1.43
31850.213,1.43
31850.335,1.429
31850.425,1.43
31850.523,1.43
31850.624,1.43
31850.746,1.431
31850.828,1.429
31850.932,1.429
31851.033,1.431
31851.140,1.43
31851.239,1.43
31851.354,1.43
31851.382,1.43
31851.547,1.43
31851.577,1.43
31851.673,1.43
31851.776,1.43
31851.954,1.43
31851.982,1.43
31852.081,1.43
31852.171,1.43
31852.287,1.429
31852.369,1.431
31852.584,1.43
31852.586,1.43
31852.672,1.429
31852.774,1.429
31852.877,1.43
31852.979,1.429
31853.081,1.429
31853.185,1.431
31853.286,1.43
31853.388,1.43
31853.489,1.43
31853.594,1.429
31853.695,1.429
31853.766,1.43
31853.916,1.43
31854.011,1.431
31854.074,1.43
31854.208,1.429
31854.309,1.429
31854.421,1.43
31854.491,1.429
31854.617,1.429
31854.720,1.43
31854.799,1.43
31854.925,1.431
31855.029,1.429
31855.128,1.429
31855.232,1.429
31855.260,1.43
31855.360,1.43
31855.538,1.429
31855.572,1.43
31855.668,1.43
31855.766,1.429
31855.869,1.43
31855.972,1.429
31856.074,1.429
31856.177,1.429
31856.260,1.43
31856.357,1.429
31856.461,1.429
31856.583,1.431
31856.672,1.43
31856.770,1.43
31856.869,1.43
31856.994,1.43
31857.075,1.429
31857.177,1.43
31857.280,1.431
31857.387,1.43
31857.485,1.43
31857.587,1.43
31857.688,1.43
31857.799,1.43
31857.895,1.43
31857.997,1.431
31858.098,1.429
31858.201,1.43
31858.304,1.43
31858.421,1.429
31858.516,1.429
31858.614,1.43
31858.713,1.43
31858.832,1.429
31858.918,1.43
31859.020,1.43
31859.050,1.43
31859.156,1.43
31859.252,1.43
31859.352,1.43
31859.453,1.43
31859.556,1.43
31859.659,1.43
31859.760,1.43
31859.860,1.43
31859.962,1.43
31860.067,1.429
31860.149,1.43
31910.259,1.43
31910.351,1.429
31910.455,1.429
31910.557,1.43
31910.668,1.43
31910.766,1.429
31910.862,1.43
31910.967,1.429
31911.069,1.43
31911.171,1.43
31911.273,1.429
31911.380,1.429
31911.477,1.43
31911.581,1.43
31911.683,1.429
31911.786,1.43
31911.888,1.43
31911.989,1.43
31912.096,1.429
31912.195,1.43
31912.297,1.43
31912.399,1.43
31912.507,1.43
31912.612,1.43
31912.638,1.431
31912.830,1.43
31912.848,1.429
31912.959,1.43
31913.041,1.429
31913.244,1.429
31913.345,1.429
31913.447,1.43
31913.565,1.431
31913.653,1.429
31913.755,1.43
31913.835,1.429
31913.935,1.43
31914.039,1.43
31914.150,1.43
31914.244,1.43
31914.347,1.43
31914.449,1.43
31914.550,1.43
31914.666,1.43
31914.756,1.43
31914.856,1.431
31914.961,1.43
31915.079,1.43
31915.164,1.43
31915.266,1.43
31915.369,1.43
31915.494,1.43
31915.574,1.429
31915.676,1.43
31915.780,1.43
31915.883,1.43
31915.983,1.43
31916.085,1.43
31916.190,1.429
31916.292,1.431
31916.506,1.43
31916.524,1.429
31916.600,1.429
31916.628,1.43
31916.725,1.43
31916.829,1.429
31916.940,1.429
31917.110,1.431
31917.135,1.43
31917.241,1.43
31917.342,1.43
31917.442,1.429
31917.542,1.43
31917.646,1.43
31917.726,1.43
31917.827,1.43
31917.929,1.43
31918.043,1.43
31918.165,1.431
31918.236,1.43
31918.342,1.43
31918.440,1.43
31918.543,1.43
31918.649,1.43
31918.755,1.429
31918.851,1.43
31918.954,1.431
31919.078,1.429
31919.177,1.429
31919.282,1.429
31919.363,1.431
31919.465,1.43
31919.525,1.429
31919.668,1.429
31919.736,1.429
31919.838,1.43
31919.938,1.43
31920.087,1.43
31920.184,1.43
32210.285,1.43
32210.387,1.429
32210.488,1.429
32210.516,1.43
32210.616,1.429
32210.719,1.43
32210.820,1.431
32210.915,1.43
32211.026,1.429
32211.124,1.43
32211.327,1.429
32211.329,1.43
32211.414,1.429
32211.514,1.429
32211.614,1.43
32211.721,1.43
32211.820,1.431
32211.923,1.43
32212.050,1.43
32212.128,1.429
32212.230,1.43
32212.333,1.43
32212.434,1.429
32212.543,1.431
32212.641,1.43
32212.753,1.429
32212.869,1.431
32212.949,1.43
32213.050,1.429
32213.165,1.43
32213.259,1.43
32213.357,1.431
32213.458,1.431
32213.562,1.429
32213.663,1.43
32213.766,1.43
32213.891,1.429
32213.970,1.43
32214.074,1.431
32214.177,1.43
32214.279,1.43
32214.305,1.431
32214.484,1.43
32214.512,1.43
32214.614,1.43
32214.714,1.429
32214.814,1.43
32214.916,1.43
32215.001,1.43
32215.123,1.43
32215.223,1.431
32215.326,1.43
32215.404,1.43
32215.508,1.43
32215.610,1.429
32215.711,1.43
32215.815,1.429
32215.917,1.43
32216.019,1.429
32216.130,1.429
32216.202,1.43
32216.326,1.429
32216.428,1.429
32216.538,1.43
32216.635,1.43
32216.736,1.429
32216.839,1.429
32216.940,1.431
32217.043,1.429
32217.163,1.43
32217.252,1.431
32217.352,1.429
32217.454,1.43
32217.657,1.43
32217.659,1.43
32217.761,1.429
32217.863,1.429
32217.899,1.43
32218.069,1.43
32218.095,1.43
32218.193,1.429
32218.296,1.429
32218.398,1.429
32218.500,1.43
32218.612,1.429
32218.706,1.429
32218.807,1.429
32218.913,1.43
32219.002,1.43
32219.091,1.43
32219.193,1.43
32219.298,1.43
32219.412,1.43
32219.501,1.43
32219.604,1.431
32219.706,1.429
32219.809,1.43
32219.910,1.431
32220.012,1.43
