Time (s),Absolute acceleration (m/s^2)
1.382209690E-1,5.433164559E-2
1.550968440E-1,5.884924026E-2
1.719773480E-1,5.547579220E-2
1.888428480E-1,5.804036838E-2
2.057123640E-1,5.357708721E-2
2.226048610E-1,5.064088518E-2
2.394807480E-1,5.772521106E-2
2.563676090E-1,5.736798355E-2
2.732380820E-1,5.531324236E-2
2.901257580E-1,5.313815874E-2
3.070057530E-1,5.347962913E-2
3.239038550E-1,5.760013942E-2
3.407871680E-1,5.324138498E-2
3.576547000E-1,4.931472180E-2
3.745349190E-1,4.721505583E-2
3.914254850E-1,5.685159273E-2
4.083278280E-1,5.995833888E-2
4.251615270E-1,4.929138424E-2
4.420643610E-1,4.699042885E-2
4.589353220E-1,5.278393826E-2
4.758307490E-1,4.870147890E-2
4.926991370E-1,5.697472559E-2
5.095837210E-1,5.531235193E-2
5.264723520E-1,5.635663292E-2
5.433277400E-1,5.509645974E-2
5.602325670E-1,5.329911123E-2
5.771051660E-1,5.788673631E-2
5.939581010E-1,4.942224293E-2
6.108628370E-1,5.000417977E-2
6.277288550E-1,5.181560036E-2
6.446266720E-1,5.340509860E-2
6.615064540E-1,5.591783602E-2
6.783661550E-1,5.421833305E-2
6.952571360E-1,5.430987577E-2
7.121337350E-1,4.976379660E-2
7.290139730E-1,4.827326921E-2
7.458812420E-1,5.406306407E-2
7.627715720E-1,5.288550537E-2
7.796583130E-1,5.235203400E-2
7.965352650E-1,5.334656080E-2
8.134186480E-1,4.954041218E-2
8.303101800E-1,5.433734364E-2
8.471880680E-1,5.486875325E-2
8.640540970E-1,5.373991658E-2
8.809299930E-1,4.911180848E-2
8.978314110E-1,5.550264125E-2
9.147153830E-1,5.200833400E-2
9.315913610E-1,5.556644707E-2
9.484698200E-1,4.994715674E-2
9.653370280E-1,5.425646062E-2
9.822326380E-1,5.388948570E-2
9.991086350E-1,5.119695244E-2
1.015995598E0,4.839363881E-2
1.032873640E0,5.863530125E-2
1.049754104E0,5.715698533E-2
1.066634038E0,5.233331514E-2
1.083512568E0,5.223186497E-2
1.100394811E0,4.683465535E-2
1.117274033E0,4.842526355E-2
1.134154862E0,4.925702934E-2
1.151036251E0,4.996771273E-2
1.167899116E0,5.036149803E-2
1.184782600E0,5.301956142E-2
1.201661558E0,5.346327161E-2
1.218543181E0,5.245316964E-2
1.235420225E0,5.585871235E-2
1.252301696E0,5.275058779E-2
1.269181670E0,5.463130328E-2
1.286064443E0,5.515480344E-2
1.302931244E0,5.096690786E-2
1.319842652E0,4.921000998E-2
1.336719350E0,5.792740254E-2
1.353599356E0,5.893096213E-2
1.370479779E0,5.760009964E-2
1.387361605E0,5.234643598E-2
1.404237764E0,5.114558584E-2
1.421116744E0,5.757591572E-2
1.438005242E0,4.801234768E-2
1.454881138E0,5.498712990E-2
1.471763015E0,5.032032192E-2
1.488637791E0,4.964755011E-2
1.505505285E0,5.421205876E-2
1.522387366E0,5.458595300E-2
1.539285936E0,4.402769292E-2
1.556154985E0,5.011097534E-2
