"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.438204167E-2,1.285095574E-2,-1.062713172E-2,-1.416195631E-2,2.187793406E-2
3.431704166E-2,-4.433267545E-3,-1.207227107E-2,-2.314269483E-2,2.647598750E-2
4.425204167E-2,7.732759975E-4,-1.564420721E-2,-1.760421216E-2,2.356368946E-2
5.418704166E-2,6.510143727E-3,-4.116476364E-3,-2.688608229E-2,2.796763791E-2
6.412204167E-2,6.012344677E-3,-5.427093208E-3,-9.970672131E-3,1.284585271E-2
7.405704167E-2,-1.004189853E-2,-8.622450382E-4,-1.888650656E-3,1.025427685E-2
8.399204166E-2,-2.197292279E-3,-2.045136765E-3,-1.745452344E-2,1.771076132E-2
9.392704167E-2,2.394528000E-2,-1.123809267E-2,-1.969693065E-2,3.297939111E-2
1.038620417E-1,-5.243673362E-3,-1.286683459E-2,-2.224222362E-2,2.622533230E-2
1.137970417E-1,-1.498551836E-2,-1.003111772E-2,-2.628323436E-2,3.187471555E-2
1.237320417E-1,5.958130024E-3,-6.407872271E-3,-2.359293044E-2,2.516319747E-2
1.336670417E-1,4.061585627E-3,-3.879006319E-3,-2.928519487E-2,2.981888339E-2
1.436010417E-1,-1.126880882E-2,-9.857784323E-3,-1.850994587E-2,2.380714305E-2
1.535360417E-1,-4.469465464E-4,-6.241500713E-3,-2.165808678E-2,2.254393078E-2
1.634710417E-1,3.760947380E-3,-9.761414900E-3,-1.986416101E-2,2.245027481E-2
1.734060417E-1,1.234301543E-2,-4.431458563E-4,-2.420688808E-2,2.717572149E-2
1.833410417E-1,1.292234659E-2,-1.408084447E-2,-5.349032879E-3,1.984614257E-2
1.932760417E-1,-1.898773648E-3,-4.934227746E-3,-1.028876066E-2,1.156765062E-2
2.032110417E-1,8.810292184E-4,-1.171818562E-3,-4.082116663E-2,4.084748483E-2
2.131460417E-1,5.131132733E-3,-7.410304304E-3,-1.956419885E-2,2.154063624E-2
2.230810417E-1,3.548949268E-3,6.036884710E-4,-1.956419885E-2,1.989264581E-2
2.330160417E-1,-3.207325693E-3,4.592439719E-3,-1.716742516E-2,1.805818172E-2
2.429510417E-1,-4.695040081E-3,-2.229645655E-2,-1.133131921E-2,2.544747868E-2
2.528860417E-1,5.605140924E-3,-8.147108294E-3,-1.477182090E-2,1.777637958E-2
2.628200417E-1,-3.446093090E-3,8.792933263E-3,-2.764037311E-2,2.920927008E-2
2.727550417E-1,1.224814435E-2,1.127964444E-3,-2.644169390E-2,2.916251910E-2
2.826900417E-1,8.893194739E-3,9.105302487E-3,-2.374671221E-2,2.694256459E-2
2.926250417E-1,-1.706911884E-2,5.240859389E-3,-1.925897419E-2,2.626270192E-2
3.025600417E-1,1.201315938E-2,-1.668132054E-2,-1.985714436E-2,2.858126371E-2
3.124950417E-1,1.525969796E-2,1.651838422E-4,-7.430056930E-3,1.697325583E-2
3.224300417E-1,3.285952471E-4,-4.116677362E-3,-1.490981519E-2,1.547118601E-2
3.323650417E-1,-9.636394121E-4,-8.493702002E-3,-2.598385692E-2,2.735383693E-2
3.423000417E-1,-5.361348577E-4,-1.369686512E-2,-1.655405223E-2,2.149251498E-2
