Time Lapsed,Temperature
1610.391,29.63
1610.471,29.63
1610.578,29.65
1610.676,29.66
1610.779,29.65
1610.891,29.63
1610.984,29.65
1611.090,29.68
1611.189,29.65
1611.302,29.63
1611.401,29.63
1611.494,29.66
1611.596,29.66
1611.699,29.66
1611.803,29.65
1611.907,29.62
1612.007,29.6
1612.130,29.63
1612.264,29.63
1612.315,29.62
1612.416,29.65
1612.476,29.66
1612.622,29.58
1612.727,29.63
1612.787,29.65
1612.929,29.62
1612.994,29.65
1613.139,29.62
1613.167,29.62
1613.264,29.6
1613.462,29.62
1613.480,29.65
1613.573,29.62
1613.668,29.62
1613.773,29.63
1613.872,29.65
1613.977,29.62
1614.079,29.62
1614.197,29.65
1614.262,29.58
1614.381,29.62
1614.464,29.63
1614.567,29.58
1614.676,29.65
1614.771,29.58
1614.875,29.63
1614.977,29.6
1615.081,29.62
1615.206,29.65
1615.302,29.65
1615.413,29.62
1615.489,29.63
1615.595,29.6
1615.711,29.63
1615.796,29.62
1615.898,29.58
1616.001,29.62
1616.105,29.65
1616.205,29.58
1616.308,29.62
1616.412,29.6
1616.516,29.62
1616.614,29.6
1616.717,29.58
1616.818,29.6
1616.923,29.6
1617.025,29.62
1617.053,29.62
1617.162,29.62
1617.252,29.6
1617.356,29.58
1617.459,29.6
1617.641,29.65
1617.668,29.58
1617.765,29.62
1617.873,29.62
1617.950,29.65
1618.072,29.6
1618.150,29.58
1618.254,29.58
1618.355,29.58
1618.458,29.63
1618.561,29.6
1618.664,29.63
1618.766,29.58
1618.869,29.62
1618.976,29.58
1619.072,29.55
1619.175,29.62
1619.278,29.62
1619.387,29.62
1619.485,29.63
1619.589,29.58
1619.710,29.58
1619.792,29.58
1619.891,29.62
1619.994,29.62
1620.097,29.58
1620.197,29.62
1670.302,29.6
1670.405,29.62
1670.507,29.58
1670.607,29.62
1670.711,29.58
1670.814,29.6
1670.854,29.62
1670.940,29.6
1671.041,29.57
1671.144,29.62
1671.249,29.58
1671.350,29.58
1671.460,29.58
1671.547,29.57
1671.659,29.62
1671.759,29.58
1671.839,29.57
1671.960,29.6
1672.057,29.6
1672.144,29.62
1672.248,29.58
1672.352,29.58
1672.457,29.62
1672.554,29.6
1672.658,29.6
1672.760,29.55
1672.861,29.6
1672.963,29.55
1673.035,29.6
1673.139,29.6
1673.271,29.57
1673.386,29.58
1673.476,29.58
1673.578,29.58
1673.681,29.55
1673.798,29.55
1673.880,29.58
1673.987,29.58
1674.092,29.55
1674.193,29.58
1674.293,29.6
1674.396,29.58
1674.500,29.6
1674.532,29.6
1674.704,29.54
1674.732,29.62
1674.830,29.58
1674.938,29.6
1675.036,29.57
1675.139,29.55
1675.247,29.57
1675.344,29.57
1675.444,29.58
1675.548,29.58
1675.635,29.58
1675.731,29.6
1675.831,29.57
1675.958,29.58
1676.038,29.58
1676.138,29.57
1676.241,29.55
1676.344,29.54
1676.447,29.6
1676.548,29.57
1676.650,29.57
1676.754,29.58
1676.854,29.55
1676.959,29.6
1677.060,29.58
1677.165,29.58
1677.266,29.57
1677.367,29.57
