Time Lapsed,Angle_Z
599.907,-70.532
600.008,-70.532
600.111,-70.532
650.212,-70.532
650.315,-70.532
650.406,-70.532
650.496,-70.532
650.597,-70.532
650.702,-70.532
650.818,-70.532
650.906,-70.532
651.018,-70.532
651.114,-70.532
651.219,-70.532
651.319,-70.532
651.417,-70.532
651.519,-70.532
651.624,-70.532
651.725,-70.532
651.827,-70.532
651.930,-70.532
652.033,-70.532
652.133,-70.532
652.243,-70.532
652.339,-70.532
652.440,-70.532
652.543,-70.532
652.655,-70.532
652.760,-70.532
652.855,-70.532
652.953,-70.532
653.010,-70.532
653.117,-70.532
653.262,-70.532
653.290,-70.532
653.387,-70.532
653.489,-70.532
653.592,-70.532
653.771,-70.532
653.798,-70.532
653.899,-70.532
654.003,-70.532
654.106,-70.532
654.206,-70.532
654.308,-70.532
654.388,-70.532
654.493,-70.532
654.591,-70.532
654.694,-70.532
654.817,-70.532
654.906,-70.532
655.002,-70.532
655.104,-70.532
655.229,-70.532
655.308,-70.532
655.411,-70.532
655.514,-70.532
655.621,-70.532
655.719,-70.532
655.820,-70.532
655.923,-70.532
656.030,-70.532
656.129,-70.532
656.230,-70.532
656.332,-70.532
656.436,-70.532
656.538,-70.532
656.655,-70.532
656.743,-70.532
656.844,-70.532
656.945,-70.532
657.065,-70.532
657.096,-70.532
657.258,-70.532
657.285,-70.532
657.390,-70.532
657.486,-70.532
657.589,-70.532
657.693,-70.532
657.793,-70.532
657.891,-70.532
657.997,-70.532
658.076,-70.532
658.175,-70.532
658.278,-70.532
658.381,-70.532
658.492,-70.532
658.586,-70.532
658.707,-70.532
658.789,-70.532
658.904,-70.532
659.000,-70.532
659.097,-70.532
659.200,-70.532
659.301,-70.532
659.406,-70.532
659.507,-70.532
659.610,-70.532
659.711,-70.532
659.815,-70.532
659.916,-70.532
660.019,-70.532
660.124,-70.532
710.224,-70.532
710.328,-70.532
710.428,-70.532
710.531,-70.532
710.634,-70.532
710.749,-70.532
710.838,-70.532
710.868,-70.532
711.065,-70.532
711.081,-70.532
711.172,-70.532
711.276,-70.532
711.374,-70.532
711.477,-70.532
711.579,-70.532
711.681,-70.532
711.801,-70.532
711.864,-70.532
711.964,-70.532
712.068,-70.532
712.168,-70.532
712.277,-70.532
712.376,-70.532
712.476,-70.532
712.578,-70.532
712.683,-70.532
712.786,-70.532
712.905,-70.532
712.992,-70.532
713.091,-70.532
713.194,-70.532
713.315,-70.532
713.398,-70.532
713.496,-70.532
713.602,-70.532
713.707,-70.532
713.808,-70.532
713.910,-70.532
714.013,-70.532
714.117,-70.532
714.217,-70.532
714.320,-70.532
714.422,-70.532
714.526,-70.532
714.628,-70.532
714.739,-70.532
714.758,-70.532
714.857,-70.532
714.958,-70.532
715.059,-70.532
715.175,-70.532
715.271,-70.532
715.368,-70.532
715.475,-70.532
715.576,-70.532
715.675,-70.532
715.754,-70.532
715.858,-70.532
715.959,-70.532
716.062,-70.532
716.162,-70.532
716.266,-70.532
716.393,-70.532
716.479,-70.532
716.576,-70.532
716.675,-70.532
716.778,-70.532
716.849,-70.532
716.989,-70.532
717.086,-70.532
717.186,-70.532
717.313,-70.532
717.391,-70.532
717.494,-70.532
717.597,-70.532
717.699,-70.532
717.803,-70.532
717.905,-70.532
718.006,-70.532
718.047,-70.532
718.209,-70.532
718.314,-70.532
718.415,-70.532
718.518,-70.532
718.545,-70.532
718.645,-70.532
718.746,-70.532
718.849,-70.532
718.953,-70.532
719.053,-70.532
719.150,-70.532
719.259,-70.532
719.363,-70.532
719.463,-70.532
719.561,-70.532
719.645,-70.532
719.747,-70.532
719.850,-70.532
719.954,-70.532
720.055,-70.532
720.157,-70.532
1010.258,-70.532
1010.364,-70.532
1010.465,-70.532
1010.565,-70.532
1010.668,-70.532
1010.771,-70.532
1010.874,-70.532
