Time,Acceleration_X
7310.363,-0.01
7310.472,-0.011
7310.561,-0.01
7310.666,-0.011
7310.773,-0.011
7310.869,-0.01
7310.971,-0.01
7311.096,-0.01
7311.175,-0.011
7311.301,-0.01
7311.380,-0.01
7311.482,-0.01
7311.587,-0.01
7311.687,-0.01
7311.789,-0.01
7311.893,-0.011
7311.993,-0.01
7312.096,-0.01
7312.199,-0.01
7312.303,-0.01
7312.403,-0.01
7312.505,-0.01
7312.609,-0.01
7312.711,-0.01
7312.813,-0.011
7312.933,-0.011
7312.953,-0.01
7313.122,-0.01
7313.195,-0.01
7313.344,-0.01
7313.429,-0.01
7313.531,-0.01
7313.559,-0.01
7313.668,-0.01
7313.766,-0.01
7313.862,-0.01
7313.964,-0.01
7314.065,-0.01
7314.167,-0.011
7314.271,-0.01
7314.351,-0.01
7314.474,-0.01
7314.554,-0.011
7314.658,-0.01
7314.770,-0.01
7314.864,-0.011
7314.963,-0.01
7315.067,-0.01
7315.156,-0.01
7315.270,-0.01
7315.374,-0.01
7315.478,-0.01
7315.577,-0.01
7315.680,-0.01
7315.782,-0.01
7315.885,-0.01
7315.988,-0.01
7316.090,-0.01
7316.192,-0.011
7316.295,-0.011
7316.398,-0.01
7316.500,-0.01
7316.610,-0.01
7316.703,-0.01
7316.807,-0.01
7316.911,-0.01
7317.020,-0.011
7317.046,-0.01
7317.144,-0.01
7317.345,-0.011
7317.364,-0.01
7317.445,-0.01
7317.550,-0.01
7317.652,-0.011
7317.751,-0.01
7317.855,-0.011
7317.960,-0.01
7318.041,-0.01
7318.138,-0.01
7318.242,-0.01
7318.342,-0.01
7318.447,-0.01
7318.548,-0.01
7318.650,-0.011
7318.752,-0.01
7318.858,-0.011
7318.958,-0.011
7319.060,-0.011
7319.181,-0.011
7319.270,-0.011
7319.368,-0.01
7319.469,-0.01
7319.592,-0.01
7319.689,-0.01
7319.776,-0.01
7319.876,-0.01
7319.986,-0.01
7320.083,-0.01
7320.187,-0.011
7610.289,-0.01
7610.396,-0.011
7610.494,-0.011
7610.596,-0.011
7610.700,-0.011
7610.800,-0.01
7610.904,-0.01
7610.932,-0.01
7611.042,-0.01
7611.133,-0.01
7611.233,-0.01
7611.337,-0.011
7611.430,-0.01
7611.541,-0.01
7611.649,-0.01
7611.753,-0.01
7611.851,-0.01
7611.928,-0.011
7612.029,-0.01
7612.133,-0.01
7612.234,-0.01
7612.335,-0.01
7612.439,-0.01
7612.542,-0.011
7612.644,-0.01
7612.746,-0.011
7612.856,-0.01
7612.952,-0.011
7613.048,-0.011
7613.149,-0.01
7613.268,-0.01
7613.363,-0.011
7613.465,-0.01
7613.564,-0.01
7613.668,-0.01
7613.770,-0.01
7613.872,-0.011
7613.978,-0.01
7614.078,-0.01
7614.179,-0.01
7614.283,-0.01
7614.385,-0.01
7614.486,-0.01
7614.589,-0.01
7614.693,-0.01
7614.793,-0.01
7614.822,-0.01
7614.918,-0.01
7615.023,-0.01
7615.128,-0.011
7615.227,-0.01
7615.329,-0.011
7615.428,-0.01
7615.518,-0.01
7615.637,-0.01
7615.739,-0.01
7615.841,-0.011
7615.933,-0.011
7616.028,-0.011
7616.124,-0.01
7616.228,-0.011
7616.330,-0.011
7616.433,-0.011
7616.535,-0.01
7616.644,-0.01
7616.741,-0.01
7616.837,-0.01
7616.943,-0.01
7617.048,-0.01
7617.149,-0.01
7617.264,-0.01
7617.354,-0.01
7617.458,-0.01
7617.559,-0.01
7617.677,-0.01
7617.763,-0.01
7617.866,-0.01
7617.967,-0.01
7618.077,-0.011
7618.173,-0.01
7618.275,-0.01
7618.379,-0.011
7618.413,-0.01
7618.509,-0.01
7618.610,-0.011
7618.710,-0.01
7618.811,-0.01
7618.911,-0.01
7619.010,-0.01
7619.129,-0.01
7619.227,-0.01
7619.325,-0.01
7619.422,-0.01
7619.514,-0.01
7619.614,-0.01
7619.711,-0.011
7619.811,-0.01
7619.915,-0.01
7620.016,-0.011
7620.118,-0.011
7670.222,-0.01
7670.324,-0.01
7670.428,-0.01
7670.529,-0.01
7670.613,-0.01
7670.735,-0.01
7670.836,-0.01
7670.942,-0.01
7671.004,-0.01
7671.144,-0.01
7671.233,-0.01
7671.325,-0.01
7671.450,-0.01
7671.553,-0.01
7671.676,-0.01
7671.738,-0.01
7671.860,-0.01
7671.957,-0.01
7672.073,-0.01
7672.101,-0.01
7672.265,-0.01
7672.364,-0.01
7672.413,-0.01
7672.511,-0.01
7672.611,-0.01
7672.708,-0.01
7672.802,-0.011
7672.903,-0.01
7673.000,-0.01
7673.097,-0.01
7673.213,-0.01
7673.311,-0.01
7673.411,-0.01
7673.514,-0.01
7673.602,-0.01
7673.698,-0.01
7673.796,-0.011
7673.917,-0.01
7674.012,-0.01
7674.109,-0.011
7674.205,-0.01
7674.318,-0.01
7674.412,-0.011
7674.508,-0.01
7674.616,-0.01
7674.728,-0.011
7674.826,-0.01
7674.921,-0.011
7675.029,-0.011
7675.124,-0.01
7675.246,-0.011
7675.351,-0.011
7675.430,-0.01
7675.550,-0.01
7675.646,-0.01
7675.736,-0.01
7675.787,-0.011
7675.956,-0.011
7676.048,-0.01
7676.087,-0.01
7676.198,-0.01
7676.296,-0.01
7676.391,-0.01
7676.502,-0.01
7676.605,-0.01
7676.707,-0.011
7676.866,-0.01
7676.894,-0.01
7676.989,-0.011
7677.091,-0.01
7677.189,-0.01
7677.301,-0.01
7677.399,-0.01
7677.497,-0.01
7677.601,-0.01
7677.695,-0.011
7677.792,-0.01
7677.891,-0.01
7677.992,-0.011
7678.112,-0.01
7678.208,-0.01
7678.296,-0.011
7678.406,-0.01
7678.529,-0.01
7678.623,-0.011
7678.727,-0.011
7678.824,-0.01
7678.920,-0.011
7679.026,-0.011
7679.139,-0.01
7679.234,-0.01
7679.331,-0.01
7679.437,-0.01
7679.534,-0.01
7679.631,-0.01
7679.683,-0.011
7679.785,-0.01
7679.888,-0.011
7679.987,-0.01
7680.083,-0.01
7680.190,-0.01
7730.295,-0.01
7730.394,-0.011
7730.497,-0.01
7730.581,-0.011
7730.684,-0.011
7730.778,-0.01
7730.888,-0.01
7730.983,-0.01
7731.080,-0.01
7731.173,-0.01
7731.275,-0.011
7731.393,-0.01
7731.489,-0.01
7731.599,-0.011
7731.677,-0.01
7731.778,-0.01
7731.882,-0.01
7732.007,-0.01
7732.073,-0.01
7732.202,-0.011
7732.304,-0.01
7732.402,-0.01
7732.501,-0.01
7732.597,-0.01
7732.701,-0.01
7732.811,-0.01
7732.908,-0.011
7733.029,-0.01
7733.113,-0.01
7733.213,-0.011
7733.332,-0.01
7733.436,-0.01
7733.523,-0.01
7733.644,-0.01
7733.672,-0.01
7733.771,-0.01
7733.871,-0.011
7733.969,-0.01
7734.076,-0.011
7734.172,-0.01
7734.274,-0.01
7734.376,-0.011
7734.479,-0.01
7734.570,-0.011
7734.684,-0.011
7734.763,-0.01
7734.864,-0.01
7734.982,-0.01
7735.070,-0.01
7735.172,-0.01
7735.274,-0.011
7735.377,-0.01
7735.479,-0.01
7735.602,-0.011
7735.684,-0.011
7735.786,-0.01
7735.877,-0.01
7735.959,-0.01
7736.094,-0.01
7736.168,-0.01
7736.297,-0.01
7736.409,-0.01
7736.504,-0.011
7736.605,-0.01
7736.708,-0.01
7736.792,-0.01
7736.913,-0.01
7737.014,-0.01
7737.118,-0.011
7737.216,-0.011
7737.324,-0.01
7737.423,-0.01
7737.526,-0.01
7737.628,-0.01
7737.656,-0.01
7737.756,-0.011
7737.936,-0.01
7737.970,-0.01
7738.065,-0.011
7738.166,-0.01
7738.258,-0.01
7738.371,-0.01
7738.474,-0.01
7738.551,-0.01
7738.657,-0.011
7738.755,-0.011
7738.859,-0.011
7738.982,-0.01
7739.062,-0.01
7739.166,-0.011
7739.269,-0.01
7739.393,-0.01
7739.472,-0.01
7739.576,-0.011
7739.677,-0.011
7739.785,-0.011
7739.882,-0.011
7739.980,-0.01
7740.088,-0.01
7740.194,-0.011
7790.291,-0.011
7790.418,-0.01
7790.498,-0.01
7790.600,-0.01
7790.702,-0.01
7790.817,-0.01
7790.907,-0.01
7791.010,-0.01
7791.111,-0.01
7791.232,-0.01
7791.315,-0.01
7791.344,-0.01
7791.444,-0.011
7791.553,-0.01
7791.650,-0.01
7791.753,-0.01
7791.852,-0.011
7791.955,-0.011
7792.054,-0.011
7792.151,-0.011
7792.258,-0.011
7792.356,-0.01
7792.452,-0.01
7792.548,-0.009
7792.656,-0.01
7792.760,-0.01
7792.856,-0.01
7792.954,-0.01
7793.043,-0.011
7793.146,-0.01
7793.248,-0.01
7793.391,-0.01
7793.451,-0.01
7793.559,-0.011
7793.660,-0.01
7793.759,-0.011
7793.869,-0.011
7793.965,-0.01
7794.056,-0.011
7794.171,-0.01
7794.285,-0.01
7794.389,-0.01
7794.492,-0.01
7794.586,-0.011
7794.690,-0.01
7794.798,-0.01
7794.906,-0.011
7794.932,-0.01
7795.106,-0.011
7795.134,-0.011
7795.311,-0.011
7795.335,-0.01
7795.436,-0.01
7795.540,-0.01
7795.641,-0.011
7795.743,-0.01
7795.846,-0.01
7795.964,-0.01
7796.030,-0.01
7796.130,-0.011
7796.232,-0.01
7796.334,-0.01
7796.442,-0.011
7796.540,-0.011
7796.662,-0.011
7796.742,-0.01
7796.864,-0.01
7796.964,-0.01
7797.065,-0.01
7797.154,-0.01
7797.256,-0.011
7797.359,-0.01
7797.478,-0.01
7797.562,-0.01
7797.626,-0.01
7797.734,-0.011
7797.839,-0.01
7797.942,-0.01
7798.064,-0.01
7798.178,-0.01
7798.257,-0.01
7798.382,-0.01
7798.485,-0.01
7798.586,-0.01
7798.688,-0.011
7798.792,-0.01
7798.904,-0.011
7798.923,-0.01
7799.094,-0.01
7799.122,-0.011
7799.318,-0.01
7799.344,-0.01
7799.430,-0.01
7799.532,-0.011
7799.640,-0.01
7799.739,-0.011
7799.838,-0.01
7799.942,-0.01
7800.020,-0.01
7800.121,-0.011
7850.225,-0.01
7850.329,-0.01
7850.429,-0.01
7850.532,-0.01
7850.636,-0.01
7850.742,-0.01
7850.839,-0.01
7850.940,-0.01
7851.043,-0.01
7851.154,-0.01
7851.249,-0.01
7851.350,-0.01
7851.478,-0.01
7851.516,-0.01
7851.619,-0.011
7851.761,-0.011
7851.888,-0.01
7851.928,-0.011
7852.027,-0.01
7852.128,-0.01
7852.236,-0.01
7852.375,-0.01
7852.447,-0.01
7852.581,-0.01
7852.619,-0.011
7852.785,-0.01
7852.813,-0.01
7852.911,-0.01
7853.015,-0.01
7853.116,-0.01
7853.226,-0.01
7853.314,-0.011
7853.428,-0.01
7853.525,-0.01
7853.627,-0.01
7853.725,-0.01
7853.823,-0.01
7853.918,-0.01
7854.016,-0.01
7854.119,-0.01
7854.217,-0.01
7854.322,-0.011
7854.423,-0.009
7854.532,-0.01
7854.628,-0.01
7854.730,-0.01
7854.834,-0.011
7854.935,-0.01
7855.037,-0.01
7855.150,-0.01
7855.243,-0.011
7855.346,-0.01
7855.445,-0.01
7855.564,-0.01
7855.660,-0.01
7855.756,-0.01
7855.856,-0.01
7855.960,-0.011
7856.062,-0.011
7856.165,-0.01
7856.266,-0.01
7856.369,-0.01
7856.429,-0.01
7856.535,-0.01
7856.639,-0.01
7856.699,-0.011
7856.803,-0.01
7856.905,-0.01
7857.013,-0.01
7857.109,-0.011
7857.212,-0.01
7857.314,-0.01
7857.400,-0.01
7857.519,-0.011
7857.597,-0.01
7857.725,-0.01
7857.804,-0.011
7857.906,-0.01
7858.007,-0.01
7858.109,-0.01
7858.213,-0.01
7858.314,-0.01
7858.432,-0.01
7858.504,-0.01
7858.626,-0.01
7858.722,-0.011
7858.826,-0.01
7858.936,-0.01
7859.035,-0.009
7859.131,-0.01
7859.238,-0.01
7859.339,-0.01
7859.440,-0.011
7859.561,-0.011
7859.646,-0.01
7859.749,-0.01
7859.851,-0.011
7859.972,-0.01
7860.055,-0.011
7860.159,-0.01
7910.260,-0.01
7910.296,-0.01
7910.389,-0.01
7910.493,-0.01
7910.591,-0.01
7910.693,-0.011
7910.796,-0.01
7910.902,-0.011
7911.002,-0.011
7911.106,-0.011
7911.206,-0.011
7911.307,-0.01
7911.400,-0.01
7911.489,-0.01
7911.611,-0.01
7911.713,-0.01
7911.811,-0.011
7911.899,-0.011
7912.001,-0.01
7912.105,-0.01
7912.205,-0.01
7912.309,-0.01
7912.411,-0.01
7912.512,-0.01
7912.614,-0.011
7912.719,-0.01
7912.820,-0.01
7912.921,-0.011
7913.025,-0.01
7913.129,-0.011
7913.236,-0.01
7913.322,-0.01
7913.434,-0.01
7913.536,-0.01
7913.646,-0.01
7913.744,-0.011
7913.845,-0.01
7913.948,-0.01
7914.048,-0.011
7914.150,-0.01
7914.180,-0.01
7914.278,-0.011
7914.381,-0.01
7914.481,-0.01
7914.585,-0.01
7914.766,-0.01
7914.793,-0.011
7914.891,-0.01
7914.994,-0.01
7915.097,-0.01
7915.175,-0.01
7915.279,-0.011
7915.380,-0.01
7915.485,-0.01
7915.585,-0.011
7915.689,-0.011
7915.809,-0.01
7915.894,-0.01
7915.996,-0.01
7916.097,-0.01
7916.221,-0.01
7916.301,-0.01
7916.405,-0.01
7916.477,-0.011
7916.612,-0.01
7916.680,-0.011
7916.815,-0.01
7916.885,-0.01
7917.018,-0.011
7917.121,-0.01
7917.225,-0.011
7917.326,-0.01
7917.428,-0.01
7917.530,-0.01
7917.646,-0.01
7917.736,-0.01
7917.768,-0.01
7917.939,-0.01
7918.047,-0.01
7918.074,-0.01
7918.175,-0.01
7918.271,-0.011
7918.382,-0.01
7918.475,-0.01
7918.577,-0.01
7918.679,-0.01
7918.783,-0.01
7918.886,-0.01
7918.964,-0.011
7919.067,-0.01
7919.168,-0.01
7919.271,-0.011
7919.375,-0.01
7919.484,-0.01
7919.579,-0.01
7919.681,-0.01
7919.783,-0.011
7919.896,-0.01
7919.992,-0.01
7920.090,-0.01
7920.194,-0.01
8210.297,-0.01
8210.398,-0.01
8210.502,-0.011
8210.603,-0.01
8210.706,-0.01
8210.806,-0.01
8210.910,-0.01
8211.014,-0.01
8211.114,-0.011
8211.217,-0.01
8211.322,-0.01
8211.422,-0.01
8211.525,-0.011
8211.627,-0.011
8211.733,-0.011
8211.763,-0.01
8211.857,-0.01
8211.959,-0.01
8212.055,-0.01
8212.162,-0.01
8212.265,-0.01
8212.369,-0.01
8212.467,-0.01
8212.570,-0.011
8212.675,-0.01
8212.753,-0.011
8212.862,-0.01
8212.957,-0.01
8213.059,-0.01
8213.163,-0.011
8213.269,-0.01
8213.366,-0.011
8213.470,-0.01
8213.574,-0.01
8213.675,-0.01
8213.785,-0.01
8213.895,-0.01
8213.984,-0.01
8214.085,-0.011
8214.188,-0.01
8214.306,-0.011
8214.391,-0.011
8214.494,-0.01
8214.592,-0.01
8214.699,-0.01
8214.801,-0.01
8214.905,-0.011
8215.006,-0.01
8215.110,-0.011
8215.235,-0.011
8215.314,-0.011
8215.415,-0.01
8215.519,-0.01
8215.545,-0.011
8215.670,-0.01
8215.760,-0.01
8215.856,-0.01
8215.957,-0.01
8216.053,-0.01
8216.144,-0.01
8216.263,-0.01
8216.361,-0.01
8216.467,-0.011
8216.543,-0.011
8216.644,-0.011
8216.746,-0.011
8216.850,-0.01
8216.951,-0.01
8217.055,-0.01
8217.157,-0.01
8217.258,-0.011
8217.361,-0.01
8217.464,-0.01
8217.569,-0.01
8217.668,-0.01
8217.771,-0.01
8217.873,-0.01
8217.957,-0.01
8218.079,-0.01
8218.180,-0.01
8218.278,-0.011
8218.382,-0.01
8218.488,-0.01
8218.589,-0.01
8218.795,-0.01
8218.797,-0.009
8218.896,-0.01
8218.999,-0.011
8219.039,-0.01
8219.204,-0.01
8219.306,-0.009
8219.336,-0.01
8219.510,-0.01
8219.538,-0.01
8219.639,-0.011
8219.739,-0.01
8219.846,-0.011
8219.944,-0.009
8220.048,-0.01
8220.141,-0.01
8270.254,-0.011
8270.331,-0.01
8270.433,-0.01
8270.553,-0.01
8270.639,-0.01
8270.739,-0.01
8270.842,-0.011
8270.945,-0.01
8271.063,-0.011
8271.171,-0.011
8271.254,-0.01
8271.358,-0.01
8271.458,-0.01
8271.578,-0.01
8271.662,-0.01
8271.786,-0.01
8271.868,-0.01
8271.979,-0.011
8272.031,-0.01
8272.175,-0.01
8272.239,-0.011
8272.391,-0.01
8272.443,-0.01
8272.545,-0.011
8272.649,-0.01
8272.759,-0.01
8272.891,-0.011
8272.993,-0.011
8273.096,-0.01
8273.198,-0.01
8273.226,-0.01
8273.324,-0.01
8273.505,-0.01
8273.531,-0.01
8273.631,-0.01
8273.737,-0.01
8273.840,-0.01
8273.938,-0.01
8274.042,-0.01
8274.141,-0.011
8274.228,-0.011
8274.324,-0.011
8274.428,-0.01
8274.551,-0.011
8274.633,-0.01
8274.734,-0.01
8274.837,-0.01
8274.940,-0.01
8275.040,-0.01
8275.144,-0.01
8275.246,-0.01
8275.355,-0.01
8275.453,-0.01
8275.553,-0.01
8275.656,-0.01
8275.764,-0.01
8275.860,-0.01
8275.964,-0.011
8276.065,-0.011
8276.126,-0.01
8276.261,-0.01
8276.327,-0.011
8276.483,-0.01
8276.579,-0.01
8276.641,-0.011
8276.717,-0.011
8276.815,-0.01
8276.981,-0.01
8277.079,-0.01
8277.125,-0.011
8277.214,-0.01
8277.318,-0.01
8277.414,-0.01
8277.515,-0.01
8277.611,-0.011
8277.729,-0.011
8277.827,-0.01
8277.926,-0.01
8278.024,-0.01
8278.119,-0.011
8278.227,-0.01
8278.331,-0.011
8278.433,-0.01
8278.530,-0.011
8278.638,-0.01
8278.735,-0.01
8278.833,-0.01
8278.931,-0.011
8279.036,-0.011
8279.138,-0.01
8279.239,-0.011
8279.342,-0.01
8279.444,-0.01
8279.548,-0.011
8279.650,-0.01
8279.751,-0.01
8279.853,-0.011
8279.957,-0.01
8280.089,-0.01
8280.162,-0.011
8330.264,-0.01
8330.367,-0.01
8330.477,-0.011
8330.504,-0.01
8330.673,-0.01
8330.734,-0.01
8330.835,-0.01
8330.906,-0.01
8331.008,-0.01
8331.107,-0.01
8331.210,-0.011
8331.311,-0.01
8331.413,-0.011
8331.579,-0.01
8331.607,-0.01
8331.720,-0.01
8331.800,-0.011
8331.920,-0.011
8332.009,-0.01
8332.131,-0.011
8332.211,-0.01
8332.317,-0.01
8332.414,-0.011
8332.510,-0.01
8332.637,-0.01
8332.722,-0.01
8332.822,-0.011
8332.926,-0.01
8333.048,-0.011
8333.130,-0.01
8333.234,-0.01
8333.337,-0.01
8333.440,-0.011
8333.540,-0.011
8333.641,-0.01
8333.744,-0.01
8333.852,-0.011
8333.950,-0.01
8334.053,-0.01
8334.154,-0.01
8334.257,-0.01
8334.360,-0.011
8334.475,-0.01
8334.493,-0.01
8334.667,-0.01
8334.695,-0.01
8334.797,-0.01
8334.909,-0.01
8334.998,-0.011
8335.101,-0.011
8335.211,-0.009
8335.308,-0.01
8335.408,-0.01
8335.510,-0.01
8335.588,-0.01
8335.690,-0.01
8335.793,-0.01
8335.896,-0.01
8335.989,-0.011
8336.101,-0.01
8336.201,-0.01
8336.312,-0.01
8336.409,-0.01
8336.510,-0.011
8336.606,-0.01
8336.724,-0.01
8336.820,-0.011
8336.918,-0.01
8337.023,-0.01
8337.126,-0.01
8337.227,-0.01
8337.330,-0.01
8337.432,-0.01
8337.533,-0.01
8337.637,-0.01
8337.739,-0.011
8337.841,-0.01
8337.944,-0.009
8338.046,-0.01
8338.151,-0.01
8338.190,-0.01
8338.292,-0.01
8338.387,-0.01
8338.485,-0.01
8338.586,-0.011
8338.682,-0.01
8338.780,-0.01
8338.884,-0.011
8339.002,-0.011
8339.097,-0.011
8339.193,-0.011
8339.283,-0.011
8339.388,-0.01
8339.484,-0.01
8339.579,-0.011
8339.693,-0.01
8339.789,-0.01
8339.899,-0.01
8339.987,-0.011
8340.082,-0.01
8340.187,-0.01
8390.293,-0.01
8390.398,-0.01
8390.497,-0.011
8390.592,-0.011
8390.687,-0.011
8390.814,-0.01
8390.911,-0.011
8391.008,-0.01
8391.104,-0.01
8391.224,-0.01
8391.320,-0.011
8391.415,-0.01
8391.526,-0.01
8391.622,-0.01
8391.720,-0.01
8391.771,-0.011
8391.872,-0.011
8392.036,-0.01
8392.137,-0.01
8392.236,-0.01
8392.333,-0.011
8392.383,-0.01
8392.479,-0.011
8392.583,-0.01
8392.680,-0.01
8392.776,-0.011
8392.874,-0.01
8392.974,-0.011
8393.070,-0.011
8393.166,-0.01
8393.295,-0.01
8393.381,-0.011
8393.482,-0.011
8393.579,-0.01
8393.687,-0.011
8393.769,-0.011
8393.871,-0.01
8393.972,-0.011
8394.073,-0.01
8394.192,-0.01
8394.285,-0.011
8394.396,-0.01
8394.472,-0.01
8394.574,-0.01
8394.704,-0.01
8394.810,-0.011
8394.905,-0.01
8395.003,-0.01
8395.100,-0.011
8395.202,-0.01
8395.322,-0.011
8395.418,-0.01
8395.508,-0.01
8395.613,-0.01
8395.711,-0.01
8395.763,-0.01
8395.867,-0.01
8395.969,-0.01
8396.069,-0.01
8396.165,-0.01
8396.258,-0.01
8396.379,-0.011
8396.477,-0.01
8396.573,-0.01
8396.673,-0.011
8396.768,-0.01
8396.866,-0.011
8396.970,-0.011
8397.068,-0.01
8397.165,-0.01
8397.263,-0.01
8397.373,-0.01
8397.471,-0.01
8397.565,-0.01
8397.666,-0.01
8397.774,-0.01
8397.869,-0.01
8397.966,-0.011
8398.073,-0.01
8398.183,-0.01
8398.278,-0.01
8398.374,-0.01
8398.484,-0.01
8398.579,-0.01
8398.700,-0.01
8398.808,-0.01
8398.852,-0.011
8399.004,-0.01
8399.062,-0.01
8399.192,-0.011
8399.276,-0.01
8399.375,-0.011
8399.451,-0.01
8399.611,-0.01
8399.710,-0.01
8399.759,-0.009
8399.851,-0.01
8399.957,-0.01
8400.055,-0.01
8400.151,-0.01
8450.293,-0.01
8450.368,-0.01
8450.466,-0.011
8450.560,-0.01
8450.644,-0.01
8450.762,-0.01
8450.863,-0.011
8450.947,-0.011
8451.057,-0.01
8451.155,-0.01
8451.255,-0.01
8451.379,-0.01
8451.466,-0.01
8451.564,-0.01
8451.664,-0.01
8451.768,-0.01
8451.872,-0.01
8451.972,-0.01
8452.075,-0.01
8452.183,-0.01
8452.282,-0.011
8452.383,-0.011
8452.485,-0.01
8452.595,-0.01
8452.690,-0.01
8452.792,-0.01
8452.895,-0.011
8452.997,-0.01
8453.099,-0.01
8453.217,-0.01
8453.237,-0.01
8453.407,-0.01
8453.508,-0.01
8453.536,-0.01
8453.714,-0.01
8453.742,-0.011
8453.839,-0.01
8453.952,-0.01
8454.048,-0.011
8454.146,-0.01
8454.244,-0.01
8454.351,-0.01
8454.456,-0.01
8454.532,-0.01
8454.634,-0.01
8454.738,-0.01
8454.841,-0.011
8454.942,-0.011
8455.055,-0.01
8455.146,-0.01
8455.251,-0.011
8455.352,-0.01
8455.466,-0.011
8455.534,-0.01
8455.660,-0.01
8455.761,-0.01
8455.863,-0.01
8455.975,-0.01
8456.047,-0.011
8456.171,-0.01
8456.273,-0.01
8456.376,-0.01
8456.479,-0.01
8456.569,-0.01
8456.687,-0.01
8456.785,-0.01
8456.893,-0.01
8456.991,-0.01
8457.092,-0.01
8457.195,-0.01
8457.303,-0.01
8457.331,-0.01
8457.427,-0.01
8457.527,-0.011
8457.628,-0.01
8457.732,-0.01
8457.836,-0.011
8457.936,-0.01
8458.037,-0.01
8458.144,-0.011
8458.242,-0.01
8458.363,-0.01
8458.424,-0.011
8458.527,-0.011
8458.629,-0.01
8458.730,-0.01
8458.834,-0.011
8458.936,-0.011
8459.040,-0.01
8459.141,-0.01
8459.242,-0.01
8459.350,-0.01
8459.463,-0.011
8459.551,-0.01
8459.653,-0.011
8459.761,-0.01
8459.875,-0.01
8460.001,-0.011
8460.064,-0.01
8460.124,-0.01
8510.229,-0.01
8510.333,-0.01
8510.437,-0.01
8510.537,-0.01
8510.677,-0.01
8510.743,-0.01
8510.882,-0.01
8510.953,-0.01
8511.086,-0.011
8511.190,-0.01
8511.304,-0.01
8511.319,-0.01
8511.418,-0.01
8511.520,-0.01
8511.622,-0.01
8511.734,-0.01
8511.830,-0.01
8511.930,-0.011
8512.039,-0.01
8512.133,-0.01
8512.209,-0.01
8512.335,-0.01
8512.418,-0.01
8512.519,-0.01
8512.621,-0.01
8512.726,-0.011
8512.827,-0.01
8512.929,-0.01
8513.032,-0.01
8513.141,-0.01
8513.236,-0.011
8513.338,-0.011
8513.440,-0.011
8513.551,-0.011
8513.649,-0.01
8513.749,-0.01
8513.875,-0.01
8513.955,-0.011
8514.056,-0.011
8514.160,-0.01
8514.260,-0.011
8514.366,-0.011
8514.465,-0.01
8514.568,-0.01
8514.670,-0.011
8514.771,-0.01
8514.876,-0.01
8514.977,-0.01
8515.003,-0.01
8515.103,-0.01
8515.207,-0.01
8515.308,-0.01
8515.412,-0.01
8515.512,-0.01
8515.617,-0.01
8515.713,-0.01
8515.820,-0.01
8515.925,-0.011
8516.003,-0.01
8516.124,-0.011
8516.212,-0.01
8516.310,-0.01
8516.411,-0.01
8516.516,-0.011
8516.613,-0.011
8516.717,-0.011
8516.820,-0.01
8516.925,-0.01
8517.025,-0.011
8517.124,-0.011
8517.230,-0.01
8517.333,-0.011
8517.435,-0.01
8517.549,-0.01
8517.641,-0.01
8517.743,-0.01
8517.845,-0.01
8517.962,-0.01
8518.050,-0.01
8518.152,-0.01
8518.254,-0.01
8518.361,-0.01
8518.459,-0.01
8518.562,-0.01
8518.663,-0.011
8518.698,-0.01
8518.796,-0.01
8518.891,-0.011
8518.996,-0.01
8519.102,-0.01
8519.200,-0.01
8519.302,-0.01
8519.410,-0.01
8519.512,-0.011
8519.609,-0.01
8519.712,-0.01
8519.799,-0.01
8519.893,-0.011
8519.994,-0.011
8520.099,-0.01
8520.199,-0.01
8810.302,-0.011
8810.406,-0.011
8810.506,-0.01
8810.609,-0.01
8810.717,-0.01
8810.814,-0.01
8810.915,-0.01
8811.019,-0.01
8811.122,-0.01
8811.226,-0.01
8811.327,-0.01
8811.423,-0.01
8811.532,-0.01
8811.636,-0.011
8811.735,-0.01
8811.840,-0.01
8811.960,-0.011
8812.043,-0.01
8812.144,-0.011
8812.250,-0.011
8812.373,-0.01
8812.453,-0.01
8812.479,-0.011
8812.658,-0.01
8812.695,-0.011
8812.788,-0.01
8812.887,-0.01
8812.987,-0.01
8813.091,-0.01
8813.194,-0.011
8813.296,-0.01
8813.398,-0.01
8813.502,-0.01
8813.579,-0.01
8813.681,-0.01
8813.797,-0.01
8813.887,-0.01
8814.008,-0.01
8814.116,-0.011
8814.209,-0.01
8814.296,-0.011
8814.424,-0.009
8814.501,-0.011
8814.603,-0.01
8814.674,-0.011
8814.808,-0.011
8814.910,-0.01
8815.014,-0.01
8815.114,-0.01
8815.217,-0.011
8815.320,-0.01
8815.422,-0.01
8815.526,-0.01
8815.636,-0.01
8815.724,-0.01
8815.825,-0.01
8815.932,-0.011
8816.046,-0.011
8816.074,-0.011
8816.168,-0.01
8816.377,-0.01
8816.449,-0.01
8816.475,-0.011
8816.572,-0.01
8816.676,-0.011
8816.778,-0.01
8816.959,-0.01
8816.987,-0.011
8817.164,-0.011
8817.168,-0.01
8817.266,-0.01
8817.367,-0.01
8817.472,-0.01
8817.574,-0.01
8817.675,-0.01
8817.777,-0.01
8817.885,-0.01
8817.983,-0.01
8818.084,-0.011
8818.207,-0.01
8818.297,-0.01
8818.395,-0.01
8818.496,-0.011
8818.619,-0.01
8818.700,-0.01
8818.801,-0.01
8818.903,-0.01
8819.012,-0.01
8819.110,-0.01
8819.211,-0.011
8819.315,-0.011
8819.421,-0.01
8819.518,-0.011
8819.619,-0.01
8819.724,-0.011
