Time Lapsed,Magnetic field Z
15657.918,9.153
15658.027,8.773
15658.125,8.74
15658.228,8.993
15658.349,9.207
15658.431,9.013
15658.535,8.813
15658.639,9.013
15658.762,9.12
15658.842,9.013
15658.945,9.12
15659.047,9.153
15659.155,9.2
15659.252,9.22
15659.355,9.047
15659.457,9.127
15659.567,9.173
15659.663,8.887
15659.764,9.107
15659.867,8.98
15659.967,8.88
15660.073,8.967
15660.101,8.96
15710.210,8.993
15710.306,9.28
15710.402,9.193
15710.504,9.207
15710.619,9.08
15710.716,9.027
15710.811,9.187
15710.922,8.84
15711.013,9.207
15711.094,8.773
15711.197,8.907
15711.298,8.96
15711.403,9.333
15711.511,9.187
15711.607,8.96
15711.708,9.193
15711.812,8.82
15711.914,9.1
15712.025,8.993
15712.118,8.86
15712.222,8.96
15712.324,8.993
15712.437,9.047
15712.533,9.0
15712.636,8.953
15712.733,9.167
15712.836,9.033
15712.957,8.793
15712.989,9.0
15713.144,8.967
15713.307,8.92
15713.349,8.947
15713.413,8.687
15713.552,9.007
15713.654,9.42
15713.757,9.153
15713.789,9.027
15713.962,8.747
15713.989,9.087
15714.088,9.073
15714.190,9.42
15714.299,9.127
15714.396,9.18
15714.491,8.813
15714.597,8.873
15714.687,8.907
15714.804,8.967
15714.902,8.947
15715.088,8.98
15715.092,9.073
15715.194,9.213
15715.295,8.753
15715.403,8.967
15715.503,8.707
15715.610,9.153
15715.704,9.0
15715.810,9.073
15715.907,8.913
15716.011,8.867
15716.114,8.92
15716.214,8.967
15716.315,8.993
15716.459,8.993
15716.523,8.907
15716.624,9.093
15716.726,8.847
15716.846,9.093
15716.932,9.047
15717.035,8.64
15717.137,8.947
15717.239,9.073
15717.342,9.38
15717.445,9.08
15717.545,9.06
15717.581,8.96
15717.752,9.207
15717.778,8.94
15717.876,8.86
15717.980,9.053
15718.161,9.107
15718.189,9.053
15718.274,8.887
15718.458,8.967
15718.492,9.093
15718.594,8.96
15718.680,9.073
15718.777,8.793
15718.877,9.107
15718.976,9.093
15719.101,8.92
15719.183,8.793
15719.285,9.233
15719.389,8.993
15719.493,9.2
15719.594,9.16
15719.695,8.793
15719.800,9.0
15719.903,9.04
15720.003,9.287
15720.110,9.327
28010.210,8.86
28010.310,9.173
28010.413,9.107
28010.521,8.967
28010.621,9.147
28010.721,9.0
28010.846,9.153
28010.926,8.833
28011.029,8.887
28011.131,9.16
28011.232,8.907
28011.336,9.107
28011.366,9.06
28011.538,9.247
28011.581,9.073
28011.668,9.133
28011.851,9.087
28011.879,9.16
28011.973,9.16
28012.075,9.08
28012.184,9.113
28012.281,9.0
28012.383,8.913
28012.463,8.993
28012.564,9.033
28012.682,9.06
28012.768,8.96
28012.873,9.18
28012.972,9.16
28013.095,9.147
28013.180,8.947
28013.280,9.087
28013.383,9.0
28013.471,9.14
28013.589,9.167
28013.690,9.08
28013.792,8.873
28013.896,8.987
28013.964,8.973
28014.089,9.067
28014.202,8.873
28014.304,8.88
28014.408,8.827
28014.521,8.967
28014.592,9.3
28014.715,9.127
28014.815,9.12
28014.932,9.02
28015.030,8.967
28015.056,9.047
28015.153,9.273
28015.256,9.153
28015.356,9.1
28015.456,9.173
28015.557,9.12
28015.659,9.073
28015.761,9.267
28015.942,9.107
28016.046,9.353
28016.072,9.24
28016.171,9.427
28016.251,9.267
28016.358,9.107
28016.454,8.933
28016.558,9.227
28016.660,9.067
28016.770,9.073
28016.866,9.333
28016.967,8.967
28017.171,9.207
28017.175,9.04
28017.277,9.347
28017.377,8.927
28017.478,8.753
28017.581,8.993
28017.683,9.0
28017.787,9.227
28017.887,9.027
28017.989,8.94
28018.092,9.033
28018.195,9.193
28018.297,9.033
28018.400,8.867
28018.504,9.18
28018.608,8.953
28018.704,9.193
28018.809,9.093
28018.931,9.14
28018.947,9.073
28019.045,9.513
28019.141,9.18
28019.244,9.113
28019.407,9.3
28019.447,9.047
28019.551,9.18
28019.666,9.247
28019.759,9.347
28019.861,9.193
28019.961,9.353
28020.038,9.04
28020.141,9.073
28070.244,9.16
28070.346,9.107
28070.447,9.313
28070.549,9.44
28070.653,9.12
28070.768,9.12
28070.857,9.213
28070.960,9.047
28071.063,8.893
28071.179,9.16
28071.276,9.18
28071.374,9.42
28071.473,9.393
28071.575,8.78
28071.678,8.827
28071.780,9.213
28071.883,9.36
28071.985,9.127
28072.086,9.013
28072.195,8.82
28072.292,9.133
28072.394,9.3
28072.496,9.16
28072.607,9.133
28072.702,9.013
28072.803,9.133
28072.831,9.18
28072.931,8.987
28073.040,9.2
28073.136,9.053
28073.237,9.307
28073.341,9.247
28073.445,9.187
28073.545,8.887
28073.646,9.32
28073.749,9.18
28073.828,8.893
28073.929,9.287
28074.033,9.14
28074.164,9.007
28074.260,8.967
28074.339,9.213
28074.443,9.413
28074.526,9.22
28074.646,9.207
28074.750,9.073
28074.855,9.22
28074.955,9.273
28075.057,9.047
28075.178,9.147
28075.268,8.613
28075.364,9.34
28075.465,9.253
28075.590,9.46
28075.671,9.167
28075.773,8.893
28075.875,9.227
28075.982,9.153
28076.080,9.653
28076.183,9.127
28076.285,8.847
28076.388,9.147
28076.489,9.067
28076.520,9.013
28076.695,9.307
28076.723,9.073
28076.822,9.247
28076.924,9.06
28077.040,9.127
28077.128,9.107
28077.309,9.24
28077.339,9.167
28077.427,9.307
28077.521,9.187
28077.616,9.207
28077.720,9.147
28077.820,8.947
28077.924,8.967
28078.026,9.453
28078.128,9.293
28078.232,9.087
28078.335,8.94
28078.437,9.187
28078.538,9.273
28078.641,9.387
28078.743,9.273
28078.853,9.207
28078.949,9.027
28079.050,9.027
28079.154,9.107
28079.264,9.307
28079.344,9.053
28079.449,9.107
28079.563,9.193
28079.665,8.913
28079.766,9.4
28079.869,9.173
28079.972,9.227
28080.074,9.113
28080.176,9.08
28130.383,9.127
28130.385,9.1
28130.413,9.027
28130.510,9.007
28130.610,9.207
28130.714,9.16
28130.815,9.073
28130.918,9.367
28131.020,9.0
28131.126,9.16
28131.227,8.88
28131.334,9.0
28131.508,9.433
28131.512,9.04
28131.612,9.387
28131.711,9.467
28131.839,9.567
28131.917,9.373
28132.020,9.147
28132.160,9.14
28132.226,9.38
28132.327,9.213
28132.430,9.087
28132.531,8.887
28132.641,9.28
28132.707,9.36
28132.838,9.087
28132.942,8.913
28133.045,8.847
28133.145,9.253
28133.261,9.367
28133.341,9.14
28133.448,9.333
28133.555,9.227
28133.674,9.127
28133.761,9.253
28133.864,9.147
28133.965,9.187
28133.999,9.207
28134.100,9.04
28134.271,9.28
28134.300,9.313
28134.399,9.12
28134.503,9.24
28134.606,9.153
28134.705,8.987
28134.809,9.3
28134.912,9.28
28135.013,9.087
28135.101,9.107
28135.219,9.267
28135.297,9.107
28135.400,8.92
28135.512,9.227
28135.608,9.353
28135.731,8.907
28135.835,8.993
28135.911,9.207
28136.013,9.24
28136.117,9.407
28136.246,9.053
28136.320,9.187
28136.423,9.313
28136.525,9.287
28136.628,9.407
28136.730,8.993
28136.837,9.1
28136.938,9.12
28137.019,8.947
28137.139,9.113
28137.242,9.087
28137.349,9.113
28137.447,9.153
28137.552,8.927
28137.673,9.293
28137.690,9.187
28137.857,9.16
28137.885,9.1
28138.085,9.147
28138.087,9.507
28138.190,9.307
28138.289,9.193
28138.409,9.033
28138.500,9.14
28138.598,9.28
28138.700,9.107
28138.802,9.18
28138.900,9.0
28138.984,9.153
28139.086,9.293
28139.189,9.193
28139.291,8.94
28139.393,9.147
28139.511,9.147
28139.600,8.967
28139.700,9.04
28139.802,9.147
28139.922,9.04
28140.008,9.24
28140.109,9.2
28190.212,9.213
28190.315,8.927
28190.417,9.133
28190.521,8.86
28190.621,9.107
28190.725,9.06
28190.828,9.113
28190.928,9.213
28191.030,8.98
28191.135,9.147
28191.237,9.027
28191.349,9.24
28191.398,9.113
28191.499,8.987
28191.603,9.187
28191.760,8.953
28191.784,8.847
28191.873,9.067
28191.977,9.087
28192.084,9.02
28192.183,9.127
28192.285,9.393
28192.391,9.027
28192.488,8.827
28192.668,9.133
28192.673,9.013
28192.773,8.927
28192.875,9.2
28192.978,9.207
28193.105,8.893
28193.186,9.113
28193.284,9.093
28193.382,9.153
28193.487,9.133
28193.599,9.08
28193.795,9.113
28193.799,9.047
28193.928,9.18
28194.001,9.007
28194.103,9.16
28194.206,8.84
28194.308,9.087
28194.411,9.24
28194.513,9.28
28194.617,9.273
28194.724,9.22
28194.820,8.973
28194.923,8.64
28195.025,9.073
28195.063,8.967
28195.230,9.113
28195.332,9.08
28195.435,9.3
28195.463,9.213
28195.640,9.287
28195.668,8.993
28195.783,8.913
28195.869,8.98
28195.971,9.033
28196.072,8.98
28196.170,9.18
28196.277,9.107
28196.377,8.96
28196.494,9.24
28196.562,9.047
28196.663,8.967
28196.765,9.3
28196.869,9.067
28196.972,9.233
28197.072,9.22
28197.166,8.893
28197.278,8.84
28197.380,9.093
28197.483,9.033
28197.597,8.787
28197.663,9.233
28197.790,9.107
28197.893,8.78
28198.007,9.16
28198.105,9.24
28198.175,9.08
28198.276,8.9
28198.406,9.133
28198.506,9.08
28198.609,9.2
28198.712,9.167
28198.814,9.107
28198.921,9.227
28199.019,8.993
28199.122,8.853
28199.224,9.293
28199.250,9.2
28199.433,9.187
28199.451,8.96
28199.552,8.96
28199.657,8.967
28199.759,9.307
28199.869,9.227
28199.966,9.333
28200.065,8.76
28200.168,9.16
28250.248,8.933
28250.349,9.047
28250.453,9.373
28250.554,9.28
28250.658,9.04
28250.759,9.253
28250.863,9.12
28250.948,9.127
28251.067,8.82
28251.170,9.233
28251.271,8.88
28251.382,9.113
28251.477,9.013
28251.579,8.533
28251.709,8.993
28251.783,9.287
28251.885,8.94
28252.006,8.947
28252.092,8.947
28252.193,9.16
28252.296,9.213
28252.418,9.213
28252.448,9.213
28252.603,9.053
28252.661,9.067
28252.741,8.893
28252.871,8.82
28252.944,9.027
28253.114,8.833
28253.152,9.047
28253.241,9.127
28253.346,9.16
28253.444,8.907
28253.548,8.953
28253.651,8.987
28253.752,9.16
28253.842,9.087
28253.959,9.007
28254.143,9.04
28254.145,8.88
28254.256,9.267
28254.352,9.213
28254.452,9.167
28254.548,9.08
28254.650,8.953
28254.755,9.06
28254.879,9.047
28254.957,9.0
28255.059,9.013
28255.163,8.953
28255.265,8.773
28255.367,9.047
28255.471,9.093
28255.572,8.987
28255.682,9.207
28255.777,8.72
28255.878,9.047
28255.981,9.233
28256.092,9.1
28256.188,9.0
28256.246,9.093
28256.349,9.14
28256.449,9.087
28256.551,9.093
28256.656,8.967
28256.801,9.093
28256.829,8.993
28256.971,9.167
28257.031,9.153
28257.211,9.153
28257.241,9.08
28257.337,8.953
28257.439,9.227
28257.540,8.973
28257.644,9.033
28257.825,8.713
28257.827,9.007
28257.929,9.267
28258.030,9.407
28258.133,9.1
28258.252,9.107
28258.350,9.187
28258.440,9.113
28258.540,8.887
28258.664,9.18
28258.746,9.18
28258.848,8.98
28258.951,8.92
28259.058,9.1
28259.156,8.987
28259.260,8.88
28259.361,8.88
28259.463,8.907
28259.567,9.427
28259.668,9.033
28259.771,9.227
28259.873,8.793
28259.976,9.247
28260.091,9.153
28260.181,9.227
28310.283,9.113
28310.388,9.207
28310.503,8.833
28310.589,9.287
28310.617,9.033
28310.793,8.94
28310.826,9.0
28310.927,9.087
28311.033,8.96
28311.130,8.947
28311.229,9.327
28311.333,9.133
28311.433,9.26
28311.536,8.987
28311.614,9.14
28311.717,9.107
28311.837,9.027
28311.928,9.047
28312.023,9.007
28312.127,9.053
28312.227,9.153
28312.340,9.16
28312.433,9.073
28312.535,8.887
28312.637,9.147
28312.739,9.053
28312.842,9.007
28312.945,9.147
28313.047,8.7
28313.149,9.093
28313.253,9.3
28313.355,8.947
28313.445,8.993
28313.560,8.847
28313.662,9.213
28313.766,9.233
28313.873,8.913
28313.967,8.887
28314.072,8.98
28314.178,8.927
28314.276,9.093
28314.378,9.107
28314.408,9.32
28314.583,9.053
28314.611,8.98
28314.709,9.34
28314.811,8.867
28314.912,9.007
28315.016,9.193
28315.124,8.84
28315.236,8.98
28315.304,8.973
28315.405,9.267
28315.505,9.153
28315.633,9.033
28315.709,9.287
28315.812,8.967
28315.916,8.967
28316.024,8.92
28316.119,8.613
28316.220,8.873
28316.338,9.2
28316.427,9.213
28316.528,9.02
28316.652,8.967
28316.750,9.06
28316.836,9.287
28316.918,9.167
28317.041,9.18
28317.144,9.047
28317.244,8.867
28317.349,9.113
28317.415,9.193
28317.549,9.113
28317.655,8.847
28317.758,9.227
28317.861,8.933
28317.964,8.907
28318.065,9.08
28318.176,9.14
28318.195,9.093
28318.295,9.067
28318.396,9.233
28318.494,9.053
28318.611,9.133
28318.709,9.133
28318.814,9.2
28318.913,9.26
28319.014,9.06
28319.094,9.413
28319.193,9.027
28319.293,9.053
28319.396,8.893
28319.498,9.227
28319.602,9.2
28319.703,9.033
28319.806,8.893
28319.908,9.02
28320.014,8.967
28320.114,9.06
28610.217,9.093
28610.318,8.78
28610.425,9.327
28610.521,9.18
28610.625,9.1
28610.749,8.973
28610.838,8.967
28610.934,8.727
28611.034,9.16
28611.136,9.2
28611.239,8.867
28611.342,9.073
28611.443,8.987
28611.553,8.98
28611.652,8.907
28611.751,9.107
28611.853,9.0
28611.895,9.033
28612.059,8.847
28612.086,9.14
28612.185,9.293
28612.287,9.093
28612.391,9.093
28612.493,9.073
28612.585,9.287
28612.699,9.167
28612.803,9.133
28612.902,9.067
28612.998,8.853
28613.083,9.127
28613.185,9.2
28613.287,9.047
28613.389,9.04
28613.493,9.2
28613.595,9.107
28613.697,9.04
28613.801,8.973
28613.901,9.06
28614.004,8.84
28614.108,8.907
28614.209,8.88
28614.328,9.353
28614.423,9.027
28614.516,8.907
28614.619,9.013
28614.720,8.807
28614.836,9.093
28614.932,9.24
28615.029,8.947
28615.130,8.853
28615.233,9.1
28615.336,9.273
28615.438,9.153
28615.539,9.18
28615.641,9.213
28615.746,8.98
28615.848,9.253
28615.951,9.253
28615.979,8.993
28616.077,9.227
28616.179,9.007
28616.284,9.02
28616.388,9.32
28616.486,9.067
28616.672,9.113
28616.676,9.427
28616.768,9.28
28616.872,8.853
28616.994,9.28
28617.077,9.24
28617.179,9.207
28617.281,9.08
28617.384,9.08
28617.486,9.1
28617.588,8.873
28617.690,9.233
28617.800,9.087
28617.896,9.1
28617.998,9.0
28618.099,9.113
28618.193,9.0
28618.301,9.107
28618.411,9.293
28618.514,9.233
28618.612,8.76
28618.714,9.407
28618.834,9.307
28618.922,9.04
28619.021,9.053
28619.124,9.033
28619.244,8.947
28619.329,8.853
28619.431,8.94
28619.535,9.24
28619.569,9.213
28619.664,9.2
28619.762,9.127
28619.866,8.96
28619.964,9.033
28620.058,9.38
28620.161,9.107
28670.259,9.173
28670.376,9.3
28670.458,9.173
28670.558,9.08
28670.672,9.22
28670.763,9.14
28670.864,9.14
28670.967,9.267
28671.083,9.533
28671.179,9.06
28671.277,8.933
28671.379,9.093
28671.480,9.073
28671.582,9.22
28671.684,9.2
28671.788,9.047
28671.889,9.26
28671.991,9.253
28672.197,9.24
28672.198,9.293
28672.298,8.907
28672.402,9.253
28672.456,9.053
28672.607,8.9
28672.667,9.167
28672.810,9.107
28672.921,8.84
28673.016,8.94
28673.117,9.353
28673.185,9.22
28673.251,9.14
28673.434,9.087
28673.460,8.993
28673.559,9.107
28673.656,8.973
28673.755,9.327
28673.858,9.313
28674.040,8.94
28674.065,9.36
28674.166,9.22
28674.246,8.933
28674.346,9.093
28674.445,8.98
28674.551,8.993
28674.655,9.22
28674.759,9.173
28674.858,9.373
28674.958,9.187
28675.082,9.107
28675.170,9.24
28675.268,9.18
28675.372,9.073
28675.494,8.993
28675.575,8.853
28675.677,9.027
28675.780,9.347
28675.906,9.293
28676.009,9.22
28676.087,8.74
28676.190,8.853
28676.298,9.14
28676.395,9.307
28676.497,9.1
28676.601,9.26
28676.702,9.14
28676.803,9.273
28676.918,9.147
28676.937,9.153
28677.111,9.18
28677.143,9.367
28677.239,8.82
28677.355,9.147
28677.452,9.387
28677.548,9.24
28677.656,9.34
28677.752,9.233
28677.853,8.913
28677.955,9.16
28678.033,9.267
28678.137,9.54
28678.238,9.36
28678.348,9.027
28678.432,9.313
28678.545,9.193
28678.664,9.433
28678.757,9.54
28678.873,9.08
28678.955,9.033
28679.058,9.053
28679.168,9.313
28679.262,9.173
28679.329,8.76
28679.431,9.1
28679.535,9.24
28679.635,9.027
28679.738,9.34
28679.877,9.073
28679.949,9.387
28680.080,9.247
28680.184,9.327
28730.286,9.187
28730.388,8.913
28730.493,9.167
28730.595,9.18
28730.635,9.28
28730.798,9.313
28730.826,9.347
28730.928,9.007
28731.030,9.393
28731.130,9.127
28731.232,9.253
28731.334,9.313
28731.444,8.92
28731.542,9.1
28731.641,9.307
28731.741,9.433
28731.820,9.347
28731.924,9.14
28732.026,9.34
28732.132,8.987
28732.231,9.327
28732.334,9.453
28732.437,9.187
28732.546,9.12
28732.644,9.373
28732.746,9.087
28732.847,9.04
28732.949,9.027
28733.050,9.5
28733.167,9.267
28733.257,9.2
28733.359,9.207
28733.460,8.827
28733.577,9.3
28733.665,9.133
28733.768,9.133
28733.835,9.353
28733.942,9.313
28734.065,9.193
28734.177,9.073
28734.279,9.12
28734.381,9.107
28734.485,9.087
28734.513,9.173
28734.689,9.24
28734.717,9.22
28734.885,8.96
28734.926,8.973
28735.028,9.14
28735.126,9.127
28735.303,9.0
28735.331,9.06
28735.415,8.967
28735.513,9.16
28735.612,9.053
28735.713,8.787
28735.817,9.26
28735.918,9.267
28736.023,9.16
28736.122,9.327
28736.225,9.02
28736.330,8.973
28736.430,9.293
28736.533,9.147
28736.634,9.033
28736.739,9.053
28736.842,9.227
28736.942,9.213
28737.043,9.407
28737.148,9.287
28737.253,9.313
28737.352,8.833
28737.454,9.2
28737.592,9.113
28737.660,9.367
28737.760,9.227
28737.890,9.22
28737.987,8.927
28738.068,9.147
28738.170,9.013
28738.274,9.3
28738.311,9.287
28738.403,9.287
28738.502,8.987
28738.605,9.113
28738.706,9.027
28738.809,9.32
28738.911,9.287
28739.015,9.347
28739.116,9.393
28739.222,9.373
28739.320,9.087
28739.414,9.387
28739.502,9.233
28739.604,9.187
28739.706,9.273
28739.825,9.24
28739.912,9.24
28740.014,8.987
28740.118,9.087
28790.219,9.28
28790.320,9.273
28790.423,9.26
28790.526,9.227
28790.630,9.107
28790.730,8.987
28790.828,9.387
28790.937,9.36
28791.033,9.16
28791.155,9.407
28791.253,8.92
28791.344,8.973
28791.448,9.213
28791.553,9.267
28791.663,9.147
28791.693,8.9
28791.859,9.333
28792.001,9.013
28792.062,9.087
28792.088,9.187
28792.190,9.267
28792.293,9.413
28792.393,9.073
28792.497,9.407
28792.598,9.36
28792.779,9.247
28792.807,9.247
28792.905,9.167
28793.009,9.26
28793.090,8.933
28793.189,9.32
28793.291,9.3
28793.394,9.12
28793.501,9.127
28793.597,9.233
28793.701,9.413
28793.825,9.213
28793.912,9.267
28794.010,8.907
28794.111,9.327
28794.237,9.36
28794.314,9.347
28794.418,9.26
28794.485,9.18
28794.628,9.28
28794.701,9.22
28794.827,9.333
28794.930,9.34
28795.038,9.32
28795.136,9.3
28795.238,9.427
28795.338,9.107
28795.443,9.293
28795.543,8.96
28795.662,8.713
28795.680,9.147
28795.851,9.047
28795.877,8.933
28795.978,9.16
28796.098,9.127
28796.182,8.867
28796.285,9.073
28796.396,9.147
28796.493,9.213
28796.591,9.033
28796.699,8.987
28796.797,9.233
28796.876,9.107
28796.977,9.36
28797.079,9.113
28797.184,9.347
28797.284,9.147
28797.386,9.427
28797.523,8.867
28797.595,9.207
28797.694,9.34
28797.796,8.96
28797.911,9.12
28798.001,9.127
28798.106,9.3
28798.205,9.247
28798.309,9.387
28798.418,9.167
28798.516,9.113
28798.616,9.26
28798.737,9.167
28798.771,9.173
28798.922,8.913
28799.027,9.067
28799.085,9.313
28799.230,9.333
28799.336,9.2
28799.437,8.947
28799.537,9.053
28799.640,9.027
28799.748,9.18
28799.778,9.06
28799.868,8.88
28799.970,9.287
28800.070,9.267
28800.189,9.167
28850.286,9.187
28850.382,9.2
28850.484,9.033
28850.665,9.553
28850.667,9.4
28850.766,9.093
28850.877,8.987
28850.973,8.993
28851.072,9.173
28851.175,9.24
28851.284,9.12
28851.381,9.293
28851.483,9.027
28851.586,9.12
28851.688,9.233
28851.790,9.107
28851.909,9.267
28851.998,9.18
28852.098,9.047
28852.200,8.96
28852.320,9.287
28852.405,9.12
28852.506,8.98
28852.609,9.333
28852.713,9.46
28852.763,9.053
28852.916,9.133
28852.966,8.98
28853.122,8.88
28853.224,9.073
28853.273,9.16
28853.429,9.527
28853.459,8.893
28853.557,9.18
28853.656,9.167
28853.770,9.367
28853.863,9.067
28853.964,9.08
28854.065,9.213
28854.158,9.28
28854.255,9.44
28854.357,9.127
28854.453,9.313
28854.559,9.313
28854.659,9.4
28854.766,9.207
28854.861,9.427
28854.964,9.013
28855.068,8.827
28855.168,9.193
28855.271,9.167
28855.377,9.187
28855.500,9.3
28855.584,9.307
28855.682,9.173
28855.785,9.093
28855.885,9.047
28855.994,9.333
28856.092,9.08
28856.193,9.18
28856.320,9.293
28856.399,9.06
28856.500,9.093
28856.602,9.407
28856.706,8.727
28856.806,8.773
28856.858,8.96
28856.967,9.053
28857.114,9.193
28857.219,9.26
28857.244,9.1
28857.342,8.847
28857.445,9.2
28857.549,9.4
28857.651,9.287
28857.752,8.993
28857.856,9.247
28857.959,9.293
28858.062,9.067
28858.156,9.08
28858.246,9.08
28858.347,8.973
28858.447,9.107
28858.543,9.127
28858.651,9.173
28858.753,9.047
28858.856,8.927
28858.961,9.087
28859.061,9.1
28859.187,9.153
28859.266,9.06
28859.372,9.287
28859.470,9.06
28859.574,9.353
28859.675,9.287
28859.777,8.867
28859.879,9.08
28859.994,8.993
28860.084,9.267
28860.186,9.2
28910.290,9.113
28910.405,9.093
28910.501,9.187
28910.599,9.173
28910.699,8.967
28910.802,9.207
28910.904,9.18
28911.007,9.04
28911.035,8.867
28911.166,9.213
28911.236,8.953
28911.338,9.067
28911.440,9.027
28911.546,9.033
28911.645,9.48
28911.747,9.253
28911.833,9.267
28911.954,8.993
28912.031,9.233
28912.133,9.107
28912.239,9.14
28912.338,9.26
28912.440,9.087
28912.542,9.26
28912.645,9.28
28912.746,9.073
28912.868,9.387
28912.953,9.227
28913.055,9.08
28913.157,9.247
28913.260,9.027
28913.363,9.1
28913.462,9.02
28913.567,9.16
28913.668,9.3
28913.771,9.187
28913.875,9.1
28913.975,9.06
28914.081,9.247
28914.180,9.227
28914.286,9.207
28914.493,9.54
28914.497,9.22
28914.523,9.113
28914.693,9.22
28914.815,9.227
28914.898,9.093
28914.924,9.087
28915.024,9.22
28915.140,9.48
28915.232,9.233
28915.334,9.227
28915.434,9.02
28915.537,9.04
28915.643,9.093
28915.741,9.253
28915.841,9.32
28915.923,9.207
28916.025,9.0
28916.126,9.293
28916.243,9.227
28916.333,9.213
28916.465,9.287
28916.536,8.713
28916.654,9.093
28916.741,9.447
28916.842,9.447
28916.945,9.02
28917.049,9.067
28917.151,8.933
28917.253,9.247
28917.354,9.193
28917.458,9.307
28917.559,9.107
28917.661,8.667
28917.765,8.967
28917.867,9.273
28917.970,9.307
28918.080,9.167
28918.175,8.867
28918.277,8.94
28918.379,9.093
28918.491,9.247
28918.519,9.38
28918.613,9.007
28918.720,9.0
28918.814,9.207
28918.918,9.153
28919.020,9.3
28919.119,9.227
28919.223,9.207
28919.325,8.82
28919.427,9.047
28919.609,9.173
28919.611,9.067
28919.732,9.173
28919.813,9.373
28919.917,9.307
28920.016,9.173
28920.119,8.96
29210.224,9.0
29210.328,9.16
29210.427,8.947
29210.530,9.3
29210.650,9.12
29210.710,8.807
29210.838,9.42
29210.939,9.047
29211.064,8.993
29211.145,9.46
29211.246,8.847
29211.349,9.407
29211.457,9.08
29211.549,9.08
29211.656,9.013
29211.758,8.587
29211.868,9.2
29211.964,9.267
29212.065,9.193
29212.168,9.28
29212.271,9.133
29212.373,9.153
29212.402,9.267
29212.513,9.093
29212.603,9.013
29212.703,9.207
29212.805,9.22
29212.901,9.453
29213.106,9.013
29213.108,9.333
29213.225,9.307
29213.300,9.16
29213.398,9.08
29213.501,9.167
29213.601,9.12
29213.704,9.427
29213.808,9.38
29213.907,9.073
29214.011,8.92
29214.113,9.133
29214.216,8.94
29214.326,9.013
29214.416,8.94
29214.519,9.067
29214.627,9.36
29214.738,9.107
29214.836,9.14
29214.932,8.887
29215.037,9.14
29215.139,9.113
29215.239,9.293
29215.353,9.18
29215.444,8.773
29215.548,9.167
29215.650,9.34
29215.752,9.2
29215.855,9.253
29215.957,9.227
29216.059,9.073
29216.164,9.267
29216.264,9.32
29216.292,8.94
29216.390,9.18
29216.493,8.973
29216.599,9.26
29216.698,9.3
29216.802,9.427
29216.900,9.36
29216.989,9.267
29217.089,9.113
29217.186,9.307
29217.287,9.24
29217.391,9.16
29217.494,9.34
29217.595,9.0
29217.704,9.007
29217.800,9.14
29217.902,9.087
29218.005,9.307
29218.108,8.953
29218.217,9.0
29218.313,8.92
29218.415,9.247
29218.540,9.313
29218.619,9.06
29218.737,9.187
29218.825,8.76
29218.927,9.167
29219.029,9.28
29219.148,9.027
29219.234,9.24
29219.337,9.013
29219.433,9.207
29219.543,9.127
29219.644,8.793
29219.747,8.78
29219.849,9.14
29219.880,9.34
29219.977,9.153
29220.157,9.147
29270.256,9.207
29270.284,9.2
29270.383,9.167
29270.489,8.927
29270.599,9.167
29270.694,9.147
29270.793,9.367
29270.896,9.18
29270.987,9.36
29271.082,9.053
29271.178,9.1
29271.282,9.307
29271.385,9.0
29271.487,8.92
29271.592,9.0
29271.692,8.993
29271.793,9.187
29271.896,9.527
29271.998,9.22
29272.102,8.987
29272.203,9.087
29272.307,9.18
29272.412,9.253
29272.511,9.26
29272.613,9.12
29272.715,8.833
29272.825,9.007
29272.920,8.893
29273.024,9.2
29273.148,9.073
29273.228,9.093
29273.329,8.82
29273.433,8.973
29273.535,9.087
29273.636,9.273
29273.690,9.353
29273.842,9.073
29273.882,9.073
29273.971,9.133
29274.069,9.24
29274.174,9.16
29274.276,9.173
29274.377,9.18
29274.484,9.347
29274.582,9.38
29274.687,9.167
29274.764,8.853
29274.867,9.127
29274.984,9.413
29275.074,9.133
29275.174,9.22
29275.276,9.12
29275.396,9.04
29275.480,9.033
29275.583,9.247
29275.685,9.04
29275.789,8.893
29275.890,8.667
29275.992,9.08
29276.094,9.333
29276.198,9.26
29276.299,9.26
29276.401,8.653
29276.503,9.013
29276.607,9.08
29276.708,9.06
29276.822,9.293
29276.914,8.6
29277.016,8.833
29277.119,9.107
29277.233,9.227
29277.261,9.16
29277.440,8.867
29277.529,9.02
29277.557,9.1
29277.657,9.16
29277.757,9.153
29277.860,9.44
29277.962,9.027
29278.064,9.24
29278.165,9.307
29278.348,8.993
29278.374,9.313
29278.474,9.06
29278.575,9.12
29278.659,8.96
29278.758,9.093
29278.860,9.007
29278.961,9.067
29279.070,9.233
29279.168,9.413
29279.266,8.853
29279.395,9.28
29279.473,8.887
29279.577,8.773
29279.680,9.167
29279.780,8.96
29279.884,9.113
29279.986,8.947
29280.087,8.873
29280.174,9.26
29330.293,9.287
29330.395,9.22
29330.497,9.087
29330.599,8.813
29330.707,9.233
29330.804,8.973
29330.909,9.267
29331.010,9.093
29331.064,8.707
29331.174,8.86
29331.280,9.007
29331.378,8.987
29331.444,9.093
29331.545,9.34
29331.643,9.127
29331.751,9.107
29331.855,8.913
29331.967,9.207
29332.060,8.86
29332.160,9.06
29332.248,8.733
29332.341,8.927
29332.445,9.133
29332.546,9.127
29332.649,8.813
