Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:27:28.977,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.130, -87.149, -12.156, -55.907, 3.953, 38.740, 29.77,,,,,,,,,,,,,,,,
 17:27:29.076,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.130, -87.149, -12.156, -56.027, 3.873, 38.907, 29.76,,,,,,,,,,,,,,,,
 17:27:29.176,COM3,, 0.999, -0.057, 0.014, 0.000, 0.000, 0.000, -76.135, -87.149, -12.156, -56.067, 3.853, 38.793, 29.70,,,,,,,,,,,,,,,,
 17:27:29.278,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.130, -87.149, -12.156, -55.933, 3.987, 38.580, 29.79,,,,,,,,,,,,,,,,
 17:27:29.378,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.124, -87.149, -12.156, -55.947, 4.007, 38.693, 29.77,,,,,,,,,,,,,,,,
 17:27:29.504,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.119, -87.144, -12.156, -55.980, 3.980, 38.727, 29.74,,,,,,,,,,,,,,,,
 17:27:29.621,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.119, -87.144, -12.156, -55.967, 3.873, 38.820, 29.76,,,,,,,,,,,,,,,,
 17:27:29.665,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.124, -87.144, -12.156, -55.987, 3.940, 38.827, 29.74,,,,,,,,,,,,,,,,
 17:27:29.763,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.141, -87.144, -12.156, -55.933, 3.900, 38.927, 29.76,,,,,,,,,,,,,,,,
 17:27:29.876,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.152, -87.144, -12.156, -55.973, 3.893, 39.120, 29.77,,,,,,,,,,,,,,,,
 17:27:29.954,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.157, -87.149, -12.156, -56.033, 3.913, 39.120, 29.77,,,,,,,,,,,,,,,,
 17:27:30.060,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.163, -87.149, -12.156, -56.040, 3.840, 39.267, 29.77,,,,,,,,,,,,,,,,
 17:27:30.160,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.168, -87.149, -12.156, -55.953, 3.873, 39.333, 29.74,,,,,,,,,,,,,,,,
 17:27:30.258,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.157, -87.149, -12.156, -55.920, 3.860, 39.307, 29.76,,,,,,,,,,,,,,,,
 17:27:30.355,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.157, -87.149, -12.156, -55.960, 3.973, 39.053, 29.79,,,,,,,,,,,,,,,,
 17:27:30.474,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.163, -87.149, -12.156, -55.927, 3.960, 39.127, 29.71,,,,,,,,,,,,,,,,
 17:27:30.577,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.179, -87.149, -12.156, -56.013, 4.013, 38.707, 29.77,,,,,,,,,,,,,,,,
 17:27:30.675,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.207, -87.149, -12.156, -55.900, 3.973, 38.647, 29.74,,,,,,,,,,,,,,,,
 17:27:30.771,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.223, -87.149, -12.156, -55.953, 3.887, 38.813, 29.74,,,,,,,,,,,,,,,,
 17:27:30.871,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -56.080, 3.913, 38.613, 29.76,,,,,,,,,,,,,,,,
 17:27:30.972,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -56.073, 4.000, 38.700, 29.74,,,,,,,,,,,,,,,,
 17:27:31.090,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.234, -87.149, -12.156, -55.967, 3.893, 38.847, 29.77,,,,,,,,,,,,,,,,
 17:27:31.159,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -55.933, 3.833, 38.660, 29.77,,,,,,,,,,,,,,,,
 17:27:31.259,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.251, -87.149, -12.156, -55.987, 3.960, 38.867, 29.73,,,,,,,,,,,,,,,,
 17:27:31.358,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.245, -87.149, -12.156, -56.027, 3.907, 38.740, 29.74,,,,,,,,,,,,,,,,
 17:27:31.461,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.245, -87.149, -12.156, -55.980, 3.840, 38.600, 29.76,,,,,,,,,,,,,,,,
 17:27:31.574,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.234, -87.149, -12.156, -55.913, 3.900, 38.940, 29.77,,,,,,,,,,,,,,,,
 17:27:31.650,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -56.053, 3.953, 39.073, 29.74,,,,,,,,,,,,,,,,
 17:27:31.797,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.256, -87.149, -12.156, -56.040, 3.873, 39.287, 29.73,,,,,,,,,,,,,,,,
 17:27:31.851,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.262, -87.149, -12.156, -56.033, 3.820, 39.067, 29.74,,,,,,,,,,,,,,,,
 17:27:31.972,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.256, -87.149, -12.156, -55.867, 3.793, 38.847, 29.71,,,,,,,,,,,,,,,,
 17:27:32.071,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -55.973, 3.747, 39.087, 29.77,,,,,,,,,,,,,,,,
 17:27:32.194,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.234, -87.149, -12.156, -56.047, 3.940, 39.100, 29.77,,,,,,,,,,,,,,,,
 17:27:32.284,COM3,, 0.998, -0.057, 0.013, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -55.987, 3.807, 39.133, 29.74,,,,,,,,,,,,,,,,
 17:27:32.383,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.240, -87.149, -12.156, -56.047, 3.907, 38.993, 29.71,,,,,,,,,,,,,,,,
 17:27:32.462,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.245, -87.149, -12.156, -55.967, 3.973, 38.807, 29.73,,,,,,,,,,,,,,,,
 17:27:32.562,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.256, -87.149, -12.156, -55.927, 3.907, 38.960, 29.79,,,,,,,,,,,,,,,,
 17:27:32.654,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.262, -87.149, -12.156, -55.973, 3.893, 39.133, 29.73,,,,,,,,,,,,,,,,
 17:27:32.753,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.256, -87.149, -12.156, -56.020, 3.907, 39.020, 29.71,,,,,,,,,,,,,,,,
 17:27:32.885,COM3,, 0.998, -0.057, 0.013, 0.000, 0.000, 0.000, -76.256, -87.149, -12.156, -56.020, 3.807, 38.807, 29.73,,,,,,,,,,,,,,,,
 17:27:32.952,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.256, -87.155, -12.156, -55.993, 4.013, 38.493, 29.71,,,,,,,,,,,,,,,,
 17:27:33.051,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.251, -87.149, -12.156, -55.880, 3.860, 38.740, 29.73,,,,,,,,,,,,,,,,
 17:27:33.149,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.234, -87.149, -12.156, -55.913, 3.860, 38.900, 29.74,,,,,,,,,,,,,,,,
 17:27:33.249,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.212, -87.149, -12.156, -56.073, 3.967, 38.873, 29.76,,,,,,,,,,,,,,,,
 17:27:33.367,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.196, -87.149, -12.156, -55.993, 3.900, 39.000, 29.77,,,,,,,,,,,,,,,,
 17:27:33.447,COM3,, 0.998, -0.057, 0.014, 0.000, 0.000, 0.000, -76.196, -87.149, -12.156, -56.060, 4.060, 38.787, 29.74,,,,,,,,,,,,,,,,
 17:27:33.547,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.201, -87.149, -12.156, -56.013, 3.973, 38.847, 29.76,,,,,,,,,,,,,,,,
 17:27:33.688,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.196, -87.149, -12.156, -56.087, 3.867, 38.920, 29.81,,,,,,,,,,,,,,,,
 17:27:33.765,COM3,, 0.998, -0.057, 0.013, 0.000, 0.000, 0.000, -76.185, -87.149, -12.156, -56.113, 3.893, 38.960, 29.76,,,,,,,,,,,,,,,,
 17:27:33.865,COM3,, 0.999, -0.058, 0.014, 0.000, 0.000, 0.000, -76.196, -87.155, -12.156, -55.980, 3.853, 38.760, 29.73,,,,,,,,,,,,,,,,
 17:27:33.966,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.196, -87.155, -12.156, -55.913, 3.847, 38.840, 29.77,,,,,,,,,,,,,,,,
 17:27:34.056,COM3,, 0.998, -0.057, 0.013, 0.000, 0.000, 0.000, -76.207, -87.155, -12.156, -55.900, 3.893, 38.793, 29.74,,,,,,,,,,,,,,,,
 17:27:34.153,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.212, -87.155, -12.156, -55.960, 3.793, 39.053, 29.73,,,,,,,,,,,,,,,,
 17:27:34.251,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.218, -87.155, -12.156, -55.953, 3.907, 38.813, 29.74,,,,,,,,,,,,,,,,
 17:27:34.355,COM3,, 0.999, -0.058, 0.013, 0.000, 0.000, 0.000, -76.218, -87.155, -12.156, -55.960, 3.913, 38.753, 29.73,,,,,,,,,,,,,,,,
 17:27:34.448,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.212, -87.155, -12.156, -56.060, 3.847, 38.927, 29.77,,,,,,,,,,,,,,,,
 17:27:34.547,COM3,, 0.998, -0.058, 0.013, 0.000, 0.000, 0.000, -76.207, -87.155, -12.156, -55.907, 3.853, 38.687, 29.74,,,,,,,,,,,,,,,,
 17:27:34.647,COM3,, 0.999, -0.058, 0.015, 0.000, 0.000, 0.000, -76.218, -87.155, -12.156, -55.907, 3.780, 39.120, 29.76,,,,,,,,,,,,,,,,
 17:27:34.766,COM3,, 0.998, -0.058, 0.014, 0.000, 0.000, 0.000, -76.218, -87.155, -12.156, -56.027, 3.940, 38.840, 29.74,,,,,,,,,,,,,,,,
