Time,Angle Y
 22:40:30.150,-0.637
 22:40:30.236,-0.637
 22:40:30.346,-0.637
 22:40:30.442,-0.637
 22:40:30.527,-0.632
 22:40:30.625,-0.632
 22:40:30.739,-0.632
 22:40:30.835,-0.632
 22:40:30.932,-0.632
 22:40:31.030,-0.632
 22:40:31.150,-0.637
 22:40:31.246,-0.637
 22:40:31.347,-0.637
 22:40:31.469,-0.637
 22:40:31.563,-0.637
 22:40:31.686,-0.637
 22:40:31.760,-0.637
 22:40:31.860,-0.637
 22:40:31.962,-0.637
 22:40:32.057,-0.637
 22:40:32.159,-0.637
 22:40:32.297,-0.637
 22:40:32.371,-0.637
 22:40:32.474,-0.637
 22:40:32.576,-0.637
 22:40:32.682,-0.637
 22:40:32.783,-0.632
 22:40:32.895,-0.632
 22:40:32.989,-0.632
 22:40:33.017,-0.632
 22:40:33.190,-0.632
 22:40:33.218,-0.632
 22:40:33.330,-0.632
 22:40:33.430,-0.632
 22:40:33.527,-0.632
 22:40:33.629,-0.632
 22:40:33.736,-0.632
 22:40:33.836,-0.632
 22:40:33.913,-0.632
 22:40:34.019,-0.632
 22:40:34.127,-0.632
 22:40:34.215,-0.632
 22:40:34.316,-0.637
 22:40:34.420,-0.637
 22:40:34.522,-0.637
 22:40:34.617,-0.637
 22:40:34.731,-0.637
 22:40:34.841,-0.637
 22:40:34.937,-0.637
 22:40:35.034,-0.637
 22:40:35.144,-0.637
 22:40:35.240,-0.637
 22:40:35.342,-0.637
 22:40:35.467,-0.637
 22:40:35.559,-0.637
 22:40:35.653,-0.637
 22:40:35.750,-0.637
 22:40:35.878,-0.637
 22:40:35.956,-0.637
 22:40:36.060,-0.637
 22:40:36.201,-0.637
 22:40:36.273,-0.637
 22:40:36.368,-0.637
 22:40:36.476,-0.637
 22:40:36.579,-0.637
 22:40:36.609,-0.637
 22:40:36.705,-0.637
 22:40:36.884,-0.637
 22:40:36.912,-0.637
 22:40:37.014,-0.637
 22:40:37.113,-0.637
 22:40:37.215,-0.637
 22:40:37.304,-0.632
 22:40:37.418,-0.632
 22:40:37.516,-0.632
 22:40:37.617,-0.632
 22:40:37.715,-0.632
 22:40:37.823,-0.632
 22:40:37.923,-0.632
 22:40:38.040,-0.632
 22:40:38.120,-0.632
 22:40:38.224,-0.632
 22:40:38.344,-0.632
 22:40:38.419,-0.632
 22:40:38.521,-0.632
 22:40:38.621,-0.632
 22:40:38.721,-0.632
 22:40:38.820,-0.632
 22:40:38.924,-0.632
 22:40:39.028,-0.632
 22:40:39.143,-0.632
 22:40:39.231,-0.632
 22:40:39.333,-0.632
 22:40:39.436,-0.632
 22:40:39.553,-0.632
 22:40:39.653,-0.632
 22:40:39.749,-0.632
 22:40:39.847,-0.632
 22:40:39.948,-0.632
 22:40:40.050,-0.632
 22:40:40.154,-0.632
 22:40:40.255,-0.632
 22:40:40.359,-0.632
 22:40:40.481,-0.632
 22:40:40.519,-0.632
 22:40:40.666,-0.632
 22:40:40.696,-0.632
 22:40:40.794,-0.632
 22:40:40.908,-0.632
 22:40:41.001,-0.632
 22:40:41.099,-0.632
 22:40:41.201,-0.632
 22:40:41.297,-0.632
 22:40:41.414,-0.632
 22:40:41.508,-0.632
 22:40:41.612,-0.637
 22:40:41.716,-0.637
 22:40:41.795,-0.637
 22:40:41.899,-0.632
 22:40:41.997,-0.632
 22:40:42.104,-0.632
 22:40:42.202,-0.632
 22:40:42.304,-0.632
 22:40:42.398,-0.632
 22:40:42.519,-0.632
 22:40:42.615,-0.632
 22:40:42.713,-0.632
 22:40:42.817,-0.632
 22:40:42.925,-0.632
 22:40:43.028,-0.632
 22:40:43.132,-0.632
 22:40:43.228,-0.632
 22:40:43.335,-0.632
 22:40:43.439,-0.632
 22:40:43.553,-0.632
 22:40:43.642,-0.632
 22:40:43.746,-0.632
 22:40:43.848,-0.632
 22:40:43.964,-0.632
 22:40:44.045,-0.632
 22:40:44.145,-0.632
 22:40:44.251,-0.632
 22:40:44.287,-0.632
 22:40:44.454,-0.632
 22:40:44.484,-0.632
 22:40:44.584,-0.632
 22:40:44.688,-0.632
 22:40:44.785,-0.632
 22:40:44.889,-0.632
 22:40:44.989,-0.632
 22:40:45.093,-0.632
 22:40:45.194,-0.632
 22:40:45.298,-0.632
 22:40:45.390,-0.632
 22:40:45.502,-0.632
 22:40:45.583,-0.632
 22:40:45.685,-0.632
 22:40:45.801,-0.632
 22:40:45.886,-0.632
 22:40:46.010,-0.632
 22:40:46.124,-0.632
 22:40:46.197,-0.632
 22:40:46.300,-0.632
 22:40:46.401,-0.632
 22:40:46.502,-0.632
 22:40:46.605,-0.632
 22:40:46.709,-0.632
 22:40:46.811,-0.632
 22:40:46.904,-0.632
 22:40:47.016,-0.632
 22:40:47.116,-0.632
 22:40:47.228,-0.632
 22:40:47.321,-0.632
 22:40:47.425,-0.632
 22:40:47.527,-0.632
 22:40:47.639,-0.632
 22:40:47.735,-0.632
 22:40:47.833,-0.632
 22:40:47.937,-0.632
 22:40:48.036,-0.632
 22:40:48.140,-0.632
 22:40:48.172,-0.632
 22:40:48.328,-0.632
 22:40:48.449,-0.632
 22:40:48.477,-0.632
 22:40:48.575,-0.632
 22:40:48.697,-0.632
 22:40:48.784,-0.632
 22:40:48.880,-0.632
 22:40:48.978,-0.632
 22:40:49.088,-0.632
 22:40:49.171,-0.632
 22:40:49.273,-0.632
 22:40:49.399,-0.632
 22:40:49.477,-0.632
 22:40:49.587,-0.632
 22:40:49.691,-0.632
 22:40:49.799,-0.632
 22:40:49.891,-0.632
 22:40:49.991,-0.632
 22:40:50.089,-0.632
 22:40:50.197,-0.632
 22:40:50.301,-0.632
 22:40:50.398,-0.632
 22:40:50.504,-0.632
 22:40:50.606,-0.632
 22:40:50.710,-0.632
 22:40:50.811,-0.632
 22:40:50.911,-0.632
 22:40:51.015,-0.632
 22:40:51.113,-0.632
 22:40:51.220,-0.632
 22:40:51.316,-0.632
 22:40:51.418,-0.632
 22:40:51.519,-0.632
 22:40:51.635,-0.632
 22:40:51.725,-0.632
 22:40:51.827,-0.632
 22:40:51.930,-0.632
 22:40:52.048,-0.632
 22:40:52.078,-0.632
 22:40:52.164,-0.632
 22:40:52.373,-0.632
 22:40:52.449,-0.632
 22:40:52.477,-0.632
 22:40:52.575,-0.632
 22:40:52.670,-0.632
 22:40:52.762,-0.637
 22:40:52.882,-0.637
 22:40:52.980,-0.637
 22:40:53.079,-0.632
 22:40:53.181,-0.637
 22:40:53.261,-0.637
 22:40:53.366,-0.637
 22:40:53.475,-0.637
 22:40:53.567,-0.632
 22:40:53.674,-0.632
 22:40:53.800,-0.632
 22:40:53.887,-0.637
 22:40:53.977,-0.632
 22:40:54.081,-0.637
 22:40:54.181,-0.632
 22:40:54.285,-0.632
 22:40:54.410,-0.632
 22:40:54.490,-0.632
 22:40:54.592,-0.632
 22:40:54.687,-0.632
 22:40:54.798,-0.632
 22:40:54.901,-0.632
 22:40:55.014,-0.632
 22:40:55.087,-0.632
 22:40:55.208,-0.632
 22:40:55.315,-0.632
 22:40:55.413,-0.632
 22:40:55.533,-0.632
 22:40:55.605,-0.632
 22:40:55.723,-0.632
 22:40:55.752,-0.632
 22:40:55.924,-0.632
 22:40:55.951,-0.632
 22:40:56.071,-0.632
 22:40:56.155,-0.632
 22:40:56.253,-0.632
 22:40:56.351,-0.632
 22:40:56.448,-0.632
 22:40:56.550,-0.632
 22:40:56.662,-0.632
 22:40:56.754,-0.632
 22:40:56.852,-0.632
 22:40:56.950,-0.632
 22:40:57.058,-0.632
 22:40:57.151,-0.632
 22:40:57.284,-0.632
 22:40:57.365,-0.632
 22:40:57.468,-0.632
 22:40:57.569,-0.632
 22:40:57.693,-0.632
 22:40:57.774,-0.632
 22:40:57.886,-0.632
 22:40:57.974,-0.632
 22:40:58.078,-0.632
 22:40:58.178,-0.632
 22:40:58.296,-0.632
 22:40:58.389,-0.632
 22:40:58.488,-0.632
 22:40:58.547,-0.632
 22:40:58.691,-0.632
 22:40:58.753,-0.632
 22:40:58.853,-0.632
 22:40:58.957,-0.632
 22:40:59.098,-0.632
 22:40:59.204,-0.632
 22:40:59.242,-0.632
 22:40:59.405,-0.632
 22:40:59.443,-0.632
 22:40:59.542,-0.632
 22:40:59.641,-0.632
 22:40:59.748,-0.632
 22:40:59.844,-0.632
 22:40:59.944,-0.632
 22:41:00.044,-0.632
 22:41:00.158,-0.632
 22:41:00.255,-0.632
 22:41:00.351,-0.632
 22:41:00.458,-0.632
 22:41:00.538,-0.632
 22:41:00.660,-0.632
 22:41:00.736,-0.632
 22:41:00.842,-0.632
 22:41:00.942,-0.632
 22:41:01.045,-0.632
 22:41:01.145,-0.632
 22:41:01.257,-0.632
 22:41:01.350,-0.632
 22:41:01.472,-0.632
 22:41:01.561,-0.632
 22:41:01.674,-0.632
 22:41:01.759,-0.632
 22:41:01.862,-0.632
 22:41:01.970,-0.632
 22:41:02.091,-0.632
 22:41:02.168,-0.632
 22:41:02.295,-0.632
 22:41:02.383,-0.632
 22:41:02.479,-0.632
 22:41:02.539,-0.632
 22:41:02.682,-0.632
 22:41:02.785,-0.632
 22:41:02.848,-0.632
 22:41:02.957,-0.632
 22:41:03.065,-0.632
 22:41:03.131,-0.632
 22:41:03.231,-0.632
 22:41:03.333,-0.632
 22:41:03.500,-0.632
 22:41:03.610,-0.632
 22:41:03.636,-0.632
 22:41:03.734,-0.632
 22:41:03.837,-0.632
 22:41:03.943,-0.632
 22:41:04.039,-0.632
 22:41:04.132,-0.632
 22:41:04.250,-0.632
 22:41:04.326,-0.632
 22:41:04.432,-0.632
 22:41:04.543,-0.632
 22:41:04.634,-0.632
 22:41:04.734,-0.632
 22:41:04.832,-0.632
 22:41:04.936,-0.632
 22:41:05.037,-0.632
 22:41:05.141,-0.632
 22:41:05.233,-0.632
 22:41:05.344,-0.632
 22:41:05.447,-0.632
 22:41:05.548,-0.632
 22:41:05.650,-0.632
 22:41:05.753,-0.632
 22:41:05.861,-0.632
 22:41:05.970,-0.632
 22:41:06.062,-0.632
 22:41:06.162,-0.632
 22:41:06.265,-0.632
 22:41:06.382,-0.632
 22:41:06.477,-0.637
 22:41:06.576,-0.637
 22:41:06.678,-0.637
 22:41:06.782,-0.637
 22:41:06.831,-0.637
 22:41:07.003,-0.637
 22:41:07.087,-0.632
 22:41:07.143,-0.632
 22:41:07.250,-0.632
 22:41:07.327,-0.632
 22:41:07.494,-0.632
 22:41:07.522,-0.632
 22:41:07.629,-0.632
 22:41:07.723,-0.637
 22:41:07.831,-0.637
 22:41:07.932,-0.637
 22:41:08.033,-0.637
 22:41:08.133,-0.637
 22:41:08.218,-0.637
 22:41:08.317,-0.637
 22:41:08.414,-0.637
 22:41:08.542,-0.637
 22:41:08.621,-0.632
 22:41:08.722,-0.632
 22:41:08.826,-0.632
 22:41:08.928,-0.632
 22:41:09.032,-0.637
 22:41:09.132,-0.637
 22:41:09.235,-0.632
 22:41:09.344,-0.632
 22:41:09.442,-0.632
 22:41:09.545,-0.632
 22:41:09.644,-0.632
 22:41:09.755,-0.632
 22:41:09.854,-0.632
 22:41:09.953,-0.632
 22:41:10.056,-0.632
 22:41:10.155,-0.632
 22:41:10.258,-0.632
 22:41:10.384,-0.632
 22:41:10.470,-0.632
 22:41:10.573,-0.632
 22:41:10.677,-0.632
 22:41:10.791,-0.632
 22:41:10.873,-0.632
 22:41:11.008,-0.632
 22:41:11.011,-0.632
 22:41:11.114,-0.632
 22:41:11.208,-0.632
 22:41:11.308,-0.632
 22:41:11.418,-0.632
 22:41:11.519,-0.632
 22:41:11.625,-0.632
 22:41:11.722,-0.632
 22:41:11.900,-0.632
 22:41:11.928,-0.632
 22:41:12.025,-0.632
 22:41:12.105,-0.632
 22:41:12.217,-0.632
 22:41:12.308,-0.632
 22:41:12.410,-0.632
 22:41:12.511,-0.632
 22:41:12.629,-0.632
 22:41:12.725,-0.632
 22:41:12.822,-0.632
 22:41:12.923,-0.632
 22:41:13.025,-0.632
 22:41:13.112,-0.632
 22:41:13.228,-0.632
 22:41:13.319,-0.632
 22:41:13.404,-0.632
 22:41:13.527,-0.632
 22:41:13.616,-0.632
 22:41:13.739,-0.632
 22:41:13.844,-0.632
 22:41:13.948,-0.632
 22:41:14.057,-0.632
 22:41:14.153,-0.632
 22:41:14.254,-0.632
 22:41:14.385,-0.632
 22:41:14.467,-0.632
 22:41:14.499,-0.632
 22:41:14.597,-0.632
 22:41:14.764,-0.632
 22:41:14.866,-0.632
 22:41:14.998,-0.632
 22:41:15.002,-0.632
 22:41:15.098,-0.632
 22:41:15.199,-0.632
 22:41:15.304,-0.632
 22:41:15.407,-0.632
 22:41:15.525,-0.632
 22:41:15.615,-0.632
 22:41:15.694,-0.632
 22:41:15.814,-0.632
 22:41:15.914,-0.632
 22:41:16.017,-0.632
 22:41:16.094,-0.632
 22:41:16.197,-0.632
 22:41:16.305,-0.632
 22:41:16.406,-0.632
 22:41:16.508,-0.632
 22:41:16.627,-0.632
 22:41:16.714,-0.632
 22:41:16.814,-0.632
 22:41:16.914,-0.632
 22:41:17.039,-0.632
 22:41:17.106,-0.632
 22:41:17.190,-0.632
 22:41:17.292,-0.632
 22:41:17.399,-0.632
 22:41:17.502,-0.632
 22:41:17.636,-0.632
 22:41:17.744,-0.632
 22:41:17.868,-0.632
 22:41:17.942,-0.632
 22:41:18.050,-0.632
 22:41:18.152,-0.632
 22:41:18.256,-0.632
 22:41:18.351,-0.632
 22:41:18.465,-0.632
 22:41:18.558,-0.632
 22:41:18.586,-0.632
 22:41:18.686,-0.632
 22:41:18.788,-0.632
 22:41:18.899,-0.632
 22:41:18.996,-0.632
 22:41:19.092,-0.632
 22:41:19.200,-0.632
 22:41:19.301,-0.632
 22:41:19.396,-0.632
 22:41:19.501,-0.632
 22:41:19.600,-0.632
 22:41:19.704,-0.632
 22:41:19.812,-0.632
 22:41:19.884,-0.632
 22:41:20.007,-0.632
 22:41:20.101,-0.632
 22:41:20.197,-0.632
 22:41:20.303,-0.632
 22:41:20.396,-0.632
 22:41:20.498,-0.632
 22:41:20.604,-0.632
 22:41:20.714,-0.632
 22:41:20.813,-0.632
 22:41:20.911,-0.632
 22:41:21.037,-0.632
 22:41:21.116,-0.632
 22:41:21.221,-0.632
 22:41:21.343,-0.632
 22:41:21.419,-0.632
 22:41:21.522,-0.632
 22:41:21.626,-0.632
 22:41:21.729,-0.632
 22:41:21.796,-0.632
 22:41:21.932,-0.632
 22:41:22.042,-0.632
 22:41:22.142,-0.632
 22:41:22.239,-0.632
 22:41:22.373,-0.632
 22:41:22.377,-0.632
 22:41:22.552,-0.632
 22:41:22.581,-0.632
 22:41:22.678,-0.637
 22:41:22.774,-0.637
 22:41:22.874,-0.637
 22:41:22.980,-0.632
 22:41:23.084,-0.632
 22:41:23.180,-0.637
 22:41:23.289,-0.637
 22:41:23.388,-0.637
 22:41:23.485,-0.637
 22:41:23.610,-0.637
 22:41:23.681,-0.637
 22:41:23.778,-0.632
 22:41:23.882,-0.632
 22:41:24.010,-0.632
 22:41:24.082,-0.632
 22:41:24.187,-0.637
 22:41:24.292,-0.637
 22:41:24.392,-0.632
 22:41:24.500,-0.632
 22:41:24.604,-0.632
 22:41:24.713,-0.632
 22:41:24.802,-0.632
 22:41:24.935,-0.632
 22:41:25.015,-0.637
 22:41:25.124,-0.637
 22:41:25.218,-0.637
 22:41:25.323,-0.637
 22:41:25.418,-0.637
 22:41:25.521,-0.637
 22:41:25.623,-0.637
 22:41:25.724,-0.637
 22:41:25.823,-0.637
 22:41:25.926,-0.637
 22:41:26.031,-0.637
 22:41:26.131,-0.637
 22:41:26.235,-0.637
 22:41:26.336,-0.637
 22:41:26.365,-0.637
 22:41:26.549,-0.637
 22:41:26.568,-0.637
 22:41:26.667,-0.637
 22:41:26.769,-0.637
 22:41:26.871,-0.637
 22:41:26.985,-0.637
 22:41:27.083,-0.637
 22:41:27.184,-0.637
 22:41:27.285,-0.637
 22:41:27.367,-0.637
 22:41:27.463,-0.637
 22:41:27.566,-0.637
 22:41:27.669,-0.637
 22:41:27.762,-0.637
 22:41:27.864,-0.637
 22:41:27.964,-0.637
 22:41:28.064,-0.637
 22:41:28.183,-0.637
 22:41:28.281,-0.632
 22:41:28.389,-0.637
 22:41:28.489,-0.637
 22:41:28.595,-0.637
 22:41:28.697,-0.637
 22:41:28.799,-0.637
 22:41:28.898,-0.637
 22:41:28.999,-0.637
 22:41:29.122,-0.637
 22:41:29.214,-0.637
 22:41:29.311,-0.637
 22:41:29.409,-0.637
 22:41:29.509,-0.637
 22:41:29.620,-0.637
 22:41:29.721,-0.637
 22:41:29.822,-0.632
 22:41:29.858,-0.632
 22:41:30.024,-0.632
 22:41:30.055,-0.632
 22:41:30.234,-0.632
 22:41:30.265,-0.632
 22:41:30.353,-0.632
 22:41:30.459,-0.632
 22:41:30.561,-0.637
 22:41:30.661,-0.637
 22:41:30.762,-0.637
 22:41:30.867,-0.637
 22:41:30.960,-0.637
 22:41:31.070,-0.637
 22:41:31.152,-0.637
 22:41:31.281,-0.637
 22:41:31.373,-0.637
 22:41:31.465,-0.632
 22:41:31.563,-0.632
 22:41:31.670,-0.637
 22:41:31.771,-0.637
 22:41:31.869,-0.637
 22:41:31.970,-0.637
 22:41:32.102,-0.637
 22:41:32.182,-0.637
 22:41:32.278,-0.637
 22:41:32.379,-0.637
 22:41:32.482,-0.637
 22:41:32.583,-0.632
 22:41:32.685,-0.632
 22:41:32.821,-0.632
 22:41:32.896,-0.632
 22:41:32.991,-0.637
 22:41:33.093,-0.637
 22:41:33.208,-0.637
 22:41:33.306,-0.637
 22:41:33.407,-0.637
 22:41:33.503,-0.637
 22:41:33.607,-0.637
 22:41:33.709,-0.637
 22:41:33.810,-0.637
 22:41:33.898,-0.637
 22:41:33.942,-0.637
 22:41:34.122,-0.637
 22:41:34.150,-0.632
 22:41:34.324,-0.632
 22:41:34.352,-0.632
 22:41:34.451,-0.632
 22:41:34.555,-0.632
 22:41:34.663,-0.632
 22:41:34.762,-0.632
 22:41:34.863,-0.632
 22:41:34.938,-0.632
 22:41:35.070,-0.632
 22:41:35.143,-0.632
 22:41:35.246,-0.632
 22:41:35.370,-0.632
 22:41:35.461,-0.632
 22:41:35.557,-0.632
 22:41:35.663,-0.632
 22:41:35.782,-0.632
 22:41:35.863,-0.632
 22:41:35.960,-0.632
 22:41:36.064,-0.632
 22:41:36.173,-0.632
 22:41:36.268,-0.632
 22:41:36.372,-0.632
 22:41:36.474,-0.632
 22:41:36.582,-0.632
 22:41:36.645,-0.632
 22:41:36.748,-0.632
 22:41:36.856,-0.632
 22:41:36.985,-0.632
 22:41:37.089,-0.632
 22:41:37.207,-0.632
 22:41:37.296,-0.632
 22:41:37.398,-0.637
 22:41:37.502,-0.637
 22:41:37.619,-0.637
 22:41:37.707,-0.637
 22:41:37.735,-0.637
 22:41:37.832,-0.637
 22:41:37.942,-0.637
 22:41:38.042,-0.637
 22:41:38.144,-0.637
 22:41:38.246,-0.637
 22:41:38.348,-0.637
 22:41:38.446,-0.637
 22:41:38.554,-0.637
 22:41:38.633,-0.637
 22:41:38.731,-0.632
 22:41:38.838,-0.637
 22:41:38.936,-0.637
 22:41:39.044,-0.637
 22:41:39.138,-0.637
 22:41:39.241,-0.632
 22:41:39.345,-0.632
 22:41:39.457,-0.632
 22:41:39.576,-0.632
 22:41:39.651,-0.632
 22:41:39.751,-0.632
 22:41:39.859,-0.632
 22:41:39.955,-0.632
 22:41:40.058,-0.632
 22:41:40.146,-0.632
 22:41:40.265,-0.637
 22:41:40.366,-0.637
 22:41:40.470,-0.637
 22:41:40.571,-0.637
 22:41:40.674,-0.637
 22:41:40.792,-0.637
 22:41:40.882,-0.637
 22:41:40.943,-0.637
 22:41:41.049,-0.637
 22:41:41.175,-0.637
 22:41:41.294,-0.637
 22:41:41.322,-0.637
 22:41:41.493,-0.637
 22:41:41.520,-0.637
 22:41:41.699,-0.637
 22:41:41.728,-0.637
 22:41:41.830,-0.637
 22:41:41.926,-0.637
 22:41:42.033,-0.637
 22:41:42.133,-0.637
 22:41:42.233,-0.637
 22:41:42.323,-0.637
 22:41:42.421,-0.637
 22:41:42.522,-0.637
 22:41:42.620,-0.637
 22:41:42.727,-0.637
 22:41:42.855,-0.637
 22:41:42.927,-0.637
 22:41:43.033,-0.637
 22:41:43.131,-0.632
 22:41:43.238,-0.632
 22:41:43.336,-0.637
 22:41:43.454,-0.637
 22:41:43.543,-0.632
 22:41:43.642,-0.632
 22:41:43.744,-0.632
 22:41:43.867,-0.632
 22:41:43.954,-0.637
 22:41:44.052,-0.637
 22:41:44.155,-0.637
 22:41:44.261,-0.637
 22:41:44.361,-0.637
 22:41:44.461,-0.637
 22:41:44.568,-0.637
 22:41:44.670,-0.637
 22:41:44.770,-0.637
 22:41:44.875,-0.637
 22:41:44.978,-0.637
 22:41:45.084,-0.637
 22:41:45.112,-0.637
 22:41:45.211,-0.637
 22:41:45.317,-0.632
 22:41:45.417,-0.632
 22:41:45.516,-0.632
 22:41:45.617,-0.632
 22:41:45.727,-0.632
 22:41:45.819,-0.637
 22:41:45.927,-0.637
 22:41:46.028,-0.637
 22:41:46.128,-0.637
 22:41:46.227,-0.637
 22:41:46.309,-0.637
 22:41:46.412,-0.637
 22:41:46.514,-0.637
 22:41:46.614,-0.637
 22:41:46.713,-0.637
 22:41:46.806,-0.637
 22:41:46.926,-0.637
 22:41:47.026,-0.637
 22:41:47.130,-0.637
 22:41:47.227,-0.637
 22:41:47.334,-0.637
 22:41:47.432,-0.637
 22:41:47.541,-0.637
 22:41:47.641,-0.637
 22:41:47.743,-0.637
 22:41:47.864,-0.637
 22:41:47.942,-0.632
 22:41:48.074,-0.632
 22:41:48.147,-0.632
 22:41:48.231,-0.632
 22:41:48.352,-0.632
 22:41:48.455,-0.632
 22:41:48.558,-0.632
 22:41:48.601,-0.637
 22:41:48.764,-0.637
 22:41:48.866,-0.637
 22:41:48.970,-0.637
 22:41:49.007,-0.632
 22:41:49.104,-0.632
 22:41:49.203,-0.632
 22:41:49.299,-0.632
 22:41:49.403,-0.632
 22:41:49.501,-0.632
 22:41:49.610,-0.632
 22:41:49.702,-0.632
 22:41:49.812,-0.632
 22:41:49.918,-0.632
 22:41:50.016,-0.632
 22:41:50.114,-0.632
 22:41:50.225,-0.632
 22:41:50.298,-0.632
 22:41:50.403,-0.632
 22:41:50.517,-0.632
 22:41:50.604,-0.632
 22:41:50.707,-0.632
 22:41:50.812,-0.632
 22:41:50.917,-0.632
 22:41:51.020,-0.632
 22:41:51.123,-0.632
 22:41:51.221,-0.632
 22:41:51.320,-0.632
 22:41:51.425,-0.632
 22:41:51.540,-0.632
 22:41:51.633,-0.632
 22:41:51.735,-0.632
 22:41:51.841,-0.632
 22:41:51.951,-0.632
 22:41:52.051,-0.632
 22:41:52.148,-0.632
 22:41:52.275,-0.632
 22:41:52.349,-0.632
 22:41:52.454,-0.632
 22:41:52.559,-0.632
 22:41:52.661,-0.632
 22:41:52.768,-0.632
 22:41:52.799,-0.632
 22:41:52.896,-0.632
 22:41:53.065,-0.632
 22:41:53.094,-0.632
 22:41:53.191,-0.632
 22:41:53.293,-0.632
 22:41:53.402,-0.632
 22:41:53.503,-0.632
 22:41:53.602,-0.632
 22:41:53.703,-0.632
 22:41:53.815,-0.632
 22:41:53.888,-0.632
 22:41:53.986,-0.632
 22:41:54.087,-0.632
 22:41:54.205,-0.632
 22:41:54.302,-0.632
 22:41:54.400,-0.632
 22:41:54.503,-0.632
 22:41:54.600,-0.632
 22:41:54.703,-0.632
 22:41:54.804,-0.632
 22:41:54.916,-0.632
 22:41:55.035,-0.632
 22:41:55.093,-0.632
 22:41:55.221,-0.632
 22:41:55.304,-0.632
 22:41:55.389,-0.632
 22:41:55.510,-0.632
 22:41:55.626,-0.632
 22:41:55.699,-0.632
 22:41:55.820,-0.632
 22:41:55.950,-0.632
 22:41:56.018,-0.632
 22:41:56.138,-0.632
 22:41:56.236,-0.632
 22:41:56.362,-0.632
 22:41:56.443,-0.632
 22:41:56.544,-0.632
 22:41:56.647,-0.632
 22:41:56.685,-0.632
 22:41:56.780,-0.632
 22:41:56.880,-0.632
 22:41:56.977,-0.632
 22:41:57.083,-0.632
 22:41:57.187,-0.632
 22:41:57.284,-0.632
 22:41:57.389,-0.632
 22:41:57.492,-0.632
 22:41:57.591,-0.632
 22:41:57.674,-0.632
 22:41:57.787,-0.632
 22:41:57.880,-0.632
 22:41:57.979,-0.632
 22:41:58.082,-0.632
 22:41:58.199,-0.632
 22:41:58.295,-0.632
 22:41:58.394,-0.632
 22:41:58.494,-0.632
 22:41:58.578,-0.632
 22:41:58.697,-0.632
 22:41:58.796,-0.632
 22:41:58.890,-0.632
 22:41:58.975,-0.632
 22:41:59.105,-0.632
 22:41:59.201,-0.637
 22:41:59.317,-0.637
 22:41:59.417,-0.637
 22:41:59.522,-0.637
 22:41:59.627,-0.637
 22:41:59.704,-0.637
 22:41:59.829,-0.637
 22:41:59.925,-0.632
 22:42:00.010,-0.632
 22:42:00.130,-0.632
 22:42:00.229,-0.632
 22:42:00.324,-0.632
