Time Lapsed,Magnetic field Z
4381.682,17.38
4381.724,17.28
4381.822,17.14
4381.994,17.26
4382.030,17.333
4382.119,17.4
4382.221,17.48
4382.324,17.28
4382.422,17.407
4382.528,17.24
4382.631,17.627
4382.719,17.373
4382.826,17.453
4382.929,17.333
4383.030,17.573
4383.116,17.387
4383.219,17.213
4383.315,17.32
4383.425,17.46
4383.521,17.373
4383.660,17.627
4383.719,17.46
4383.841,17.44
4383.944,17.34
4384.040,17.227
4384.148,17.433
4384.244,17.4
4384.354,17.433
4384.452,17.48
4384.555,16.84
4384.665,17.493
4384.758,17.12
4384.863,17.213
4384.969,17.36
4385.077,17.013
4385.175,17.36
4385.270,17.5
4385.371,17.4
4385.472,17.507
4385.577,17.233
4385.679,17.56
4385.709,17.42
4385.815,17.707
4385.910,17.54
4386.010,17.433
4386.190,17.287
4386.219,17.247
4386.319,17.493
4386.420,17.327
4386.527,17.507
4386.626,17.347
4676.724,17.393
4676.822,17.453
4676.908,17.34
4677.010,17.46
4677.114,17.38
4677.236,17.327
4677.324,17.733
4677.420,17.247
4677.523,17.3
4677.604,17.453
4677.716,17.127
4677.829,17.307
4677.915,17.507
4678.021,17.54
4678.123,17.287
4678.224,17.353
4678.304,17.46
4678.403,17.42
4678.548,17.747
4678.618,17.38
4678.751,17.0
4678.824,17.44
4678.947,17.213
4679.028,17.28
4679.099,17.107
4679.263,17.107
4679.364,17.42
4679.459,17.54
4679.508,17.52
4679.677,17.387
4679.707,17.14
4679.810,17.213
4679.913,17.32
4680.010,17.367
4680.111,17.553
4680.214,17.46
4680.310,17.193
4680.413,17.213
4680.498,17.333
4680.594,17.447
4680.694,17.56
4680.805,17.087
4680.913,16.967
4681.008,17.507
4681.106,17.6
4681.214,17.42
4681.324,17.467
4681.420,17.32
4681.521,17.387
4681.616,17.287
4681.722,17.367
4681.824,17.68
4681.949,17.227
4682.013,17.093
4682.133,17.353
4682.233,17.42
4682.331,17.293
4682.400,16.953
4682.508,17.2
4682.641,17.393
4682.711,17.167
4682.854,17.34
4682.927,17.12
4683.070,17.54
4683.189,17.74
4683.190,17.513
4683.373,17.367
4683.402,17.373
4683.486,17.16
4683.601,17.287
4683.697,17.527
4683.793,17.34
4683.896,17.42
4683.991,17.273
4684.089,17.313
4684.185,17.233
4684.290,17.447
4684.385,17.54
4684.493,17.467
4684.589,17.393
4684.699,17.3
4684.797,17.46
4684.902,17.213
4684.998,17.06
4685.099,17.133
4685.202,17.333
4685.320,17.353
4685.407,17.36
4685.510,17.373
4685.618,17.027
4685.734,17.173
4685.815,17.147
4685.918,17.513
4686.021,17.54
4686.126,17.547
4686.226,16.933
4686.332,17.5
4686.423,17.327
4686.535,17.127
4686.635,17.38
4736.738,17.28
4736.839,17.32
4736.945,17.607
4737.054,17.62
4737.082,17.673
4737.185,17.367
4737.282,17.173
4737.383,17.24
4737.484,17.553
4737.574,17.547
4737.690,17.453
4737.792,17.327
4737.896,17.347
4737.994,17.467
4738.074,17.4
4738.189,17.427
4738.275,17.227
4738.376,17.427
4738.479,17.3
4738.574,17.307
4738.687,17.4
4738.788,17.247
4738.896,17.307
4738.996,17.16
4739.074,17.587
4739.197,17.267
4739.304,17.107
4739.432,17.607
4739.506,17.613
4739.609,17.387
4739.707,17.587
4739.802,17.487
4739.910,17.187
4740.015,17.44
4740.099,17.487
4740.222,17.267
4740.320,17.187
4740.422,17.073
4740.525,17.267
4740.630,17.26
4740.726,17.38
4740.766,17.3
4740.937,17.453
4740.964,17.213
4741.064,17.24
4741.167,17.293
4741.271,17.307
4741.369,17.307
4741.479,17.347
4741.569,17.527
4741.680,17.327
4741.782,17.547
4741.883,17.54
4741.962,17.273
4742.062,17.393
4742.170,17.4
4742.273,17.513
4742.375,17.587
4742.474,17.34
4742.576,17.333
4742.670,17.613
4742.778,17.44
4742.864,17.293
4742.984,17.04
4743.087,17.34
4743.175,17.433
4743.278,17.387
4743.364,17.467
4743.466,17.0
4743.570,17.3
4743.673,17.273
4743.819,17.193
4743.885,17.347
4744.010,17.107
4744.111,17.3
4744.219,17.4
4744.322,17.653
4744.418,17.547
4744.510,17.127
4744.554,17.28
4744.650,17.26
4744.755,17.233
4744.935,17.56
4744.962,17.293
4745.060,17.247
4745.158,17.72
4745.268,17.353
4745.371,17.4
4745.469,17.393
4745.567,17.453
4745.657,17.64
4745.753,17.327
4745.856,17.393
4745.954,17.187
4746.059,17.38
4746.160,17.367
4746.258,17.42
4746.347,17.513
4746.466,17.327
4746.567,17.133
4746.670,17.533
4796.760,17.32
4796.881,17.453
4796.979,17.407
4797.084,17.187
4797.182,17.187
4797.292,17.373
4797.388,17.46
4797.494,17.407
4797.594,17.013
4797.697,17.26
4797.817,17.467
4797.898,17.373
4798.005,17.387
4798.106,17.48
4798.231,17.327
4798.312,17.533
4798.373,17.333
4798.449,17.04
4798.552,17.493
4798.646,16.987
4798.756,17.387
4798.858,17.487
4798.949,17.527
4799.050,17.507
4799.150,17.16
4799.250,17.393
4799.361,17.28
4799.442,17.54
4799.538,17.687
4799.653,17.473
4799.743,17.087
4799.839,17.333
4799.942,17.353
4800.067,17.467
4800.160,17.633
4800.256,17.22
4800.356,17.453
4800.461,17.287
4800.562,17.54
4800.663,17.5
4800.773,17.207
4800.876,17.347
4800.972,17.58
4801.081,17.353
4801.182,17.427
4801.280,17.32
4801.332,17.287
4801.493,17.24
4801.592,17.293
4801.694,17.333
4801.790,17.467
4801.903,17.407
4801.934,17.453
4802.037,17.527
4802.228,17.56
4802.305,17.527
4802.334,17.273
4802.434,17.44
4802.533,17.407
4802.633,17.433
4802.738,17.38
4802.837,17.373
4803.021,17.187
4803.048,17.38
4803.146,17.72
4803.248,17.673
4803.331,17.347
4803.442,17.487
4803.540,17.667
4803.640,17.693
4803.743,17.573
4803.839,17.213
4803.935,17.247
4804.064,17.76
4804.153,17.44
4804.251,17.36
4804.353,17.427
4804.476,17.313
4804.557,17.447
4804.658,17.413
4804.761,17.567
4804.871,17.387
4804.967,17.08
4805.074,17.313
4805.175,17.407
4805.278,17.42
4805.398,17.227
4805.476,17.307
4805.579,17.393
4805.684,17.66
4805.792,17.48
4805.822,17.227
4805.927,17.32
4806.092,17.327
4806.121,17.493
4806.217,17.567
4806.337,17.433
4806.425,17.42
4806.521,17.42
4806.638,17.36
4856.734,17.36
4856.837,17.173
4856.935,17.287
4857.028,17.387
4857.131,17.347
4857.228,17.38
4857.320,17.427
4857.417,17.453
4857.525,17.053
4857.633,17.413
4857.739,17.273
4857.832,17.353
4857.940,17.52
4858.043,17.347
4858.152,17.367
4858.251,17.5
4858.351,17.507
4858.451,17.34
4858.560,17.347
4858.658,16.967
4858.758,17.38
4858.842,17.293
4858.961,17.36
4859.060,17.26
4859.163,16.88
4859.261,17.187
4859.368,17.447
4859.462,17.447
4859.579,17.42
4859.680,17.16
4859.778,17.48
4859.807,17.4
4859.989,17.38
4860.018,17.24
4860.114,17.36
4860.217,17.413
4860.312,17.327
4860.427,17.293
4860.518,17.413
4860.619,17.473
4860.722,17.333
4860.810,17.453
4860.910,17.533
4861.010,17.353
4861.125,17.433
4861.248,17.413
4861.315,17.453
4861.417,17.2
4861.518,17.367
4861.626,17.547
4861.724,17.373
4861.826,17.5
4861.923,17.507
4862.023,17.573
4862.150,17.44
4862.236,17.373
4862.334,17.467
4862.442,17.453
4862.562,17.547
4862.635,17.553
4862.756,17.173
4862.854,17.66
4862.954,17.393
4863.048,17.307
4863.158,17.293
4863.260,17.24
4863.298,17.133
4863.464,17.447
4863.557,17.46
4863.670,17.393
4863.697,17.187
4863.804,17.16
4863.900,17.42
4864.011,17.313
4864.103,17.387
4864.199,17.42
4864.305,17.393
4864.400,17.48
4864.496,17.66
4864.597,17.313
4864.724,17.28
4864.800,17.32
4864.905,17.333
4865.010,17.413
4865.099,17.3
4865.234,17.153
4865.307,17.153
4865.415,17.527
4865.503,17.433
4865.614,17.227
4865.717,17.287
4865.824,17.073
4865.927,17.28
4866.030,17.38
4866.104,17.227
4866.236,17.433
4866.295,17.227
4866.403,17.26
4866.503,17.407
4866.606,17.527
4916.741,17.5
4916.812,17.547
4916.945,17.393
4917.048,17.34
4917.145,17.28
4917.241,17.26
4917.295,17.28
4917.388,17.093
4917.484,17.6
4917.587,17.587
4917.687,17.407
4917.788,17.6
4917.886,17.567
4917.991,17.36
4918.103,17.253
4918.204,17.547
4918.283,17.487
4918.398,17.287
4918.486,17.627
4918.584,17.433
4918.687,17.473
4918.810,17.567
4918.893,17.647
4918.994,17.453
4919.097,17.613
4919.202,17.413
4919.302,17.473
4919.403,17.48
4919.506,17.073
4919.614,17.373
4919.712,17.6
4919.812,17.553
4919.918,17.2
4920.015,17.253
4920.136,17.14
4920.236,17.487
4920.283,17.42
4920.391,17.48
4920.498,17.387
4920.646,17.193
4920.702,17.313
4920.829,17.553
4920.944,17.293
4921.043,17.327
4921.146,17.387
4921.173,17.567
4921.349,17.32
4921.378,17.467
4921.481,17.513
4921.584,17.513
4921.680,17.4
4921.777,17.513
4921.873,17.453
4921.996,17.333
4922.074,17.393
4922.185,17.44
4922.283,17.613
4922.380,17.54
4922.484,17.753
4922.581,17.313
4922.682,17.34
4922.807,17.26
4922.878,17.433
4922.981,17.487
4923.084,17.56
4923.173,17.24
4923.297,17.233
4923.398,17.48
4923.494,17.327
4923.603,17.387
4923.706,17.253
4923.807,17.4
4923.910,17.393
4924.023,17.287
4924.119,17.607
4924.221,17.287
4924.322,17.353
4924.420,17.413
4924.525,17.407
4924.648,17.56
4924.663,17.08
4924.831,17.22
4924.930,17.347
4925.011,17.467
4925.065,17.42
4925.168,17.433
4925.265,17.507
4925.381,17.54
4925.474,17.46
4925.577,17.513
4925.673,17.473
4925.773,16.973
4925.878,17.427
4925.981,17.46
4926.082,17.24
4926.162,17.28
4926.266,17.407
4926.373,17.587
4926.481,17.56
4926.559,17.54
4926.660,17.427
4976.782,17.327
4976.895,17.347
4976.967,17.447
4977.059,17.393
4977.185,17.187
4977.290,17.087
4977.396,17.527
4977.498,17.447
4977.584,17.373
4977.701,17.553
4977.802,17.127
4977.923,17.3
4978.008,17.52
4978.106,17.46
4978.216,17.267
4978.322,17.14
4978.415,17.287
4978.511,17.227
4978.626,17.34
4978.655,17.233
4978.756,17.287
4978.932,17.447
4978.962,17.34
4979.055,17.307
4979.163,17.333
4979.260,17.187
4979.361,17.013
4979.464,17.127
4979.565,17.347
4979.665,17.707
4979.766,17.46
4979.849,17.66
4979.954,17.573
4980.055,17.433
4980.158,17.587
4980.261,17.607
4980.361,17.56
4980.462,17.2
4980.570,17.44
4980.667,17.7
4980.771,17.293
4980.895,17.393
4980.983,17.107
4981.081,17.46
4981.180,17.433
4981.258,17.453
4981.361,17.56
4981.447,17.28
4981.548,17.253
4981.652,17.413
4981.751,17.42
4981.896,17.54
4981.964,16.88
4982.089,17.373
4982.173,17.167
4982.295,17.247
4982.380,17.387
4982.483,17.253
4982.542,17.447
4982.655,17.433
4982.753,17.44
4982.907,17.193
4982.959,17.28
4983.050,17.273
4983.150,17.327
4983.244,17.373
4983.347,17.68
4983.466,17.487
4983.540,17.56
4983.636,17.567
4983.760,17.447
4983.846,17.22
4983.954,17.513
4984.050,17.267
4984.152,17.213
4984.253,17.533
4984.356,17.407
4984.454,17.533
4984.569,17.48
4984.668,17.287
4984.768,17.373
4984.866,17.333
4984.981,17.353
4985.079,17.227
4985.180,17.133
4985.305,17.0
4985.376,17.3
4985.483,17.327
4985.587,17.56
4985.668,17.133
4985.795,17.273
4985.891,17.28
4986.003,17.747
4986.094,17.447
4986.192,17.28
4986.295,17.287
4986.408,17.407
4986.503,17.513
4986.532,17.187
4986.633,17.267
5276.734,17.367
5276.842,17.493
5276.940,17.42
5277.050,17.653
5277.140,17.64
5277.233,17.293
5277.334,17.1
5277.434,17.253
5277.552,17.453
5277.657,17.5
5277.734,17.267
5277.832,17.133
5277.935,17.367
5278.037,17.54
5278.133,17.293
5278.248,17.387
5278.332,17.147
5278.452,17.207
5278.552,17.34
5278.657,17.387
5278.753,17.42
5278.856,17.64
5278.979,17.247
5279.067,17.18
5279.170,17.587
5279.270,17.573
5279.344,17.673
5279.481,17.4
5279.579,17.46
5279.685,17.52
5279.782,17.367
5279.883,17.407
5279.986,17.46
5280.079,17.393
5280.130,17.453
5280.226,17.34
5280.393,17.527
5280.423,17.413
5280.518,17.36
5280.623,17.633
5280.726,17.36
5280.817,17.467
5280.932,17.253
5281.035,17.233
5281.118,17.467
5281.228,17.627
5281.322,17.433
5281.423,17.46
5281.565,17.327
5281.614,17.727
5281.714,17.487
5281.837,17.167
5281.934,17.16
5282.016,17.18
5282.114,17.32
5282.212,17.407
5282.344,17.673
5282.430,17.387
5282.540,17.2
5282.643,17.387
5282.761,17.4
5282.858,17.34
5282.954,17.373
5283.081,16.88
5283.158,17.473
5283.263,17.307
5283.376,17.28
5283.427,17.167
5283.572,16.92
5283.670,17.013
5283.771,17.48
5283.812,17.38
5283.910,17.32
5284.006,17.467
5284.111,17.38
5284.209,17.473
5284.312,17.56
5284.422,17.353
5284.505,17.467
5284.616,17.393
5284.719,17.347
5284.805,17.313
5284.915,17.213
5285.037,17.273
5285.111,17.36
5285.239,17.393
5285.309,17.2
5285.408,17.407
5285.521,17.527
5285.630,17.04
5285.726,17.507
5285.824,17.747
5285.925,17.86
5286.032,17.373
5286.131,17.32
5286.229,17.453
5286.342,17.513
5286.423,17.34
5286.501,17.353
5286.606,17.12
5336.753,17.44
5336.812,17.473
5336.910,17.333
5337.076,17.46
5337.128,17.34
5337.253,17.447
5337.349,17.42
5337.402,17.38
5337.579,17.353
5337.653,17.373
5337.704,17.227
5337.859,17.4
5337.988,17.453
5338.013,17.493
5338.109,17.467
5338.204,17.427
5338.307,17.173
5338.412,17.453
5338.510,17.353
5338.594,17.58
5338.697,17.347
5338.793,17.467
5338.915,17.327
5339.005,17.46
5339.106,17.527
5339.229,17.26
5339.327,17.187
5339.398,17.387
5339.516,17.473
5339.609,17.5
5339.719,17.46
5339.826,17.22
5339.923,17.4
5340.016,17.493
5340.123,17.427
5340.244,17.5
5340.351,17.233
5340.430,17.687
5340.489,17.54
5340.592,17.387
5340.751,17.247
5340.800,17.06
5340.910,17.5
5341.042,17.087
5341.163,17.233
5341.246,17.567
5341.344,17.267
5341.447,17.513
5341.488,17.38
5341.652,17.627
5341.753,17.66
5341.805,17.127
5341.891,17.547
5341.994,17.407
5342.089,17.433
5342.192,17.507
5342.290,17.5
5342.395,17.16
5342.501,17.52
5342.591,17.673
5342.685,17.46
5342.785,17.5
5342.888,17.353
5343.001,17.467
5343.101,17.393
5343.197,17.42
5343.324,17.2
5343.405,17.78
5343.505,17.04
5343.609,17.407
5343.704,17.433
5343.810,17.233
5343.913,17.26
5344.015,17.173
5344.104,17.26
5344.224,17.3
5344.324,17.56
5344.427,17.667
5344.523,17.32
5344.630,17.387
5344.731,17.367
5344.841,17.727
5344.942,17.24
5345.037,17.28
5345.136,17.487
5345.239,17.427
5345.347,17.547
5345.373,17.493
5345.472,17.46
5345.574,17.633
5345.684,17.4
5345.785,17.467
5345.896,17.427
5345.976,17.56
5346.074,17.473
5346.175,17.56
5346.271,17.387
5346.376,17.693
5346.479,17.6
5346.582,17.34
5346.675,17.473
5396.783,17.567
5396.868,17.44
5396.998,17.64
5397.087,17.473
5397.209,17.047
5397.282,17.407
5397.391,17.46
5397.494,17.56
5397.597,17.073
5397.697,17.373
5397.807,17.407
5397.907,17.593
5398.016,17.207
5398.109,17.26
5398.216,17.327
5398.315,17.24
5398.415,17.52
5398.520,17.427
5398.621,17.247
5398.726,17.493
5398.837,17.4
5398.927,17.32
5399.028,17.473
5399.136,17.18
5399.165,17.453
5399.273,17.44
5399.369,17.413
5399.467,17.453
5399.572,17.907
5399.670,17.673
5399.770,17.44
5399.881,17.44
5399.976,17.433
5400.079,17.453
5400.165,17.427
5400.273,17.247
5400.375,17.407
5400.462,17.327
5400.579,17.427
5400.675,17.387
5400.763,17.527
5400.886,17.193
5400.979,17.127
5401.087,17.287
5401.180,17.493
5401.288,17.247
5401.385,17.553
5401.481,17.647
5401.581,17.64
5401.675,17.54
5401.798,17.287
5401.896,17.44
5401.994,17.373
5402.101,17.387
5402.214,17.72
5402.314,17.213
5402.420,17.587
5402.520,17.493
5402.552,17.54
5402.719,17.48
5402.751,17.467
5402.851,17.413
5403.028,17.64
5403.060,17.453
5403.160,17.28
5403.271,17.207
5403.363,17.36
5403.464,17.5
5403.564,17.327
5403.662,17.433
5403.763,17.347
5403.866,17.22
5403.983,17.507
5404.048,17.553
5404.155,17.5
5404.256,17.287
5404.349,17.247
5404.461,17.207
5404.560,17.433
5404.663,17.333
5404.763,17.367
5404.869,17.173
5404.969,17.4
5405.084,17.593
5405.177,17.38
5405.280,17.347
5405.378,16.987
5405.496,17.34
5405.592,17.32
5405.648,17.353
5405.753,17.333
5405.859,17.313
5405.959,17.2
5406.067,17.42
5406.197,17.473
5406.300,17.18
5406.413,17.32
5406.440,16.933
5406.599,17.353
5406.650,17.54
5456.815,17.58
5456.844,17.74
5456.947,17.56
5457.045,17.12
5457.153,17.593
5457.248,17.487
5457.359,17.513
5457.457,17.333
5457.557,17.507
5457.657,17.427
5457.744,17.58
5457.839,17.487
5457.939,17.573
5458.042,17.193
5458.143,17.42
5458.248,17.54
5458.354,17.547
5458.461,17.333
5458.560,17.34
5458.660,17.173
5458.760,17.813
5458.871,17.54
5458.967,17.333
5459.072,16.98
5459.170,17.313
5459.271,17.293
5459.381,17.5
5459.434,17.353
5459.589,17.113
5459.643,17.467
5459.790,17.407
5459.907,17.44
5460.003,17.593
5460.030,17.407
5460.131,17.427
5460.229,17.627
5460.386,17.487
5460.437,17.44
5460.535,17.18
5460.630,17.54
5460.734,17.453
5460.834,17.407
5460.940,17.453
5461.035,17.5
5461.136,17.413
5461.239,17.413
5461.332,17.627
5461.442,17.507
5461.525,17.353
5461.631,17.24
5461.744,17.273
5461.829,17.56
5461.930,17.44
5462.038,17.527
5462.136,17.36
5462.241,17.353
5462.369,17.52
5462.444,17.8
5462.548,17.333
5462.648,17.42
5462.751,16.933
5462.847,17.247
5462.956,17.567
5463.067,17.327
5463.195,17.42
5463.271,17.187
5463.376,17.42
5463.479,17.313
5463.584,17.18
5463.682,17.287
5463.778,17.247
5463.905,17.32
5463.984,17.367
5464.081,17.393
5464.138,17.273
5464.226,17.04
5464.388,17.347
5464.418,17.4
5464.523,17.407
5464.640,17.433
5464.717,17.527
5464.820,17.267
5464.918,17.313
5465.042,17.207
5465.114,17.287
5465.214,17.58
5465.312,17.373
5465.413,17.727
5465.513,17.387
5465.616,17.093
5465.741,17.413
5465.824,17.427
5465.937,17.527
5466.052,17.447
5466.153,17.42
5466.233,17.5
5466.344,17.347
5466.447,17.4
5466.547,17.433
5466.673,17.407
5516.753,17.547
5516.856,17.447
5516.961,17.12
5517.059,17.307
5517.165,17.28
5517.265,17.353
5517.388,17.287
5517.461,17.673
5517.579,17.173
5517.667,17.213
5517.768,17.633
5517.885,17.673
5517.913,17.487
5518.015,17.473
5518.114,17.6
5518.214,17.353
5518.315,17.34
5518.410,17.5
5518.511,17.213
5518.613,17.5
5518.707,17.307
5518.861,17.393
5518.910,17.493
5519.099,17.547
5519.101,17.4
5519.217,17.52
5519.312,17.813
5519.418,17.493
5519.503,17.327
5519.603,17.233
5519.717,17.16
5519.829,17.533
5519.925,17.52
5520.023,17.327
5520.123,17.38
5520.250,17.36
5520.347,17.52
5520.442,17.247
5520.535,17.26
5520.636,17.327
5520.743,16.833
5520.841,17.773
5520.947,17.28
5521.050,17.46
5521.150,17.373
5521.258,17.187
5521.353,17.333
5521.457,17.447
5521.576,17.387
5521.667,17.34
5521.694,17.387
5521.868,17.4
5521.896,17.34
5522.013,17.407
5522.094,17.54
5522.204,17.273
5522.300,17.287
5522.400,17.347
5522.503,17.427
5522.604,17.333
5522.726,17.267
5522.792,17.487
5522.898,17.413
5523.021,17.42
5523.092,17.347
5523.201,17.393
5523.307,17.22
5523.405,17.14
5523.506,17.427
5523.614,17.333
5523.717,17.173
5523.829,17.513
5523.895,16.953
5524.016,17.253
5524.118,17.32
5524.194,17.073
5524.329,17.46
5524.388,16.973
5524.494,17.493
5524.606,17.213
5524.724,17.527
5524.834,17.513
5524.937,17.02
5525.043,17.507
5525.140,17.307
5525.244,17.393
5525.366,17.293
5525.449,17.533
5525.570,17.513
5525.665,17.587
5525.682,17.493
5525.788,17.733
5525.885,17.527
5525.988,17.433
5526.101,17.593
5526.197,17.667
5526.293,17.433
5526.400,17.433
5526.479,17.24
5526.601,17.453
5526.682,17.547
5576.790,17.313
5576.881,17.42
5576.984,17.427
5577.087,17.393
5577.199,17.393
5577.298,17.5
5577.393,17.38
5577.501,17.473
5577.614,17.653
5577.714,17.607
5577.810,17.78
5577.915,17.28
5578.013,17.493
5578.111,17.333
5578.238,17.387
5578.329,17.267
5578.423,17.4
5578.521,17.4
5578.623,17.407
5578.728,17.307
5578.827,17.327
5578.930,17.36
5578.974,17.587
5579.141,16.967
5579.236,17.293
5579.339,17.207
5579.381,17.447
5579.476,17.327
5579.574,17.32
5579.672,17.16
5579.777,17.38
5579.890,17.287
5579.974,17.54
5580.074,17.307
5580.192,17.313
5580.298,17.533
5580.388,17.393
5580.474,17.527
5580.569,17.56
5580.689,17.393
5580.778,17.58
5580.880,17.467
5580.978,17.447
5581.074,17.533
5581.175,17.2
5581.293,17.52
5581.413,17.6
5581.489,17.267
5581.592,17.38
5581.695,17.2
5581.798,17.313
5581.913,17.5
5582.003,17.647
5582.104,17.547
5582.226,17.427
5582.324,17.2
5582.420,17.46
5582.516,17.273
5582.616,17.313
5582.719,17.247
5582.822,17.04
5582.923,17.467
5583.015,17.407
5583.060,17.353
5583.231,17.353
5583.332,17.353
5583.435,17.253
5583.464,17.38
5583.562,17.193
5583.663,17.673
5583.775,17.54
5583.876,17.493
5583.972,17.207
5584.074,17.64
5584.160,17.613
5584.258,17.66
5584.359,17.267
5584.461,17.38
5584.560,17.26
5584.672,17.453
5584.802,17.4
5584.875,17.54
5584.964,17.487
5585.074,17.493
5585.175,17.607
5585.278,17.773
5585.400,17.18
5585.474,17.313
5585.587,17.267
5585.694,17.473
5585.793,17.407
5585.895,17.36
5586.000,17.233
5586.099,17.313
5586.201,17.227
5586.322,17.5
5586.418,17.467
5586.516,17.227
5586.621,17.307
5876.734,17.32
5876.807,17.053
5876.952,17.4
5876.954,17.373
5877.059,17.46
5877.150,17.333
5877.253,17.573
5877.359,17.44
5877.464,17.373
5877.565,17.533
5877.663,17.367
5877.768,17.48
5877.864,17.587
5877.966,17.127
5878.067,17.367
5878.185,17.233
5878.248,17.48
5878.371,17.18
5878.452,17.28
5878.572,17.527
5878.668,17.46
5878.765,17.233
5878.863,17.36
5878.949,17.467
5879.052,17.26
5879.153,17.407
5879.263,17.493
5879.347,17.513
5879.467,17.587
5879.552,17.06
5879.675,17.247
5879.777,17.32
5879.871,17.153
5879.998,17.3
5880.082,16.893
5880.185,17.433
5880.305,17.32
5880.410,17.533
5880.437,17.66
5880.604,17.253
5880.706,17.32
5880.802,17.273
5880.910,17.373
5880.940,17.313
5881.037,17.213
5881.138,17.293
5881.243,17.473
5881.344,17.42
5881.467,17.36
5881.557,17.227
5881.655,17.407
5881.753,17.44
5881.837,17.373
5881.972,17.567
5882.045,17.42
5882.141,17.4
5882.251,17.48
5882.346,17.52
5882.447,17.333
5882.570,17.373
5882.660,17.453
5882.756,17.453
5882.856,17.133
5882.937,17.44
5883.032,17.3
5883.133,17.427
5883.233,17.693
5883.332,17.387
5883.440,17.64
5883.572,17.64
5883.645,17.067
5883.748,17.047
5883.849,17.353
5883.974,17.213
5884.057,17.313
5884.197,17.033
5884.270,17.42
5884.407,17.707
5884.486,17.567
5884.528,17.347
5884.699,17.507
5884.728,17.14
5884.844,17.373
5884.940,17.2
5885.047,17.427
5885.143,17.407
5885.241,17.607
5885.337,17.333
5885.435,17.447
5885.533,17.36
5885.628,17.127
5885.726,17.653
5885.827,17.453
5885.929,17.253
5886.030,17.773
5886.133,17.66
5886.246,17.593
5886.337,17.253
5886.442,17.393
5886.543,17.533
5886.657,17.193
5936.755,17.54
5936.853,17.413
5936.952,17.487
5937.072,17.46
5937.168,17.673
5937.263,17.58
5937.322,17.173
5937.467,17.427
5937.525,17.433
5937.668,17.3
5937.743,17.68
5937.875,17.233
5937.978,17.133
5938.028,17.373
5938.177,17.48
5938.275,17.46
5938.327,17.3
5938.415,17.3
5938.516,17.353
5938.618,17.373
5938.721,17.48
5938.819,17.193
5938.930,17.12
5939.028,17.54
5939.126,17.373
5939.231,17.307
5939.331,17.447
5939.427,17.213
5939.523,17.2
5939.623,17.56
5939.719,17.673
5939.820,17.453
5939.923,17.313
5940.033,17.26
5940.133,17.373
5940.229,17.493
5940.332,17.473
5940.434,17.353
5940.545,17.593
5940.655,17.64
5940.741,17.553
5940.847,17.353
5940.957,17.187
5941.067,17.44
5941.187,17.467
5941.261,17.633
5941.366,17.187
5941.459,17.367
5941.560,17.04
5941.663,17.34
5941.758,17.473
5941.868,17.207
5941.971,17.347
5942.081,17.32
5942.170,17.207
5942.278,17.653
5942.302,17.473
5942.405,17.54
5942.516,17.467
5942.616,17.547
5942.721,17.427
5942.817,17.48
5942.903,17.34
5943.018,17.413
5943.121,17.373
5943.228,17.347
5943.312,17.373
5943.413,17.373
5943.500,17.447
5943.608,17.127
5943.704,17.62
5943.804,17.567
5943.923,17.793
5944.008,17.467
5944.130,17.233
5944.226,17.453
5944.331,17.393
5944.437,17.333
5944.535,17.373
5944.633,16.78
5944.744,17.287
5944.842,17.42
5944.940,17.287
5945.065,17.547
5945.155,17.053
5945.253,17.267
5945.354,17.46
5945.452,17.527
5945.554,17.207
5945.655,17.04
5945.758,17.32
5945.800,17.433
5945.964,17.627
5945.998,17.28
5946.096,17.46
5946.194,17.18
5946.295,17.28
5946.398,17.527
5946.501,17.56
5946.603,17.433
5946.706,17.527
5996.807,17.48
5996.903,17.367
5997.013,17.72
5997.091,17.54
5997.192,17.273
5997.315,17.247
5997.410,17.5
5997.508,17.413
5997.603,17.533
5997.714,17.467
5997.815,17.433
5997.908,17.64
5998.005,17.68
5998.116,17.62
5998.194,17.493
5998.342,17.347
5998.422,17.473
5998.505,17.28
5998.626,17.507
5998.690,17.367
5998.798,17.047
5998.925,17.52
5999.011,17.473
5999.152,17.3
5999.214,17.413
5999.336,17.18
5999.435,17.493
5999.548,17.533
5999.643,17.607
5999.744,17.72
5999.793,17.533
5999.890,17.38
5999.981,17.427
6000.103,17.26
6000.255,17.453
6000.283,17.467
6000.402,17.367
6000.500,17.333
6000.601,17.273
6000.702,17.247
6000.800,17.393
6000.880,17.42
6000.989,17.453
6001.086,17.493
6001.187,17.533
6001.314,17.78
6001.402,17.54
6001.498,17.527
6001.597,17.5
6001.680,17.547
6001.800,17.453
6001.905,17.447
6002.018,17.4
6002.119,17.38
6002.216,17.62
6002.312,17.52
6002.417,17.133
6002.528,17.42
6002.626,17.62
6002.724,17.353
6002.827,17.333
6002.927,17.06
6003.030,17.38
6003.148,17.373
6003.234,17.66
6003.337,17.42
6003.440,17.38
6003.562,17.027
6003.643,17.513
6003.675,17.6
6003.771,17.567
6003.886,17.473
6003.979,17.447
6004.079,17.42
6004.170,17.647
6004.293,17.227
6004.371,17.607
6004.491,17.413
6004.574,17.113
6004.670,17.073
6004.778,17.32
6004.885,17.373
6004.989,17.467
6005.069,17.167
6005.180,17.38
6005.273,17.293
6005.402,17.333
6005.489,17.18
6005.584,17.167
6005.684,17.547
6005.795,17.38
6005.888,17.607
6005.972,17.38
6006.089,17.287
6006.204,17.487
6006.300,17.52
6006.386,17.34
