Time,Magnetic field Y
 22:40:30.023,12.847
 22:40:30.150,12.780
 22:40:30.236,12.753
 22:40:30.346,12.720
 22:40:30.442,12.847
 22:40:30.527,12.780
 22:40:30.625,12.767
 22:40:30.739,12.600
 22:40:30.835,12.753
 22:40:30.932,12.673
 22:40:31.030,12.680
 22:40:31.150,12.773
 22:40:31.246,12.693
 22:40:31.347,12.760
 22:40:31.469,12.773
 22:40:31.563,12.733
 22:40:31.686,12.853
 22:40:31.760,12.847
 22:40:31.860,12.793
 22:40:31.962,12.800
 22:40:32.057,12.827
 22:40:32.159,12.800
 22:40:32.297,12.760
 22:40:32.371,12.720
 22:40:32.474,12.753
 22:40:32.576,12.740
 22:40:32.682,12.747
 22:40:32.783,12.707
 22:40:32.895,12.760
 22:40:32.989,12.707
 22:40:33.017,12.813
 22:40:33.190,12.793
 22:40:33.218,12.767
 22:40:33.330,12.787
 22:40:33.430,12.827
 22:40:33.527,12.767
 22:40:33.629,12.800
 22:40:33.736,12.753
 22:40:33.836,12.687
 22:40:33.913,12.727
 22:40:34.019,12.627
 22:40:34.127,12.753
 22:40:34.215,12.647
 22:40:34.316,12.760
 22:40:34.420,12.720
 22:40:34.522,12.780
 22:40:34.617,12.787
 22:40:34.731,12.760
 22:40:34.841,12.807
 22:40:34.937,12.773
 22:40:35.034,12.773
 22:40:35.144,12.833
 22:40:35.240,12.867
 22:40:35.342,12.840
 22:40:35.467,12.660
 22:40:35.559,12.727
 22:40:35.653,12.773
 22:40:35.750,12.780
 22:40:35.878,12.693
 22:40:35.956,12.733
 22:40:36.060,12.720
 22:40:36.201,12.633
 22:40:36.273,12.720
 22:40:36.368,12.653
 22:40:36.476,12.753
 22:40:36.579,12.667
 22:40:36.609,12.793
 22:40:36.705,12.753
 22:40:36.884,12.673
 22:40:36.912,12.700
 22:40:37.014,12.760
 22:40:37.113,12.873
 22:40:37.215,12.800
 22:40:37.304,12.807
 22:40:37.418,12.673
 22:40:37.516,12.780
 22:40:37.617,12.833
 22:40:37.715,12.800
 22:40:37.823,12.827
 22:40:37.923,12.780
 22:40:38.040,12.693
 22:40:38.120,12.740
 22:40:38.224,12.800
 22:40:38.344,12.733
 22:40:38.419,12.793
 22:40:38.521,12.720
 22:40:38.621,12.667
 22:40:38.721,12.773
 22:40:38.820,12.767
 22:40:38.924,12.767
 22:40:39.028,12.753
 22:40:39.143,12.687
 22:40:39.231,12.593
 22:40:39.333,12.813
 22:40:39.436,12.720
 22:40:39.553,12.813
 22:40:39.653,12.753
 22:40:39.749,12.747
 22:40:39.847,12.747
 22:40:39.948,12.687
 22:40:40.050,12.793
 22:40:40.154,12.753
 22:40:40.255,12.700
 22:40:40.359,12.793
 22:40:40.481,12.807
 22:40:40.519,12.760
 22:40:40.666,12.847
 22:40:40.696,12.720
 22:40:40.794,12.813
 22:40:40.908,12.673
 22:40:41.001,12.713
 22:40:41.099,12.747
 22:40:41.201,12.727
 22:40:41.297,12.640
 22:40:41.414,12.660
 22:40:41.508,12.700
 22:40:41.612,12.720
 22:40:41.716,12.693
 22:40:41.795,12.620
 22:40:41.899,12.613
 22:40:41.997,12.713
 22:40:42.104,12.787
 22:40:42.202,12.693
 22:40:42.304,12.720
 22:40:42.398,12.720
 22:40:42.519,12.707
 22:40:42.615,12.700
 22:40:42.713,12.680
 22:40:42.817,12.680
 22:40:42.925,12.660
 22:40:43.028,12.780
 22:40:43.132,12.740
 22:40:43.228,12.673
 22:40:43.335,12.680
 22:40:43.439,12.753
 22:40:43.553,12.780
 22:40:43.642,12.827
 22:40:43.746,12.767
 22:40:43.848,12.713
 22:40:43.964,12.687
 22:40:44.045,12.760
 22:40:44.145,12.707
 22:40:44.251,12.700
 22:40:44.287,12.827
 22:40:44.454,12.733
 22:40:44.484,12.753
 22:40:44.584,12.787
 22:40:44.688,12.713
 22:40:44.785,12.760
 22:40:44.889,12.680
 22:40:44.989,12.773
 22:40:45.093,12.720
 22:40:45.194,12.720
 22:40:45.298,12.713
 22:40:45.390,12.627
 22:40:45.502,12.667
 22:40:45.583,12.720
 22:40:45.685,12.653
 22:40:45.801,12.833
 22:40:45.886,12.713
 22:40:46.010,12.727
 22:40:46.124,12.740
 22:40:46.197,12.733
 22:40:46.300,12.713
 22:40:46.401,12.687
 22:40:46.502,12.727
 22:40:46.605,12.687
 22:40:46.709,12.767
 22:40:46.811,12.733
 22:40:46.904,12.720
 22:40:47.016,12.873
 22:40:47.116,12.827
 22:40:47.228,12.687
 22:40:47.321,12.887
 22:40:47.425,12.827
 22:40:47.527,12.667
 22:40:47.639,12.713
 22:40:47.735,12.867
 22:40:47.833,12.633
 22:40:47.937,12.807
 22:40:48.036,12.747
 22:40:48.140,12.760
 22:40:48.172,12.873
 22:40:48.328,12.733
 22:40:48.449,12.653
 22:40:48.477,12.673
 22:40:48.575,12.700
 22:40:48.697,12.847
 22:40:48.784,12.727
 22:40:48.880,12.760
 22:40:48.978,12.727
 22:40:49.088,12.680
 22:40:49.171,12.747
 22:40:49.273,12.820
 22:40:49.399,12.740
 22:40:49.477,12.727
 22:40:49.587,12.747
 22:40:49.691,12.780
 22:40:49.799,12.793
 22:40:49.891,12.847
 22:40:49.991,12.607
 22:40:50.089,12.787
 22:40:50.197,12.800
 22:40:50.301,12.800
 22:40:50.398,12.787
 22:40:50.504,12.787
 22:40:50.606,12.673
 22:40:50.710,12.807
 22:40:50.811,12.800
 22:40:50.911,12.767
 22:40:51.015,12.800
 22:40:51.113,12.753
 22:40:51.220,12.800
 22:40:51.316,12.773
 22:40:51.418,12.727
 22:40:51.519,12.707
 22:40:51.635,12.720
 22:40:51.725,12.633
 22:40:51.827,12.707
 22:40:51.930,12.773
 22:40:52.048,12.787
 22:40:52.078,12.767
 22:40:52.164,12.727
 22:40:52.373,12.720
 22:40:52.449,12.820
 22:40:52.477,12.713
 22:40:52.575,12.767
 22:40:52.670,12.767
 22:40:52.762,12.773
 22:40:52.882,12.660
 22:40:52.980,12.773
 22:40:53.079,12.800
 22:40:53.181,12.760
 22:40:53.261,12.773
 22:40:53.366,12.853
 22:40:53.475,12.627
 22:40:53.567,12.800
 22:40:53.674,12.727
 22:40:53.800,12.780
 22:40:53.887,12.813
 22:40:53.977,12.773
 22:40:54.081,12.813
 22:40:54.181,12.707
 22:40:54.285,12.800
 22:40:54.410,12.820
 22:40:54.490,12.780
 22:40:54.592,12.700
 22:40:54.687,12.633
 22:40:54.798,12.813
 22:40:54.901,12.747
 22:40:55.014,12.760
 22:40:55.087,12.827
 22:40:55.208,12.740
 22:40:55.315,12.793
 22:40:55.413,12.747
 22:40:55.533,12.847
 22:40:55.605,12.747
 22:40:55.723,12.853
 22:40:55.752,12.787
 22:40:55.924,12.667
 22:40:55.951,12.707
 22:40:56.071,12.760
 22:40:56.155,12.693
 22:40:56.253,12.680
 22:40:56.351,12.707
 22:40:56.448,12.820
 22:40:56.550,12.873
 22:40:56.662,12.733
 22:40:56.754,12.867
 22:40:56.852,12.753
 22:40:56.950,12.687
 22:40:57.058,12.840
 22:40:57.151,12.620
 22:40:57.284,12.700
 22:40:57.365,12.820
 22:40:57.468,12.767
 22:40:57.569,12.720
 22:40:57.693,12.653
 22:40:57.774,12.680
 22:40:57.886,12.893
 22:40:57.974,12.640
 22:40:58.078,12.673
 22:40:58.178,12.700
 22:40:58.296,12.753
 22:40:58.389,12.740
 22:40:58.488,12.720
 22:40:58.547,12.687
 22:40:58.691,12.800
 22:40:58.753,12.740
 22:40:58.853,12.627
 22:40:58.957,12.807
 22:40:59.098,12.607
 22:40:59.204,12.740
 22:40:59.242,12.680
 22:40:59.405,12.680
 22:40:59.443,12.727
 22:40:59.542,12.707
 22:40:59.641,12.807
 22:40:59.748,12.787
 22:40:59.844,12.800
 22:40:59.944,12.660
 22:41:00.044,12.600
 22:41:00.158,12.720
 22:41:00.255,12.787
 22:41:00.351,12.747
 22:41:00.458,12.693
 22:41:00.538,12.733
 22:41:00.660,12.820
 22:41:00.736,12.713
 22:41:00.842,12.820
 22:41:00.942,12.673
 22:41:01.045,12.767
 22:41:01.145,12.687
 22:41:01.257,12.793
 22:41:01.350,12.693
 22:41:01.472,12.800
 22:41:01.561,12.673
 22:41:01.674,12.860
 22:41:01.759,12.767
 22:41:01.862,12.707
 22:41:01.970,12.733
 22:41:02.091,12.673
 22:41:02.168,12.853
 22:41:02.295,12.773
 22:41:02.383,12.693
 22:41:02.479,12.853
 22:41:02.539,12.793
 22:41:02.682,12.853
 22:41:02.785,12.807
 22:41:02.848,12.660
 22:41:02.957,12.667
 22:41:03.065,12.820
 22:41:03.131,12.887
 22:41:03.231,12.800
 22:41:03.333,12.747
 22:41:03.500,12.680
 22:41:03.610,12.793
 22:41:03.636,12.700
 22:41:03.734,12.847
 22:41:03.837,12.740
 22:41:03.943,12.613
 22:41:04.039,12.620
 22:41:04.132,12.753
 22:41:04.250,12.793
 22:41:04.326,12.680
 22:41:04.432,12.687
 22:41:04.543,12.727
 22:41:04.634,12.693
 22:41:04.734,12.733
 22:41:04.832,12.807
 22:41:04.936,12.847
 22:41:05.037,12.687
 22:41:05.141,12.773
 22:41:05.233,12.647
 22:41:05.344,12.833
 22:41:05.447,12.847
 22:41:05.548,12.733
 22:41:05.650,12.813
 22:41:05.753,12.760
 22:41:05.861,12.620
 22:41:05.970,12.793
 22:41:06.062,12.600
 22:41:06.162,12.767
 22:41:06.265,12.767
 22:41:06.382,12.747
 22:41:06.477,12.787
 22:41:06.576,12.680
 22:41:06.678,12.713
 22:41:06.782,12.747
 22:41:06.831,12.707
 22:41:07.003,12.787
 22:41:07.087,12.773
 22:41:07.143,12.727
 22:41:07.250,12.727
 22:41:07.327,12.807
 22:41:07.494,12.740
 22:41:07.522,12.707
 22:41:07.629,12.753
 22:41:07.723,12.807
 22:41:07.831,12.660
 22:41:07.932,12.727
 22:41:08.033,12.840
 22:41:08.133,12.753
 22:41:08.218,12.653
 22:41:08.317,12.747
 22:41:08.414,12.680
 22:41:08.542,12.760
 22:41:08.621,12.713
 22:41:08.722,12.620
 22:41:08.826,12.653
 22:41:08.928,12.853
 22:41:09.032,12.767
 22:41:09.132,12.687
 22:41:09.235,12.740
 22:41:09.344,12.747
 22:41:09.442,12.887
 22:41:09.545,12.767
 22:41:09.644,12.747
 22:41:09.755,12.800
 22:41:09.854,12.847
 22:41:09.953,12.740
 22:41:10.056,12.753
 22:41:10.155,12.760
 22:41:10.258,12.720
 22:41:10.384,12.780
 22:41:10.470,12.793
 22:41:10.573,12.740
 22:41:10.677,12.867
 22:41:10.791,12.747
 22:41:10.873,12.620
 22:41:11.008,12.740
 22:41:11.011,12.700
 22:41:11.114,12.800
 22:41:11.208,12.707
 22:41:11.308,12.740
 22:41:11.418,12.693
 22:41:11.519,12.773
 22:41:11.625,12.673
 22:41:11.722,12.753
 22:41:11.900,12.680
 22:41:11.928,12.707
 22:41:12.025,12.827
 22:41:12.105,12.747
 22:41:12.217,12.687
 22:41:12.308,12.653
 22:41:12.410,12.740
 22:41:12.511,12.780
 22:41:12.629,12.793
 22:41:12.725,12.807
 22:41:12.822,12.813
 22:41:12.923,12.707
 22:41:13.025,12.767
 22:41:13.112,12.693
 22:41:13.228,12.747
 22:41:13.319,12.813
 22:41:13.404,12.800
 22:41:13.527,12.853
 22:41:13.616,12.793
 22:41:13.739,12.887
 22:41:13.844,12.893
 22:41:13.948,12.720
 22:41:14.057,12.827
 22:41:14.153,12.647
 22:41:14.254,12.787
 22:41:14.385,12.767
 22:41:14.467,12.700
 22:41:14.499,12.760
 22:41:14.597,12.847
 22:41:14.764,12.747
 22:41:14.866,12.807
 22:41:14.998,12.753
 22:41:15.002,12.613
 22:41:15.098,12.700
 22:41:15.199,12.753
 22:41:15.304,12.733
 22:41:15.407,12.667
 22:41:15.525,12.753
 22:41:15.615,12.673
 22:41:15.694,12.893
 22:41:15.814,12.733
 22:41:15.914,12.740
 22:41:16.017,12.840
 22:41:16.094,12.660
 22:41:16.197,12.753
 22:41:16.305,12.787
 22:41:16.406,12.773
 22:41:16.508,12.767
 22:41:16.627,12.713
 22:41:16.714,12.593
 22:41:16.814,12.653
 22:41:16.914,12.760
 22:41:17.039,12.687
 22:41:17.106,12.673
 22:41:17.190,12.753
 22:41:17.292,12.627
 22:41:17.399,12.660
 22:41:17.502,12.673
 22:41:17.636,12.620
 22:41:17.744,12.693
 22:41:17.868,12.767
 22:41:17.942,12.827
 22:41:18.050,12.673
 22:41:18.152,12.787
 22:41:18.256,12.760
 22:41:18.351,12.780
 22:41:18.465,12.787
 22:41:18.558,12.720
 22:41:18.586,12.727
 22:41:18.686,12.700
 22:41:18.788,12.633
 22:41:18.899,12.573
 22:41:18.996,12.740
 22:41:19.092,12.713
 22:41:19.200,12.760
 22:41:19.301,12.747
 22:41:19.396,12.727
 22:41:19.501,12.700
 22:41:19.600,12.747
 22:41:19.704,12.753
 22:41:19.812,12.613
 22:41:19.884,12.787
 22:41:20.007,12.860
 22:41:20.101,12.727
 22:41:20.197,12.760
 22:41:20.303,12.747
 22:41:20.396,12.760
 22:41:20.498,12.780
 22:41:20.604,12.787
 22:41:20.714,12.707
 22:41:20.813,12.693
 22:41:20.911,12.733
 22:41:21.037,12.733
 22:41:21.116,12.740
 22:41:21.221,12.780
 22:41:21.343,12.720
 22:41:21.419,12.860
 22:41:21.522,12.720
 22:41:21.626,12.793
 22:41:21.729,12.807
 22:41:21.796,12.780
 22:41:21.932,12.780
 22:41:22.042,12.733
 22:41:22.142,12.660
 22:41:22.239,12.780
 22:41:22.373,12.720
 22:41:22.377,12.727
 22:41:22.552,12.767
 22:41:22.581,12.820
 22:41:22.678,12.693
 22:41:22.774,12.807
 22:41:22.874,12.693
 22:41:22.980,12.627
 22:41:23.084,12.653
 22:41:23.180,12.647
 22:41:23.289,12.700
 22:41:23.388,12.687
 22:41:23.485,12.707
 22:41:23.610,12.740
 22:41:23.681,12.740
 22:41:23.778,12.667
 22:41:23.882,12.773
 22:41:24.010,12.753
 22:41:24.082,12.793
 22:41:24.187,12.673
 22:41:24.292,12.833
 22:41:24.392,12.780
 22:41:24.500,12.813
 22:41:24.604,12.707
 22:41:24.713,12.807
 22:41:24.802,12.767
 22:41:24.935,12.733
 22:41:25.015,12.653
 22:41:25.124,12.607
 22:41:25.218,12.580
 22:41:25.323,12.740
 22:41:25.418,12.667
 22:41:25.521,12.780
 22:41:25.623,12.760
 22:41:25.724,12.813
 22:41:25.823,12.847
 22:41:25.926,12.893
 22:41:26.031,12.700
 22:41:26.131,12.720
 22:41:26.235,12.720
 22:41:26.336,12.700
 22:41:26.365,12.660
 22:41:26.549,12.713
 22:41:26.568,12.693
 22:41:26.667,12.693
 22:41:26.769,12.807
 22:41:26.871,12.620
 22:41:26.985,12.620
 22:41:27.083,12.660
 22:41:27.184,12.733
 22:41:27.285,12.740
 22:41:27.367,12.847
 22:41:27.463,12.800
 22:41:27.566,12.787
 22:41:27.669,12.827
 22:41:27.762,12.940
 22:41:27.864,12.820
 22:41:27.964,12.667
 22:41:28.064,12.680
 22:41:28.183,12.667
 22:41:28.281,12.687
 22:41:28.389,12.767
 22:41:28.489,12.673
 22:41:28.595,12.673
 22:41:28.697,12.813
 22:41:28.799,12.727
 22:41:28.898,12.780
 22:41:28.999,12.827
 22:41:29.122,12.813
 22:41:29.214,12.680
 22:41:29.311,12.647
 22:41:29.409,12.780
 22:41:29.509,12.800
 22:41:29.620,12.813
 22:41:29.721,12.840
 22:41:29.822,12.753
 22:41:29.858,12.687
 22:41:30.024,12.613
 22:41:30.055,12.707
 22:41:30.234,12.847
 22:41:30.265,12.767
 22:41:30.353,12.767
 22:41:30.459,12.787
 22:41:30.561,12.760
 22:41:30.661,12.800
 22:41:30.762,12.727
 22:41:30.867,12.813
 22:41:30.960,12.793
 22:41:31.070,12.713
 22:41:31.152,12.740
 22:41:31.281,12.780
 22:41:31.373,12.727
 22:41:31.465,12.733
 22:41:31.563,12.740
 22:41:31.670,12.753
 22:41:31.771,12.713
 22:41:31.869,12.827
 22:41:31.970,12.780
 22:41:32.102,12.693
 22:41:32.182,12.673
 22:41:32.278,12.787
 22:41:32.379,12.733
 22:41:32.482,12.767
 22:41:32.583,12.760
 22:41:32.685,12.613
 22:41:32.821,12.640
 22:41:32.896,12.673
 22:41:32.991,12.740
 22:41:33.093,12.813
 22:41:33.208,12.833
 22:41:33.306,12.793
 22:41:33.407,12.753
 22:41:33.503,12.740
 22:41:33.607,12.827
 22:41:33.709,12.800
 22:41:33.810,12.767
 22:41:33.898,12.767
 22:41:33.942,12.673
 22:41:34.122,12.840
 22:41:34.150,12.787
 22:41:34.324,12.740
 22:41:34.352,12.727
 22:41:34.451,12.733
 22:41:34.555,12.780
 22:41:34.663,12.780
 22:41:34.762,12.693
 22:41:34.863,12.793
 22:41:34.938,12.633
 22:41:35.070,12.800
 22:41:35.143,12.647
 22:41:35.246,12.833
 22:41:35.370,12.680
 22:41:35.461,12.740
 22:41:35.557,12.760
 22:41:35.663,12.720
 22:41:35.782,12.840
 22:41:35.863,12.820
 22:41:35.960,12.767
 22:41:36.064,12.680
 22:41:36.173,12.847
 22:41:36.268,12.860
 22:41:36.372,12.700
 22:41:36.474,12.733
 22:41:36.582,12.867
 22:41:36.645,12.767
 22:41:36.748,12.687
 22:41:36.856,12.720
 22:41:36.985,12.760
 22:41:37.089,12.693
 22:41:37.207,12.800
 22:41:37.296,12.687
 22:41:37.398,12.747
 22:41:37.502,12.733
 22:41:37.619,12.893
 22:41:37.707,12.800
 22:41:37.735,12.673
 22:41:37.832,12.747
 22:41:37.942,12.793
 22:41:38.042,12.853
 22:41:38.144,12.667
 22:41:38.246,12.787
 22:41:38.348,12.707
 22:41:38.446,12.833
 22:41:38.554,12.693
 22:41:38.633,12.680
 22:41:38.731,12.680
 22:41:38.838,12.613
 22:41:38.936,12.713
 22:41:39.044,12.707
 22:41:39.138,12.747
 22:41:39.241,12.733
 22:41:39.345,12.833
 22:41:39.457,12.787
 22:41:39.576,12.827
 22:41:39.651,12.673
 22:41:39.751,12.747
 22:41:39.859,12.840
 22:41:39.955,12.707
 22:41:40.058,12.693
 22:41:40.146,12.733
 22:41:40.265,12.700
 22:41:40.366,12.793
 22:41:40.470,12.693
 22:41:40.571,12.693
 22:41:40.674,12.780
 22:41:40.792,12.840
 22:41:40.882,12.847
 22:41:40.943,12.813
 22:41:41.049,12.713
 22:41:41.175,12.653
 22:41:41.294,12.827
 22:41:41.322,12.833
 22:41:41.493,12.820
 22:41:41.520,12.647
 22:41:41.699,12.727
 22:41:41.728,12.747
 22:41:41.830,12.713
 22:41:41.926,12.780
 22:41:42.033,12.700
 22:41:42.133,12.660
 22:41:42.233,12.853
 22:41:42.323,12.673
 22:41:42.421,12.667
 22:41:42.522,12.680
 22:41:42.620,12.527
 22:41:42.727,12.687
 22:41:42.855,12.687
 22:41:42.927,12.800
 22:41:43.033,12.727
 22:41:43.131,12.807
 22:41:43.238,12.660
 22:41:43.336,12.753
 22:41:43.454,12.793
 22:41:43.543,12.740
 22:41:43.642,12.687
 22:41:43.744,12.713
 22:41:43.867,12.780
 22:41:43.954,12.760
 22:41:44.052,12.787
 22:41:44.155,12.807
 22:41:44.261,12.680
 22:41:44.361,12.700
 22:41:44.461,12.800
 22:41:44.568,12.700
 22:41:44.670,12.813
 22:41:44.770,12.727
 22:41:44.875,12.747
 22:41:44.978,12.773
 22:41:45.084,12.660
 22:41:45.112,12.700
 22:41:45.211,12.627
 22:41:45.317,12.693
 22:41:45.417,12.720
 22:41:45.516,12.707
 22:41:45.617,12.773
 22:41:45.727,12.720
 22:41:45.819,12.653
 22:41:45.927,12.607
 22:41:46.028,12.613
 22:41:46.128,12.780
 22:41:46.227,12.767
 22:41:46.309,12.567
 22:41:46.412,12.667
 22:41:46.514,12.687
 22:41:46.614,12.840
 22:41:46.713,12.747
 22:41:46.806,12.780
 22:41:46.926,12.607
 22:41:47.026,12.693
 22:41:47.130,12.700
 22:41:47.227,12.600
 22:41:47.334,12.547
 22:41:47.432,12.620
 22:41:47.541,12.760
 22:41:47.641,12.887
 22:41:47.743,12.700
 22:41:47.864,12.667
 22:41:47.942,12.740
 22:41:48.074,12.727
 22:41:48.147,12.673
 22:41:48.231,12.767
 22:41:48.352,12.753
 22:41:48.455,12.587
 22:41:48.558,12.813
 22:41:48.601,12.753
 22:41:48.764,12.673
 22:41:48.866,12.620
 22:41:48.970,12.753
 22:41:49.007,12.747
 22:41:49.104,12.767
 22:41:49.203,12.807
 22:41:49.299,12.673
 22:41:49.403,12.607
 22:41:49.501,12.680
 22:41:49.610,12.833
 22:41:49.702,12.773
 22:41:49.812,12.733
 22:41:49.918,12.773
 22:41:50.016,12.807
 22:41:50.114,12.713
 22:41:50.225,12.787
 22:41:50.298,12.707
 22:41:50.403,12.633
 22:41:50.517,12.753
 22:41:50.604,12.733
 22:41:50.707,12.667
 22:41:50.812,12.673
 22:41:50.917,12.760
 22:41:51.020,12.760
 22:41:51.123,12.800
 22:41:51.221,12.807
 22:41:51.320,12.713
 22:41:51.425,12.747
 22:41:51.540,12.713
 22:41:51.633,12.747
 22:41:51.735,12.647
 22:41:51.841,12.820
 22:41:51.951,12.860
 22:41:52.051,12.780
 22:41:52.148,12.727
 22:41:52.275,12.793
 22:41:52.349,12.800
 22:41:52.454,12.687
 22:41:52.559,12.767
 22:41:52.661,12.780
 22:41:52.768,12.773
 22:41:52.799,12.787
 22:41:52.896,12.673
 22:41:53.065,12.707
 22:41:53.094,12.647
 22:41:53.191,12.727
 22:41:53.293,12.673
 22:41:53.402,12.673
 22:41:53.503,12.827
 22:41:53.602,12.747
 22:41:53.703,12.640
 22:41:53.815,12.700
 22:41:53.888,12.773
 22:41:53.986,12.793
 22:41:54.087,12.760
 22:41:54.205,12.747
 22:41:54.302,12.667
 22:41:54.400,12.707
 22:41:54.503,12.687
 22:41:54.600,12.653
 22:41:54.703,12.807
 22:41:54.804,12.727
 22:41:54.916,12.727
 22:41:55.035,12.773
 22:41:55.093,12.713
 22:41:55.221,12.680
 22:41:55.304,12.700
 22:41:55.389,12.647
 22:41:55.510,12.660
 22:41:55.626,12.793
 22:41:55.699,12.673
 22:41:55.820,12.807
 22:41:55.950,12.653
 22:41:56.018,12.727
 22:41:56.138,12.673
 22:41:56.236,12.660
 22:41:56.362,12.740
 22:41:56.443,12.753
 22:41:56.544,12.773
 22:41:56.647,12.733
 22:41:56.685,12.747
 22:41:56.780,12.740
 22:41:56.880,12.667
 22:41:56.977,12.653
 22:41:57.083,12.713
 22:41:57.187,12.687
 22:41:57.284,12.660
 22:41:57.389,12.613
 22:41:57.492,12.727
 22:41:57.591,12.793
 22:41:57.674,12.733
 22:41:57.787,12.687
 22:41:57.880,12.693
 22:41:57.979,12.760
 22:41:58.082,12.773
 22:41:58.199,12.853
 22:41:58.295,12.680
 22:41:58.394,12.713
 22:41:58.494,12.693
 22:41:58.578,12.673
 22:41:58.697,12.767
 22:41:58.796,12.860
 22:41:58.890,12.873
 22:41:58.975,12.687
 22:41:59.105,12.727
 22:41:59.201,12.633
 22:41:59.317,12.647
 22:41:59.417,12.673
 22:41:59.522,12.707
 22:41:59.627,12.653
 22:41:59.704,12.747
 22:41:59.829,12.653
 22:41:59.925,12.787
 22:42:00.010,12.787
 22:42:00.130,12.687
 22:42:00.229,12.647
 22:42:00.324,12.660
 22:42:00.429,12.613
 22:42:00.536,12.727
 22:42:00.570,12.673
 22:42:00.668,12.793
 22:42:00.765,12.780
 22:42:00.868,12.760
 22:42:00.971,12.673
 22:42:01.152,12.693
 22:42:01.181,12.727
 22:42:01.278,12.653
 22:42:01.384,12.727
 22:42:01.466,12.787
 22:42:01.585,12.733
 22:42:01.666,12.687
 22:42:01.768,12.747
 22:42:01.874,12.700
 22:42:01.977,12.627
 22:42:02.073,12.647
 22:42:02.170,12.767
 22:42:02.288,12.673
 22:42:02.384,12.700
 22:42:02.483,12.667
 22:42:02.564,12.593
 22:42:02.689,12.807
 22:42:02.791,12.707
 22:42:02.933,12.747
 22:42:02.998,12.820
 22:42:03.097,12.733
 22:42:03.158,12.653
 22:42:03.267,12.620
 22:42:03.374,12.767
 22:42:03.484,12.827
 22:42:03.588,12.727
 22:42:03.713,12.667
 22:42:03.801,12.727
 22:42:03.910,12.647
 22:42:03.958,12.767
 22:42:04.059,12.753
 22:42:04.155,12.787
 22:42:04.325,12.680
 22:42:04.447,12.753
 22:42:04.543,12.833
 22:42:04.570,12.667
 22:42:04.667,12.767
 22:42:04.771,12.693
 22:42:04.872,12.653
 22:42:04.974,12.807
 22:42:05.071,12.707
 22:42:05.171,12.720
 22:42:05.270,12.753
 22:42:05.357,12.847
 22:42:05.549,12.733
 22:42:05.555,12.800
 22:42:05.658,12.660
 22:42:05.769,12.747
 22:42:05.897,12.813
 22:42:05.966,12.687
 22:42:06.093,12.780
 22:42:06.156,12.667
 22:42:06.284,12.700
 22:42:06.366,12.773
 22:42:06.480,12.720
 22:42:06.608,12.660
 22:42:06.659,12.600
 22:42:06.786,12.680
 22:42:06.885,12.707
 22:42:06.974,12.880
 22:42:07.085,12.907
 22:42:07.187,12.767
 22:42:07.296,12.793
 22:42:07.393,12.747
 22:42:07.494,12.700
 22:42:07.598,12.767
 22:42:07.736,12.820
 22:42:07.812,12.620
 22:42:07.909,12.760
 22:42:08.022,12.707
