Time,Magnetic field Z
 22:57:47.544,17.407
 22:57:47.642,17.473
 22:57:47.749,17.247
 22:57:47.831,17.347
 22:57:47.946,17.580
 22:57:48.048,17.460
 22:57:48.149,17.233
 22:57:48.252,17.273
 22:57:48.356,17.427
 22:57:48.385,17.487
 22:57:48.481,17.567
 22:57:48.592,17.473
 22:57:48.691,17.440
 22:57:48.789,17.433
 22:57:48.890,17.333
 22:57:48.981,17.627
 22:57:49.079,17.573
 22:57:49.187,17.607
 22:57:49.302,17.560
 22:57:49.391,17.847
 22:57:49.480,17.567
 22:57:49.578,17.413
 22:57:49.694,17.513
 22:57:49.789,17.260
 22:57:49.909,17.267
 22:57:49.984,17.507
 22:57:50.106,17.667
 22:57:50.201,17.533
 22:57:50.303,17.353
 22:57:50.406,17.460
 22:57:50.506,17.473
 22:57:50.608,17.500
 22:57:50.713,17.413
 22:57:50.845,17.247
 22:57:50.915,17.393
 22:57:51.017,17.533
 22:57:51.141,17.547
 22:57:51.222,17.360
 22:57:51.324,17.413
 22:57:51.427,17.233
 22:57:51.552,17.473
 22:57:51.632,17.353
 22:57:51.734,17.787
 22:57:51.836,17.420
 22:57:51.875,17.447
 22:57:52.043,17.387
 22:57:52.070,17.753
 22:57:52.265,17.387
 22:57:52.269,17.347
 22:57:52.376,17.387
 22:57:52.474,17.353
 22:57:52.578,17.380
 22:57:52.688,17.227
 22:57:52.786,17.360
 22:57:52.885,17.633
 22:57:52.978,17.493
 22:57:53.066,17.053
 22:57:53.167,17.527
 22:57:53.270,17.413
 22:57:53.390,17.300
 22:57:53.474,17.433
 22:57:53.578,17.473
 22:57:53.681,17.660
 22:57:53.787,17.707
 22:57:53.884,17.593
 22:57:53.989,17.540
 22:57:54.098,17.300
 22:57:54.169,17.507
 22:57:54.300,17.527
 22:57:54.372,17.500
 22:57:54.492,17.873
 22:57:54.633,17.400
 22:57:54.706,17.187
 22:57:54.817,17.480
 22:57:54.908,17.387
 22:57:55.005,17.393
 22:57:55.124,17.740
 22:57:55.227,17.507
 22:57:55.323,17.460
 22:57:55.422,17.247
 22:57:55.523,17.667
 22:57:55.626,17.493
 22:57:55.729,17.180
 22:57:55.830,17.267
 22:57:55.917,17.493
 22:57:55.964,17.307
 22:57:56.060,17.193
 22:57:56.161,17.507
 22:57:56.286,17.453
 22:57:56.369,17.447
 22:57:56.469,17.487
 22:57:56.571,17.733
 22:57:56.676,17.467
 22:57:56.774,17.253
 22:57:56.877,17.533
 22:57:56.956,17.393
 22:57:57.065,17.307
 22:57:57.162,17.553
 22:57:57.264,17.347
 22:57:57.387,17.567
 22:57:57.478,17.327
 22:57:57.576,17.420
 22:57:57.674,17.520
 22:57:57.754,17.140
 22:57:57.857,17.287
 22:57:57.966,17.460
 22:57:58.070,17.707
 22:57:58.154,17.293
 22:57:58.254,17.147
 22:57:58.379,17.547
 22:57:58.492,17.413
 22:57:58.595,17.400
 22:57:58.698,17.427
 22:57:58.794,17.207
 22:57:58.875,17.467
 22:57:58.996,17.387
 22:57:59.091,17.353
 22:57:59.224,17.313
 22:57:59.312,17.073
 22:57:59.414,17.620
 22:57:59.518,17.573
 22:57:59.611,17.407
 22:57:59.659,17.433
 22:57:59.756,17.140
 22:57:59.853,17.240
 22:57:59.960,17.513
 22:58:00.056,17.500
 22:58:00.155,17.387
 22:58:00.257,17.507
 22:58:00.376,17.320
 22:58:00.447,17.553
 22:58:00.549,17.413
 22:58:00.646,17.273
 22:58:00.745,17.327
 22:58:00.885,17.387
 22:58:00.959,17.480
 22:58:01.064,17.453
 22:58:01.164,17.527
 22:58:01.289,17.493
 22:58:01.371,17.367
 22:58:01.476,17.060
 22:58:01.576,17.387
 22:58:01.671,17.473
 22:58:01.770,17.407
 22:58:01.872,17.527
 22:58:01.973,17.727
 22:58:02.075,17.167
 22:58:02.178,17.407
 22:58:02.281,17.287
 22:58:02.383,17.407
 22:58:02.485,17.587
 22:58:02.601,16.960
 22:58:02.697,17.440
 22:58:02.754,17.287
 22:58:02.905,17.473
 22:58:02.941,17.367
 22:58:03.038,17.420
 22:58:03.140,17.180
 22:58:03.242,17.133
 22:58:03.342,17.353
 22:58:03.449,17.360
 22:58:03.636,17.113
 22:58:03.654,17.140
 22:58:03.738,17.320
 22:58:03.858,17.373
 22:58:03.945,17.627
 22:58:04.049,17.300
 22:58:04.149,17.400
 22:58:04.269,17.380
 22:58:04.370,17.400
 22:58:04.463,17.240
 22:58:04.541,17.520
 22:58:04.637,17.433
 22:58:04.740,17.300
 22:58:04.847,17.440
 22:58:04.945,17.433
 22:58:05.045,17.433
 22:58:05.152,17.413
 22:58:05.250,17.140
 22:58:05.353,17.193
 22:58:05.498,17.233
 22:58:05.558,17.573
 22:58:05.661,17.520
 22:58:05.762,17.207
 22:58:05.884,17.387
 22:58:05.967,17.687
 22:58:06.065,17.587
 22:58:06.209,17.560
 22:58:06.277,17.193
 22:58:06.377,17.467
 22:58:06.479,17.413
 22:58:06.574,17.473
 22:58:06.685,17.347
 22:58:06.788,17.380
 22:58:06.891,17.507
 22:58:06.993,17.360
 22:58:07.094,17.280
 22:58:07.197,17.333
 22:58:07.311,17.180
 22:58:07.329,17.180
 22:58:07.504,17.540
 22:58:07.532,17.340
 22:58:07.640,17.460
 22:58:07.746,17.587
 22:58:07.847,17.260
 22:58:07.945,17.933
 22:58:08.046,17.580
 22:58:08.145,17.487
 22:58:08.231,17.393
 22:58:08.328,17.227
 22:58:08.458,17.480
 22:58:08.530,17.407
 22:58:08.631,17.673
 22:58:08.734,17.593
 22:58:08.824,17.440
 22:58:08.945,17.360
 22:58:09.051,17.573
 22:58:09.149,17.660
 22:58:09.263,17.760
 22:58:09.347,17.420
 22:58:09.450,17.473
 22:58:09.559,17.087
 22:58:09.622,17.420
 22:58:09.746,17.347
 22:58:09.833,17.253
 22:58:09.950,17.687
 22:58:10.071,17.387
 22:58:10.199,17.553
 22:58:10.269,17.353
 22:58:10.371,17.553
 22:58:10.467,17.193
 22:58:10.593,17.233
 22:58:10.673,17.547
 22:58:10.797,17.573
 22:58:10.823,17.793
 22:58:10.917,17.527
 22:58:11.085,17.273
 22:58:11.114,17.747
 22:58:11.292,17.633
 22:58:11.320,17.540
 22:58:11.421,17.600
 22:58:11.521,17.533
 22:58:11.624,17.427
 22:58:11.720,17.547
 22:58:11.833,17.507
 22:58:11.920,17.460
 22:58:12.013,17.187
 22:58:12.132,17.553
 22:58:12.215,17.300
 22:58:12.321,17.527
 22:58:12.421,17.427
 22:58:12.525,17.293
 22:58:12.623,17.433
 22:58:12.726,17.480
 22:58:12.822,17.480
 22:58:12.932,17.573
 22:58:13.033,17.093
 22:58:13.239,17.513
 22:58:13.241,17.467
 22:58:13.340,17.400
 22:58:13.435,17.473
 22:58:13.558,17.100
 22:58:13.647,17.520
 22:58:13.749,17.447
 22:58:13.872,17.387
 22:58:13.956,17.520
 22:58:14.058,17.207
 22:58:14.160,17.180
 22:58:14.211,17.460
 22:58:14.365,17.447
 22:58:14.475,17.613
 22:58:14.569,17.367
 22:58:14.634,17.433
 22:58:14.707,17.473
 22:58:14.813,17.173
 22:58:14.912,17.353
 22:58:15.073,17.347
 22:58:15.111,17.273
 22:58:15.215,17.520
 22:58:15.318,17.533
 22:58:15.420,17.387
 22:58:15.522,17.507
 22:58:15.619,17.480
 22:58:15.704,17.293
 22:58:15.810,17.640
 22:58:15.908,17.700
 22:58:16.005,17.713
 22:58:16.131,17.353
 22:58:16.245,17.373
 22:58:16.318,17.587
 22:58:16.418,17.547
 22:58:16.522,17.480
 22:58:16.621,17.413
 22:58:16.724,17.493
 22:58:16.823,17.327
 22:58:16.935,17.560
 22:58:17.029,17.707
 22:58:17.131,17.440
 22:58:17.234,17.600
 22:58:17.346,17.300
 22:58:17.442,17.353
 22:58:17.540,17.500
 22:58:17.645,17.173
 22:58:17.743,17.520
 22:58:17.846,17.687
 22:58:17.967,17.260
 22:58:18.051,17.227
 22:58:18.154,17.467
 22:58:18.218,17.333
 22:58:18.380,17.427
 22:58:18.424,17.387
 22:58:18.500,17.453
 22:58:18.601,17.367
 22:58:18.703,17.207
 22:58:18.861,17.313
 22:58:18.915,17.167
 22:58:18.996,17.347
 22:58:19.094,17.147
 22:58:19.195,17.473
 22:58:19.305,17.360
 22:58:19.401,17.253
 22:58:19.509,17.467
 22:58:19.605,17.500
 22:58:19.709,17.547
 22:58:19.807,17.527
 22:58:19.894,17.667
 22:58:19.997,17.553
 22:58:20.100,17.480
 22:58:20.241,17.460
 22:58:20.315,17.347
 22:58:20.416,17.540
 22:58:20.542,17.300
 22:58:20.613,17.500
 22:58:20.714,17.460
 22:58:20.835,17.240
 22:58:20.907,17.367
 22:58:21.021,17.587
 22:58:21.124,17.527
 22:58:21.224,17.573
 22:58:21.336,17.493
 22:58:21.438,17.087
 22:58:21.546,17.313
 22:58:21.668,17.180
 22:58:21.738,17.327
 22:58:21.850,17.653
 22:58:21.951,17.400
 22:58:22.054,17.500
 22:58:22.156,17.353
 22:58:22.184,17.553
 22:58:22.352,17.500
 22:58:22.455,17.393
 22:58:22.482,17.587
 22:58:22.609,17.480
 22:58:22.686,17.533
 22:58:22.793,17.400
 22:58:22.890,17.447
 22:58:22.997,17.667
 22:58:23.114,17.407
 22:58:23.182,17.467
 22:58:23.279,17.460
 22:58:23.407,17.560
 22:58:23.480,17.520
 22:58:23.594,17.227
 22:58:23.684,17.353
 22:58:23.803,17.413
 22:58:23.889,17.340
 22:58:24.010,17.440
 22:58:24.099,17.267
 22:58:24.216,17.453
 22:58:24.299,17.447
 22:58:24.420,17.280
 22:58:24.491,17.560
 22:58:24.627,17.460
 22:58:24.700,17.133
 22:58:24.801,17.260
 22:58:24.924,17.500
 22:58:25.020,17.500
 22:58:25.117,17.393
 22:58:25.219,17.027
 22:58:25.321,17.480
 22:58:25.436,17.547
 22:58:25.534,17.187
 22:58:25.628,17.300
 22:58:25.731,17.440
 22:58:25.833,17.540
 22:58:25.947,17.313
 22:58:25.973,17.367
 22:58:26.077,17.347
 22:58:26.242,17.553
 22:58:26.346,17.633
 22:58:26.373,17.647
 22:58:26.489,17.413
 22:58:26.585,17.607
 22:58:26.687,17.340
 22:58:26.789,17.653
 22:58:26.885,17.473
 22:58:26.985,17.767
 22:58:27.089,17.440
 22:58:27.178,17.480
 22:58:27.275,17.407
 22:58:27.372,17.640
 22:58:27.471,17.593
 22:58:27.567,17.600
 22:58:27.691,17.627
 22:58:27.789,17.293
 22:58:27.891,17.460
 22:58:27.969,17.447
 22:58:28.074,17.627
 22:58:28.220,17.673
 22:58:28.303,17.400
 22:58:28.404,17.707
 22:58:28.484,17.373
 22:58:28.598,17.400
 22:58:28.734,17.540
 22:58:28.822,17.373
 22:58:28.896,17.480
 22:58:28.993,17.307
 22:58:29.089,17.527
 22:58:29.213,17.347
 22:58:29.315,17.333
 22:58:29.397,17.540
 22:58:29.512,17.707
 22:58:29.612,17.267
 22:58:29.662,17.367
 22:58:29.820,17.207
 22:58:29.969,17.507
 22:58:29.973,17.460
 22:58:30.140,17.353
 22:58:30.166,17.487
 22:58:30.262,17.427
 22:58:30.363,17.333
 22:58:30.463,17.480
 22:58:30.577,17.653
 22:58:30.674,17.500
 22:58:30.775,17.713
 22:58:30.877,17.533
 22:58:30.977,17.633
 22:58:31.064,17.627
 22:58:31.164,17.493
 22:58:31.267,17.667
 22:58:31.364,17.340
 22:58:31.465,17.553
 22:58:31.567,17.487
 22:58:31.682,17.613
 22:58:31.775,17.287
 22:58:31.875,17.320
 22:58:31.978,17.400
 22:58:32.080,17.547
 22:58:32.181,17.427
 22:58:32.302,17.340
 22:58:32.386,17.120
 22:58:32.490,17.227
 22:58:32.593,17.340
 22:58:32.713,17.720
 22:58:32.806,17.760
 22:58:32.904,17.253
 22:58:33.003,17.593
 22:58:33.108,17.553
 22:58:33.206,17.320
 22:58:33.258,17.287
 22:58:33.403,17.360
 22:58:33.514,17.420
 22:58:33.626,17.553
 22:58:33.657,17.680
 22:58:33.820,17.287
 22:58:33.887,17.440
 22:58:33.962,17.333
 22:58:34.063,17.547
 22:58:34.166,17.347
 22:58:34.267,17.473
 22:58:34.356,17.340
 22:58:34.453,17.360
 22:58:34.550,17.120
 22:58:34.667,17.407
 22:58:34.766,17.507
 22:58:34.875,17.480
 22:58:34.960,17.367
 22:58:35.057,17.327
 22:58:35.160,17.480
 22:58:35.265,17.480
 22:58:35.358,17.660
 22:58:35.461,17.113
 22:58:35.665,17.613
 22:58:35.669,17.600
 22:58:35.778,17.453
 22:58:35.875,17.593
 22:58:35.979,17.227
 22:58:36.073,17.420
 22:58:36.168,17.327
 22:58:36.283,17.393
 22:58:36.389,17.487
 22:58:36.486,17.060
 22:58:36.586,17.340
 22:58:36.711,17.247
 22:58:36.800,17.580
 22:58:36.894,17.547
 22:58:36.996,17.227
 22:58:37.077,17.400
 22:58:37.200,17.547
 22:58:37.303,17.747
 22:58:37.405,17.473
 22:58:37.446,17.013
 22:58:37.609,17.533
 22:58:37.712,17.433
 22:58:37.739,17.553
 22:58:37.838,17.600
 22:58:37.940,17.513
 22:58:38.042,17.607
 22:58:38.145,17.540
 22:58:38.249,17.513
 22:58:38.350,17.640
 22:58:38.453,17.613
 22:58:38.548,17.167
 22:58:38.644,17.447
 22:58:38.748,17.360
 22:58:38.847,17.447
 22:58:38.960,17.647
 22:58:39.054,17.260
 22:58:39.158,17.387
 22:58:39.259,17.620
 22:58:39.351,17.313
 22:58:39.443,17.387
 22:58:39.555,17.220
 22:58:39.651,17.473
 22:58:39.740,17.293
 22:58:39.861,17.560
 22:58:39.957,17.613
 22:58:40.087,17.233
 22:58:40.189,17.393
 22:58:40.292,17.387
 22:58:40.387,17.400
 22:58:40.478,17.447
 22:58:40.580,17.420
 22:58:40.689,17.453
 22:58:40.823,17.427
 22:58:40.895,17.453
 22:58:40.993,17.547
 22:58:41.091,17.473
 22:58:41.194,17.447
 22:58:41.295,17.507
 22:58:41.397,17.600
 22:58:41.500,17.720
 22:58:41.530,17.673
 22:58:41.705,17.633
 22:58:41.733,17.447
 22:58:41.831,17.373
 22:58:41.937,17.580
 22:58:42.045,17.660
 22:58:42.127,17.353
 22:58:42.251,17.333
 22:58:42.329,17.420
 22:58:42.434,17.387
 22:58:42.531,17.433
 22:58:42.636,17.487
 22:58:42.732,17.333
 22:58:42.842,17.493
 22:58:42.959,17.180
 22:58:43.037,17.327
 22:58:43.139,17.560
 22:58:43.241,17.353
 22:58:43.326,17.307
 22:58:43.446,17.300
 22:58:43.549,17.567
 22:58:43.650,17.373
 22:58:43.724,17.240
 22:58:43.866,17.460
 22:58:43.926,17.567
 22:58:44.061,17.413
 22:58:44.138,17.527
 22:58:44.259,17.267
 22:58:44.359,17.347
 22:58:44.447,17.433
 22:58:44.573,17.347
 22:58:44.675,17.353
 22:58:44.771,17.387
 22:58:44.885,17.460
 22:58:44.983,17.513
 22:58:45.088,17.533
 22:58:45.208,17.673
 22:58:45.289,17.540
 22:58:45.316,17.560
 22:58:45.494,17.200
 22:58:45.530,17.433
 22:58:45.624,17.573
 22:58:45.726,17.407
 22:58:45.825,17.507
 22:58:45.921,17.447
 22:58:46.018,17.493
 22:58:46.119,17.660
 22:58:46.219,17.820
 22:58:46.313,17.320
 22:58:46.425,17.580
 22:58:46.521,17.473
 22:58:46.635,17.627
 22:58:46.723,17.453
 22:58:46.826,17.307
 22:58:46.929,17.373
 22:58:47.046,17.487
 22:58:47.141,17.460
 22:58:47.239,17.587
 22:58:47.338,17.600
 22:58:47.441,17.140
 22:58:47.541,17.527
 22:58:47.631,17.307
 22:58:47.747,17.293
 22:58:47.815,17.613
 22:58:47.917,17.093
 22:58:48.060,17.440
 22:58:48.130,17.727
 22:58:48.259,17.480
 22:58:48.361,17.507
 22:58:48.472,17.180
 22:58:48.566,17.620
 22:58:48.669,17.353
 22:58:48.765,17.613
 22:58:48.858,17.527
 22:58:48.909,17.320
 22:58:49.087,17.313
 22:58:49.116,17.667
 22:58:49.207,17.460
 22:58:49.312,17.427
 22:58:49.415,17.253
 22:58:49.518,17.433
 22:58:49.618,17.500
 22:58:49.725,17.620
 22:58:49.823,17.647
 22:58:49.941,17.447
 22:58:50.003,17.360
 22:58:50.101,17.507
 22:58:50.204,17.733
 22:58:50.307,17.633
 22:58:50.415,17.567
 22:58:50.519,17.367
 22:58:50.623,17.573
 22:58:50.727,17.553
 22:58:50.822,17.653
 22:58:50.921,17.460
 22:58:51.019,17.007
 22:58:51.136,17.620
 22:58:51.232,17.627
 22:58:51.334,17.500
 22:58:51.412,17.500
 22:58:51.544,17.293
 22:58:51.645,17.267
 22:58:51.741,17.693
 22:58:51.848,17.607
 22:58:51.900,17.373
 22:58:52.006,17.000
 22:58:52.116,17.460
 22:58:52.218,17.647
 22:58:52.319,17.633
 22:58:52.420,17.440
 22:58:52.561,17.153
 22:58:52.633,17.640
 22:58:52.755,17.407
 22:58:52.808,17.480
 22:58:52.905,17.447
 22:58:53.012,17.527
 22:58:53.097,17.567
 22:58:53.215,17.607
 22:58:53.292,17.620
 22:58:53.403,17.660
 22:58:53.505,17.473
 22:58:53.616,17.140
 22:58:53.699,17.507
 22:58:53.798,17.500
 22:58:53.903,17.493
 22:58:54.006,17.533
 22:58:54.105,17.500
 22:58:54.210,17.580
 22:58:54.310,17.440
 22:58:54.395,17.407
 22:58:54.516,17.393
 22:58:54.615,17.440
 22:58:54.718,17.487
 22:58:54.814,17.500
 22:58:54.915,17.720
 22:58:55.013,17.187
 22:58:55.130,17.293
 22:58:55.227,17.487
 22:58:55.326,17.627
 22:58:55.427,17.547
 22:58:55.530,17.427
 22:58:55.631,17.173
 22:58:55.734,17.487
 22:58:55.836,17.727
 22:58:55.946,17.653
 22:58:56.050,17.467
 22:58:56.148,17.187
 22:58:56.189,17.520
 22:58:56.284,17.373
 22:58:56.384,17.327
 22:58:56.488,17.200
 22:58:56.589,17.293
 22:58:56.684,17.453
 22:58:56.820,17.667
 22:58:56.884,17.393
 22:58:56.993,17.433
 22:58:57.097,17.387
 22:58:57.198,17.427
 22:58:57.292,17.593
 22:58:57.391,17.333
 22:58:57.488,17.367
 22:58:57.603,17.327
 22:58:57.680,17.427
 22:58:57.783,17.460
 22:58:57.903,17.500
 22:58:57.999,17.587
 22:58:58.095,17.407
 22:58:58.193,17.433
 22:58:58.289,17.447
 22:58:58.397,17.413
 22:58:58.510,17.660
 22:58:58.612,17.587
 22:58:58.710,17.133
 22:58:58.806,17.487
 22:58:58.904,17.513
 22:58:59.011,17.540
 22:58:59.129,17.533
 22:58:59.224,17.240
 22:58:59.322,17.573
 22:58:59.420,17.467
 22:58:59.541,17.573
 22:58:59.635,17.540
 22:58:59.732,17.253
 22:58:59.835,17.540
 22:58:59.935,17.507
 22:59:00.035,17.280
 22:59:00.094,17.567
 22:59:00.176,17.607
 22:59:00.277,17.420
 22:59:00.376,17.360
 22:59:00.473,17.380
 22:59:00.571,17.267
 22:59:00.674,17.193
 22:59:00.776,17.540
 22:59:00.871,17.380
 22:59:00.989,17.147
 22:59:01.083,17.340
 22:59:01.185,17.393
 22:59:01.288,17.300
 22:59:01.378,17.647
 22:59:01.491,17.287
 22:59:01.570,17.413
 22:59:01.701,17.453
 22:59:01.788,17.393
 22:59:01.884,17.527
 22:59:01.980,17.453
 22:59:02.069,17.447
 22:59:02.185,17.620
 22:59:02.282,17.380
 22:59:02.389,17.593
 22:59:02.527,17.667
 22:59:02.599,17.520
 22:59:02.705,17.547
 22:59:02.809,17.140
 22:59:02.901,17.533
 22:59:03.005,17.380
 22:59:03.116,17.420
 22:59:03.218,17.773
 22:59:03.320,16.973
 22:59:03.417,17.147
 22:59:03.539,17.567
 22:59:03.628,17.340
 22:59:03.722,17.407
 22:59:03.824,17.367
 22:59:03.926,17.447
 22:59:04.030,17.453
 22:59:04.132,17.467
 22:59:04.160,17.720
 22:59:04.275,17.540
 22:59:04.378,17.467
 22:59:04.475,17.327
 22:59:04.574,17.300
 22:59:04.667,17.487
 22:59:04.777,17.327
 22:59:04.878,17.040
 22:59:04.958,17.307
 22:59:05.077,17.427
 22:59:05.165,17.267
 22:59:05.281,17.673
 22:59:05.375,17.327
 22:59:05.495,17.447
 22:59:05.602,17.287
 22:59:05.675,17.493
 22:59:05.787,17.540
 22:59:05.864,17.267
 22:59:05.965,17.240
 22:59:06.065,17.440
 22:59:06.196,17.547
 22:59:06.271,17.500
 22:59:06.354,17.307
 22:59:06.478,17.360
 22:59:06.560,17.553
 22:59:06.680,17.340
 22:59:06.769,17.747
 22:59:06.890,17.160
 22:59:06.999,17.580
 22:59:07.095,17.547
 22:59:07.214,17.473
 22:59:07.294,17.367
 22:59:07.417,17.320
 22:59:07.516,17.207
 22:59:07.631,17.453
 22:59:07.655,17.500
 22:59:07.818,17.487
 22:59:07.920,17.660
 22:59:08.023,17.540
 22:59:08.053,17.373
 22:59:08.151,17.500
 22:59:08.250,17.413
 22:59:08.363,17.273
 22:59:08.459,17.480
 22:59:08.559,17.327
 22:59:08.739,17.647
 22:59:08.767,17.567
 22:59:08.867,17.600
 22:59:08.968,17.380
 22:59:09.053,17.320
 22:59:09.164,17.507
 22:59:09.261,17.600
 22:59:09.358,17.713
 22:59:09.465,17.640
 22:59:09.562,17.053
 22:59:09.668,17.440
 22:59:09.788,17.413
 22:59:09.877,17.453
 22:59:09.970,17.487
 22:59:10.079,17.093
 22:59:10.153,17.507
 22:59:10.284,17.740
 22:59:10.380,17.553
 22:59:10.522,17.440
 22:59:10.583,17.293
 22:59:10.704,17.447
 22:59:10.808,17.553
 22:59:10.890,17.600
 22:59:10.955,17.400
 22:59:11.098,17.147
 22:59:11.198,17.673
 22:59:11.301,17.593
 22:59:11.364,17.380
 22:59:11.441,17.227
 22:59:11.542,17.400
 22:59:11.650,17.573
 22:59:11.804,17.427
 22:59:11.903,17.140
 22:59:11.956,17.700
 22:59:12.098,17.640
 22:59:12.152,17.560
 22:59:12.248,17.547
 22:59:12.359,17.300
 22:59:12.439,17.473
 22:59:12.559,17.493
 22:59:12.656,17.340
 22:59:12.751,17.520
 22:59:12.848,17.620
 22:59:12.946,17.467
 22:59:13.041,17.273
 22:59:13.161,17.173
 22:59:13.246,17.713
 22:59:13.358,17.547
 22:59:13.461,17.467
 22:59:13.551,17.587
 22:59:13.654,17.373
 22:59:13.757,17.513
 22:59:13.873,17.447
 22:59:13.970,17.547
 22:59:14.074,17.327
 22:59:14.198,17.387
 22:59:14.269,17.260
 22:59:14.379,17.380
 22:59:14.478,17.173
 22:59:14.586,17.573
 22:59:14.680,17.613
 22:59:14.780,17.380
 22:59:14.883,17.453
 22:59:14.985,17.300
 22:59:15.106,17.460
 22:59:15.130,17.507
 22:59:15.246,17.353
 22:59:15.334,17.313
 22:59:15.433,17.453
 22:59:15.555,17.427
 22:59:15.715,17.273
 22:59:15.746,17.180
 22:59:15.828,17.327
 22:59:15.930,17.540
 22:59:16.035,17.600
 22:59:16.127,17.393
 22:59:16.248,17.327
 22:59:16.330,17.273
 22:59:16.426,17.300
 22:59:16.527,17.487
 22:59:16.633,17.420
 22:59:16.770,17.513
 22:59:16.832,17.380
 22:59:16.932,17.453
 22:59:17.028,17.293
 22:59:17.146,17.260
 22:59:17.248,17.387
 22:59:17.344,17.387
 22:59:17.443,17.567
 22:59:17.524,17.560
 22:59:17.648,17.200
 22:59:17.751,17.320
 22:59:17.847,17.220
 22:59:17.960,17.447
 22:59:18.056,17.407
 22:59:18.155,17.407
 22:59:18.238,17.607
 22:59:18.373,17.267
 22:59:18.469,17.273
 22:59:18.569,17.540
 22:59:18.676,17.427
 22:59:18.774,17.307
 22:59:18.877,17.333
 22:59:18.979,17.693
 22:59:19.025,17.520
 22:59:19.184,17.467
 22:59:19.287,17.620
 22:59:19.316,17.393
 22:59:19.417,17.333
 22:59:19.593,17.567
 22:59:19.621,17.667
 22:59:19.735,17.600
 22:59:19.822,17.473
 22:59:19.924,17.333
 22:59:20.028,17.400
 22:59:20.122,17.553
 22:59:20.218,17.727
 22:59:20.335,17.613
 22:59:20.443,17.347
 22:59:20.516,17.447
 22:59:20.619,17.660
 22:59:20.720,17.660
 22:59:20.811,17.393
 22:59:20.936,17.287
 22:59:21.030,17.540
 22:59:21.129,17.387
 22:59:21.223,17.460
 22:59:21.345,17.540
 22:59:21.440,17.367
 22:59:21.547,17.313
 22:59:21.651,17.333
 22:59:21.713,17.307
 22:59:21.837,17.340
 22:59:21.958,17.280
 22:59:22.025,17.567
 22:59:22.145,17.660
 22:59:22.245,17.380
 22:59:22.362,17.427
 22:59:22.460,17.373
 22:59:22.563,17.453
 22:59:22.649,17.607
 22:59:22.761,17.300
 22:59:22.813,17.467
 22:59:22.914,17.380
 22:59:23.017,17.227
 22:59:23.172,17.593
 22:59:23.288,17.567
 22:59:23.315,17.460
 22:59:23.415,17.233
 22:59:23.511,17.393
 22:59:23.618,17.473
 22:59:23.722,17.427
 22:59:23.821,17.473
 22:59:23.903,17.660
 22:59:24.006,17.353
 22:59:24.119,17.673
 22:59:24.208,17.547
 22:59:24.306,17.493
 22:59:24.407,17.447
 22:59:24.532,17.353
 22:59:24.612,17.687
 22:59:24.714,17.707
 22:59:24.855,17.393
 22:59:24.919,17.287
 22:59:25.020,17.607
 22:59:25.131,17.400
 22:59:25.226,17.600
 22:59:25.318,17.687
 22:59:25.401,17.280
 22:59:25.533,17.520
 22:59:25.635,17.067
 22:59:25.707,17.387
 22:59:25.831,17.340
 22:59:25.957,17.387
 22:59:26.031,17.533
 22:59:26.176,17.547
 22:59:26.249,17.407
 22:59:26.344,17.580
 22:59:26.395,17.427
 22:59:26.591,17.393
 22:59:26.651,17.567
 22:59:26.762,17.720
 22:59:26.882,17.147
 22:59:26.960,17.200
 22:59:27.058,17.400
 22:59:27.100,17.580
 22:59:27.198,17.807
 22:59:27.306,17.507
 22:59:27.479,17.587
 22:59:27.506,17.393
 22:59:27.605,17.480
 22:59:27.707,17.453
 22:59:27.793,17.513
 22:59:27.903,17.207
 22:59:28.000,17.660
 22:59:28.102,17.373
 22:59:28.205,17.527
 22:59:28.302,17.653
 22:59:28.400,17.273
 22:59:28.503,17.533
 22:59:28.605,17.627
 22:59:28.707,17.560
 22:59:28.818,17.687
 22:59:28.912,17.167
 22:59:29.015,17.533
 22:59:29.117,17.587
 22:59:29.219,17.473
 22:59:29.321,17.520
 22:59:29.423,17.300
 22:59:29.526,17.447
 22:59:29.633,17.547
 22:59:29.731,17.660
 22:59:29.851,17.620
 22:59:29.948,17.467
 22:59:30.067,17.147
 22:59:30.149,17.480
 22:59:30.252,17.460
 22:59:30.367,17.600
 22:59:30.385,17.560
 22:59:30.559,17.340
 22:59:30.589,17.167
 22:59:30.686,17.533
 22:59:30.858,17.340
 22:59:30.896,17.707
 22:59:30.992,17.213
 22:59:31.102,17.587
 22:59:31.192,17.367
 22:59:31.290,17.413
 22:59:31.388,17.473
 22:59:31.496,17.687
 22:59:31.598,17.413
 22:59:31.688,17.247
 22:59:31.798,17.800
 22:59:31.883,17.607
 22:59:31.978,17.207
 22:59:32.106,17.360
 22:59:32.178,17.420
 22:59:32.293,17.613
 22:59:32.405,17.427
 22:59:32.506,17.407
 22:59:32.617,17.000
 22:59:32.689,17.247
 22:59:32.812,17.433
 22:59:32.914,17.553
 22:59:32.997,17.627
 22:59:33.118,17.333
 22:59:33.213,17.147
 22:59:33.323,17.233
 22:59:33.421,17.327
 22:59:33.519,17.400
 22:59:33.613,17.473
 22:59:33.719,17.220
 22:59:33.827,17.353
 22:59:33.937,17.480
 22:59:34.043,17.427
 22:59:34.134,17.347
 22:59:34.239,17.580
 22:59:34.340,17.373
 22:59:34.454,17.727
 22:59:34.483,17.613
 22:59:34.579,17.480
 22:59:34.675,17.380
