Time,AbsoluteMagneticField_﻿Time
 22:40:20.908,41.73096857251218
 22:40:23.289,41.923631152370376
 22:40:23.293,41.910687741911374
 22:40:23.294,41.8230988808816
 22:40:23.294,41.92752948839223
 22:40:23.294,41.755351968340534
 22:40:23.294,41.83915757995134
 22:40:23.295,41.95588085119891
 22:40:23.296,42.006824897866295
 22:40:23.296,41.89288160296448
 22:40:23.296,41.97135271825296
 22:40:23.296,41.926974348264146
 22:40:23.297,41.9431957175416
 22:40:23.297,42.10983611936765
 22:40:23.297,42.01996308898902
 22:40:23.297,42.02172327499195
 22:40:23.298,41.98443531834149
 22:40:23.298,41.830493398954786
 22:40:23.298,41.86367744238435
 22:40:23.298,41.81357158866006
 22:40:23.298,41.860540476682814
 22:40:23.299,41.904196293450134
 22:40:23.299,42.035698852285066
 22:40:23.299,41.84721384990881
 22:40:23.299,41.86170395480815
 22:40:23.382,41.9176714286469
 22:40:23.468,41.79304902732032
 22:40:23.567,42.07524102129422
 22:40:23.667,41.841306122060764
 22:40:23.776,41.908525946399024
 22:40:23.874,41.94711432268017
 22:40:23.978,41.8273263190465
 22:40:24.077,41.88983918565456
 22:40:24.187,41.97641777236357
 22:40:24.285,41.90718135355801
 22:40:24.385,41.91610356414346
 22:40:24.488,41.90641059551629
 22:40:24.560,41.84011159162939
 22:40:24.681,42.0133553408913
 22:40:24.763,41.964946431515905
 22:40:24.863,42.02834281767483
 22:40:24.938,41.85965106161302
 22:40:25.100,41.88496325651964
 22:40:25.222,42.02751014514183
 22:40:25.248,41.8669408722443
 22:40:25.399,41.91276114741189
 22:40:25.509,41.910525754278005
 22:40:25.543,41.93667570277835
 22:40:25.646,41.93744458118544
 22:40:25.742,41.887307122802724
 22:40:25.841,41.84965339163516
 22:40:25.949,41.92681454630199
 22:40:26.048,41.93087677356628
 22:40:26.148,41.998326371416276
 22:40:26.252,42.07099296427409
 22:40:26.354,41.95050449041108
 22:40:26.433,41.90513175018067
 22:40:26.534,41.91421795763342
 22:40:26.648,41.94576090619885
 22:40:26.740,41.95418273545559
 22:40:26.841,41.86075569074214
 22:40:26.945,41.94046325447538
 22:40:27.059,41.837578060877284
 22:40:27.154,42.08755715172835
 22:40:27.250,42.079508873084535
 22:40:27.348,42.11296981928489
 22:40:27.456,41.96583261416363
 22:40:27.561,41.68998499639932
 22:40:27.661,41.984748028301894
 22:40:27.749,41.93585647152088
 22:40:27.867,41.96625819631767
 22:40:27.970,41.97521194705275
 22:40:28.070,41.837394493443306
 22:40:28.180,41.91451284459835
 22:40:28.277,41.830526281652254
 22:40:28.377,42.011896041478536
 22:40:28.485,41.869275716209856
 22:40:28.583,41.68261108663899
 22:40:28.684,41.83967707810375
 22:40:28.782,41.856162855665595
 22:40:28.896,41.9779510934014
 22:40:28.992,41.970783969328
 22:40:29.095,41.90087525338821
 22:40:29.219,41.99215614849992
 22:40:29.237,41.96519510260854
 22:40:29.333,41.95354462974493
 22:40:29.432,41.93079844219521
 22:40:29.532,41.89798011837802
 22:40:29.630,41.8266117322453
 22:40:29.732,42.040618192410065
 22:40:29.835,41.9063577276766
 22:40:29.925,41.870825165023916
 22:40:30.023,41.93205705662435
 22:40:30.150,42.06806305262937
 22:40:30.236,42.01726190507897
 22:40:30.346,41.86858557438978
 22:40:30.442,42.004984204258434
 22:40:30.527,41.94586903379164
 22:40:30.625,41.79393337555105
 22:40:30.739,41.83797854820426
 22:40:30.835,41.997102388141016
 22:40:30.932,41.839472009096866
 22:40:31.030,42.1365126463973
 22:40:31.150,41.90310092344002
 22:40:31.246,41.94090339990306
 22:40:31.347,41.77521152549679
 22:40:31.469,41.94464516478832
 22:40:31.563,42.10483994744547
 22:40:31.686,41.86981262198339
 22:40:31.760,41.966306222968925
 22:40:31.860,42.0547359758684
 22:40:31.962,42.071177782420115
 22:40:32.057,42.039314088124705
 22:40:32.159,41.7866462999844
 22:40:32.297,41.84866173487511
 22:40:32.371,41.7813054965974
 22:40:32.474,42.00402192647747
 22:40:32.576,41.946288250571115
 22:40:32.682,41.79297665876409
 22:40:32.783,41.9752230131062
 22:40:32.895,41.93445621443063
 22:40:32.989,41.84959806258598
 22:40:33.017,41.97186317046218
 22:40:33.190,41.773333814767525
 22:40:33.218,41.82729189177803
 22:40:33.330,41.905164204427116
 22:40:33.430,42.052180656893405
 22:40:33.527,42.00135579954533
 22:40:33.629,41.76822928973648
 22:40:33.736,41.84809753142907
 22:40:33.836,42.054311764669265
 22:40:33.913,41.99738500192602
 22:40:34.019,41.92995657045211
 22:40:34.127,41.96830741166482
 22:40:34.215,41.85883823041438
 22:40:34.316,42.00000476190449
 22:40:34.420,42.14183263694165
 22:40:34.522,42.10919055265727
 22:40:34.617,42.03005316437275
 22:40:34.731,41.85675822373252
 22:40:34.841,42.073308034904976
 22:40:34.937,42.00385681101201
 22:40:35.034,41.85419676687154
 22:40:35.144,41.95482830378406
 22:40:35.240,41.8318068818453
 22:40:35.342,42.08794755033797
 22:40:35.467,41.80839984979095
 22:40:35.559,41.89140410633188
 22:40:35.653,41.98091693853292
 22:40:35.750,41.858371898582014
 22:40:35.878,42.11143998962753
 22:40:35.956,41.98899009264214
 22:40:36.060,41.919165759828765
 22:40:36.201,41.92058476452827
 22:40:36.273,41.78352030406246
 22:40:36.368,41.860953011129595
 22:40:36.476,41.95074503510038
 22:40:36.579,41.94194675977737
 22:40:36.609,41.87075420863589
 22:40:36.705,41.794545313952156
 22:40:36.884,41.814375841329976
 22:40:36.912,42.05469602791108
 22:40:37.014,42.02780244076533
 22:40:37.113,41.97752526054865
 22:40:37.215,41.971773002817024
 22:40:37.304,41.94824605391744
 22:40:37.418,42.04719095254759
 22:40:37.516,41.986750029027014
 22:40:37.617,42.05870632817895
 22:40:37.715,41.9527579307964
 22:40:37.823,41.85154175176824
 22:40:37.923,41.99100009525851
 22:40:38.040,42.065888639133725
 22:40:38.120,41.94243886566446
 22:40:38.224,42.03442277467362
 22:40:38.344,41.88380376708878
 22:40:38.419,41.9961701468122
 22:40:38.521,41.82518438692171
 22:40:38.621,41.760321095508836
 22:40:38.721,41.893073627987725
 22:40:38.820,41.64583324895781
 22:40:38.924,42.07023957621349
 22:40:39.028,41.99176131100004
 22:40:39.143,42.17334866950928
 22:40:39.231,41.9599096519523
 22:40:39.333,41.800887179580286
 22:40:39.436,41.84566139995878
 22:40:39.553,41.94671699906919
 22:40:39.653,41.90337382598208
 22:40:39.749,41.887181917622485
 22:40:39.847,41.96210216373817
 22:40:39.948,41.8563880190348
 22:40:40.050,41.79687819682231
 22:40:40.154,42.06198600874666
 22:40:40.255,41.972071666764315
 22:40:40.359,41.94606187712978
 22:40:40.481,41.90852154395332
 22:40:40.519,41.83648848792165
 22:40:40.666,41.8861716799232
 22:40:40.696,42.090312424594806
 22:40:40.794,41.937406906006956
 22:40:40.908,41.87877537607803
 22:40:41.001,41.83050343947584
 22:40:41.099,42.06258680823137
 22:40:41.201,42.06937160215255
 22:40:41.297,42.01158898446951
 22:40:41.414,42.07606931499186
 22:40:41.508,41.965423862985105
 22:40:41.612,42.143260540684324
 22:40:41.716,41.99273207353863
 22:40:41.795,42.01824482293376
 22:40:41.899,41.90540845762036
 22:40:41.997,41.870643283809244
 22:40:42.104,41.86463647280363
 22:40:42.202,42.04240309497068
 22:40:42.304,42.02656847757143
 22:40:42.398,41.946237709715994
 22:40:42.519,41.78751126832035
 22:40:42.615,41.88515701295628
 22:40:42.713,41.89513575583686
 22:40:42.817,41.99516268571894
