Time Lapsed,Absolute_Magnetic_Field
21665.800,42.005
21665.898,41.963
21666.006,41.887
21666.103,41.949
21666.209,41.992
21666.305,42.025
21666.405,42.109
21666.508,41.972
21666.599,42.022
21666.702,41.966
21716.829,41.909
21716.903,41.856
21716.996,42.055
21717.116,41.9
21717.204,41.779
21717.315,41.866
21717.415,41.98
21717.518,41.918
21717.613,41.958
21717.712,41.731
21717.815,41.931
21717.910,41.924
21718.018,41.88
21718.116,41.972
21718.244,41.908
21718.320,41.999
21718.449,42.001
21718.543,41.933
21718.641,42.118
21718.741,41.903
21718.829,42.019
21718.951,42.01
21719.043,41.901
21719.153,42.1
21719.190,41.98
21719.290,41.856
21719.388,41.949
21719.493,41.96
21719.587,41.915
21719.690,41.989
21719.788,41.882
21719.891,41.974
21719.989,42.046
21720.091,42.125
21720.212,41.991
21720.283,41.906
21720.383,42.02
21720.503,41.961
21720.606,42.048
21720.684,42.065
21720.785,42.032
21720.898,41.97
21720.989,42.092
21721.101,41.989
21721.201,41.973
21721.314,41.762
21721.403,41.902
21721.501,41.859
21721.592,41.982
21721.726,42.149
21721.810,41.906
21721.910,41.895
21722.008,41.955
21722.118,41.931
21722.229,41.97
21722.334,41.866
21722.424,42.053
21722.537,41.944
21722.636,41.951
21722.739,41.928
21722.859,41.826
21722.937,41.911
21723.047,42.12
21723.153,42.055
21723.243,42.098
21723.344,41.978
21723.457,41.975
21723.488,42.021
21723.586,41.98
21723.758,42.011
21723.790,42.124
21723.886,41.87
21723.986,42.024
21724.084,41.898
21724.192,41.865
21724.278,42.006
21724.375,41.803
21724.473,41.956
21724.582,41.917
21724.675,41.962
21724.799,41.948
21724.880,41.983
21724.989,41.935
21725.074,41.968
21725.179,42.019
21725.290,42.015
21725.400,41.98
21725.474,41.877
21725.598,41.95
21725.724,42.105
21725.790,42.011
21725.910,41.94
21726.016,41.883
21726.136,41.883
21726.212,42.037
21726.315,41.953
21726.417,42.056
21726.528,41.995
21726.633,41.758
21776.736,41.972
21776.827,41.911
21776.869,41.942
21777.030,42.024
21777.133,42.099
21777.238,42.14
21777.268,41.95
21777.364,41.904
21777.467,41.95
21777.584,42.054
21777.680,41.919
21777.778,41.926
21777.873,42.014
21777.984,41.971
21778.079,41.987
21778.182,41.929
21778.283,41.923
21778.361,41.857
21778.464,41.966
21778.574,41.971
21778.679,41.919
21778.782,42.074
21778.880,42.106
21778.986,41.948
21779.089,42.129
21779.185,41.882
21779.288,41.968
21779.396,41.832
21779.491,41.956
21779.594,42.05
21779.695,41.71
21779.805,41.843
21779.907,41.976
21780.001,41.928
21780.101,41.998
21780.170,41.747
21780.280,41.866
21780.400,41.909
21780.513,41.923
21780.614,42.131
21780.717,41.862
21780.837,41.869
21780.864,42.033
21780.959,42.015
21781.057,41.899
21781.160,41.972
21781.261,41.921
21781.359,41.98
21781.457,41.825
21781.560,41.928
21781.655,42.107
21781.753,41.862
21781.853,42.18
21781.973,42.071
21782.074,42.028
21782.150,41.989
21782.270,42.024
21782.366,41.901
21782.467,41.898
21782.564,42.043
21782.663,41.922
21782.765,41.843
21782.869,41.885
21782.971,41.925
21783.072,42.007
21783.175,41.928
21783.285,41.805
21783.408,42.061
21783.483,41.951
21783.577,41.858
21783.697,41.887
21783.795,42.016
21783.891,41.871
21784.030,41.987
21784.097,41.933
21784.194,41.953
21784.302,41.962
21784.361,42.05
21784.469,41.867
21784.547,41.917
21784.646,41.98
21784.744,42.037
21784.908,41.87
21785.011,41.939
21785.062,42.067
21785.160,42.101
21785.255,41.815
21785.353,41.887
21785.462,41.957
21785.559,41.916
21785.655,41.946
21785.758,41.955
21785.851,41.94
21785.949,41.899
21786.047,42.051
21786.155,41.982
21786.256,41.82
21786.354,41.974
21786.456,41.912
21786.557,42.046
21786.665,42.001
22076.768,42.027
22076.864,42.044
22076.973,41.825
22077.097,41.882
22077.168,41.98
22077.271,41.793
22077.373,41.967
22077.469,41.837
22077.587,41.945
22077.690,42.072
22077.785,41.996
22077.891,41.808
22077.993,41.843
22078.092,41.92
22078.214,41.855
22078.295,41.888
22078.354,41.985
22078.501,41.933
22078.626,41.947
22078.674,41.941
22078.775,41.955
22078.900,41.815
22078.949,42.047
22079.038,41.825
22079.133,41.953
22079.243,42.017
22079.339,42.031
22079.435,41.833
22079.535,41.978
22079.636,41.888
22079.753,42.059
22079.849,42.084
22079.934,41.989
22080.052,41.939
22080.141,41.975
22080.239,42.056
22080.342,42.12
22080.488,41.975
22080.562,42.005
22080.657,41.941
22080.756,42.136
22080.856,42.074
22080.959,41.987
22081.060,41.851
22081.160,41.789
22081.273,42.123
22081.376,42.01
22081.471,42.087
22081.572,41.935
22081.675,41.69
22081.773,41.812
22081.891,41.854
22081.993,41.945
22082.092,42.068
22082.190,41.866
22082.300,41.89
22082.398,41.907
22082.430,41.992
22082.530,41.86
22082.626,41.937
22082.726,42.014
22082.832,41.773
22082.939,41.965
22083.038,42.103
22083.140,42.064
22083.222,42.039
22083.425,41.928
22083.427,42.041
22083.527,41.936
22083.631,41.885
22083.726,41.796
22083.837,41.763
22083.937,41.96
22084.033,41.879
22084.138,41.914
22084.234,42.068
22084.329,41.826
22084.432,41.852
22084.532,41.797
22084.636,41.964
22084.756,42.053
22084.873,41.845
22084.951,42.071
22085.045,41.934
22085.163,42.004
22085.266,42.024
22085.366,41.739
22085.467,42.024
22085.567,42.102
22085.670,41.981
22085.770,42.002
22085.881,41.728
22085.976,41.916
22086.077,41.924
22086.114,41.927
22086.214,41.927
22086.322,41.974
22086.420,41.932
22086.521,41.909
22086.619,41.985
22136.714,41.922
22136.817,41.932
22136.925,41.996
22137.035,42.003
22137.130,42.007
22137.231,42.033
22137.329,41.946
22137.424,41.746
22137.525,41.869
22137.628,41.863
22137.724,41.853
22137.837,41.855
22137.934,41.837
22138.013,42.036
22138.135,42.074
22138.253,41.988
22138.326,41.897
22138.442,41.842
22138.548,42.02
22138.645,41.937
22138.744,41.942
22138.871,41.945
22138.944,41.938
22139.055,42.011
22139.160,41.864
22139.251,42.077
22139.354,41.998
22139.457,41.952
22139.567,41.711
22139.670,42.012
22139.793,42.105
22139.868,41.928
22139.979,41.984
22140.081,41.948
22140.109,42.017
22140.204,42.049
22140.307,42.01
22140.408,41.968
22140.513,41.946
22140.611,42.002
22140.707,41.859
22140.820,41.968
22140.920,42.067
22141.023,41.935
22141.118,41.925
22141.222,41.865
22141.300,41.996
22141.403,41.928
22141.516,41.836
22141.618,41.94
22141.717,41.91
22141.812,41.947
22141.927,41.875
22142.021,42.002
22142.141,41.851
22142.223,41.87
22142.305,41.984
22142.413,41.95
22142.498,41.878
22142.640,41.905
22142.709,41.836
22142.812,42.007
22142.957,41.953
22143.018,41.942
22143.136,42.104
22143.236,41.9
22143.351,41.972
22143.459,41.912
22143.555,41.996
22143.655,41.907
22143.695,41.924
22143.795,42.038
22143.893,41.965
22144.065,41.974
22144.098,41.929
22144.201,42.067
22144.298,41.94
22144.410,42.084
22144.506,41.868
22144.603,42.182
22144.704,42.071
22144.795,42.213
22144.898,41.916
22144.993,41.771
22145.094,41.981
22145.192,41.933
22145.317,41.944
22145.395,42.007
22145.498,41.974
22145.609,41.923
22145.707,42.021
22145.829,41.934
22145.910,41.969
22145.989,41.911
22146.096,41.969
22146.244,41.991
22146.329,41.869
22146.390,42.003
22146.516,41.775
22146.604,41.966
22196.741,41.891
22196.900,41.966
22196.957,42.043
22197.021,41.916
22197.148,41.983
22197.244,42.098
22197.369,41.921
22197.444,41.955
22197.547,41.896
22197.648,41.918
22197.692,41.934
22197.853,41.987
22197.881,41.997
22197.979,41.997
22198.082,41.992
22198.184,42.003
22198.288,42.035
22198.391,41.976
22198.496,41.88
22198.598,42.024
22198.699,42.029
22198.793,41.993
22198.881,41.973
22198.981,42.064
22199.082,42.0
22199.207,41.923
22199.288,41.825
22199.388,41.967
22199.528,41.915
22199.596,41.993
22199.719,42.054
22199.790,41.927
22199.902,41.912
22200.008,42.086
22200.096,41.954
22200.182,42.001
22200.312,42.14
22200.408,41.801
22200.510,41.879
22200.631,41.918
22200.714,42.058
22200.834,42.063
22200.939,42.061
22201.045,41.852
22201.077,41.931
22201.258,41.997
22201.354,41.874
22201.516,41.963
22201.562,41.913
22201.609,41.924
22201.741,41.959
22201.942,41.983
22202.052,41.963
22202.082,41.85
22202.123,41.867
22202.239,42.04
22202.337,41.963
22202.476,42.091
22202.506,41.97
22202.606,41.904
22202.684,42.031
22202.788,42.07
22202.896,41.917
22202.996,41.894
22203.113,41.849
22203.192,41.971
22203.288,42.046
22203.396,42.04
22203.508,41.89
22203.597,41.814
22203.675,41.979
22203.819,42.055
22203.912,41.915
22204.351,42.123
22204.413,41.904
22204.670,42.069
22204.859,42.018
22204.915,41.923
22204.947,42.04
22205.040,41.928
22205.125,42.07
22205.260,41.935
22205.366,42.053
22205.472,41.995
22205.538,42.0
22205.626,41.972
22205.667,42.079
22205.793,41.965
22205.886,42.05
22205.966,42.103
22206.092,41.982
22206.170,41.94
22206.278,42.013
22206.356,42.076
22206.467,41.989
22206.564,41.909
22206.672,41.87
22256.800,42.041
22256.888,42.008
22256.983,41.913
22257.092,41.972
22257.187,41.775
22257.295,42.006
22257.391,42.081
22257.501,41.96
22257.596,41.987
22257.690,42.074
22257.812,41.71
22257.907,41.804
22257.988,41.905
22258.099,41.962
22258.160,42.184
22258.271,41.778
22258.408,42.044
22258.471,42.074
22258.614,41.963
22258.677,41.988
22258.820,41.867
22258.893,42.049
22259.020,42.087
22259.131,42.034
22259.163,41.901
22259.322,41.984
22259.369,41.874
22259.457,41.84
22259.569,42.072
22259.665,42.157
22259.760,42.03
22259.871,41.96
22259.962,41.939
22260.057,41.927
22260.150,41.89
22260.261,41.924
22260.356,41.915
22260.454,42.004
22260.570,41.843
22260.679,41.92
22260.775,41.955
22260.869,41.866
22260.994,41.968
22261.089,41.967
22261.180,42.021
22261.398,41.855
22261.462,41.908
22261.521,41.861
22261.631,41.836
22261.722,42.048
22261.846,41.897
22261.910,41.879
22262.033,41.974
22262.111,41.984
22262.168,41.903
22262.310,41.977
22262.405,41.878
22262.437,41.871
22262.606,41.956
22262.653,42.022
22262.810,42.096
22262.922,41.931
22263.018,42.072
22263.049,41.986
22263.155,42.056
22263.251,42.099
22263.346,42.008
22263.457,41.986
22263.552,41.951
22263.643,41.971
22263.751,41.968
22263.863,42.03
22263.944,41.908
22264.035,42.133
22264.146,42.029
22264.253,41.929
22264.347,42.01
22264.457,41.768
22264.552,41.992
22264.646,41.988
22264.768,42.1
22264.863,41.93
22264.974,41.966
22265.084,42.147
22265.182,41.956
22265.246,42.001
22265.381,42.001
22265.445,41.729
22265.554,41.918
22265.663,41.955
22265.770,41.839
22265.881,42.072
22265.974,41.909
22266.070,41.968
22266.199,42.018
22266.315,41.995
22266.415,41.942
22266.494,41.793
22266.606,41.907
22266.699,41.954
22316.746,41.943
22316.836,41.954
22316.930,41.867
22317.040,42.006
22317.152,42.004
22317.246,41.977
22317.337,41.985
22317.447,42.086
22317.543,41.901
22317.638,42.089
22317.731,42.011
22317.834,41.996
22317.967,41.954
22318.028,41.935
22318.138,41.988
22318.239,42.082
22318.366,42.037
22318.454,42.081
22318.545,41.859
22318.658,41.903
22318.750,41.945
22318.861,42.149
22318.949,41.991
22319.062,41.676
22319.170,41.939
22319.248,42.006
22319.375,42.03
22319.469,41.929
22319.560,41.872
22319.640,41.919
22319.913,42.006
22319.929,41.985
22319.974,42.003
22320.016,42.06
22320.190,41.946
22320.300,42.131
22320.380,42.022
22320.427,42.01
22320.533,42.1
22320.643,41.857
22320.738,42.044
22320.981,42.08
22321.023,42.083
22321.163,42.005
22321.503,41.924
22321.655,41.882
22321.670,41.977
22321.756,41.939
22321.839,42.139
22321.967,42.099
22322.028,42.035
22322.130,42.078
22322.226,41.911
22322.320,41.81
22322.432,41.904
22322.542,42.059
22322.636,41.981
22322.729,42.041
22322.854,41.791
22322.979,42.027
22323.091,41.981
22323.153,41.915
22323.258,41.941
22323.353,41.882
22323.464,41.747
22323.560,41.942
22323.623,42.007
22323.793,42.008
22323.809,42.027
22323.935,41.977
22324.077,42.0
22324.204,41.978
22324.246,41.994
22324.326,41.832
22324.422,41.961
22324.533,41.858
22324.611,41.99
22324.723,41.934
22324.826,41.967
22324.920,41.926
22325.016,42.052
22325.126,42.07
22325.207,42.043
22325.327,41.94
22325.423,41.966
22325.516,42.111
22325.628,42.001
22325.707,41.952
22325.829,42.035
22325.924,41.803
22326.035,41.951
22326.131,42.019
22326.226,42.006
22326.336,41.955
22326.440,41.959
22326.535,41.835
22326.631,41.921
22376.726,41.91
22376.837,41.861
22376.940,42.012
22377.052,41.834
22377.148,41.871
22377.243,41.85
22377.339,42.111
22377.476,41.941
22377.552,41.882
22377.663,41.83
22377.761,41.914
22377.886,41.961
22377.900,41.937
22378.006,41.864
22378.101,41.889
22378.197,42.068
22378.307,42.165
22378.402,41.977
22378.543,41.982
22378.621,41.996
22378.714,41.886
22378.810,41.956
22378.903,41.964
22378.998,42.053
22379.101,41.848
22379.195,41.953
22379.322,41.884
22379.418,41.961
22379.511,42.048
22379.619,41.914
22379.714,41.938
22379.807,41.992
22379.918,41.993
22380.045,41.877
22380.109,41.918
22380.233,41.783
22380.329,41.878
22380.408,41.987
22380.537,41.833
22380.625,41.909
22380.748,41.965
22380.842,41.882
22380.937,41.994
22381.050,41.93
22381.153,42.003
22381.248,41.712
22381.342,42.014
22381.454,42.084
22381.564,41.987
22381.597,42.033
22381.766,41.946
22381.876,41.972
22381.891,41.949
22381.986,41.898
22382.097,41.93
22382.190,41.994
22382.283,41.858
22382.395,42.106
22382.505,42.101
22382.582,42.107
22382.711,42.079
22382.815,41.967
22382.895,41.934
22382.989,42.059
22383.084,41.983
22383.209,41.999
22383.285,41.877
22383.395,41.894
22383.489,42.017
22383.584,41.924
22383.711,41.967
22383.802,41.785
22383.898,41.85
22384.008,42.015
22384.101,42.055
22384.229,42.098
22384.319,41.904
22384.413,42.029
22384.523,41.954
22384.619,42.016
22384.729,41.901
22384.864,41.917
22384.945,42.127
22385.040,42.035
22385.135,42.112
22385.244,41.935
22385.339,41.826
22385.447,41.957
22385.559,42.0
22385.653,42.094
22385.748,42.065
22385.844,42.059
22385.876,42.013
22385.996,41.978
22386.091,42.053
22386.187,42.054
22386.280,42.152
22386.390,42.096
22386.496,41.832
22386.592,41.805
22386.687,41.937
22676.815,42.099
22676.878,42.073
22677.000,41.94
22677.079,41.99
22677.187,42.045
22677.282,41.992
22677.393,42.006
22677.488,42.06
22677.628,42.103
22677.707,42.109
22677.770,41.942
22677.896,41.924
22677.976,41.964
22678.126,41.986
22678.190,41.876
22678.302,42.041
22678.427,42.091
22678.493,41.721
22678.628,42.077
22678.724,41.948
22678.834,42.021
22678.929,42.098
22679.025,41.942
22679.128,41.956
22679.224,41.97
22679.334,41.99
22679.430,41.958
22679.540,41.939
22679.679,41.998
22679.773,42.083
22679.868,42.143
22679.994,42.169
22680.091,42.058
22680.180,41.984
22680.290,41.96
22680.369,42.082
22680.466,42.012
22680.574,42.023
22680.665,41.993
22680.773,42.121
22680.869,41.994
22680.979,42.052
22681.059,42.012
22681.170,41.826
22681.275,42.008
22681.369,42.092
22681.481,42.088
22681.591,42.14
22681.687,41.923
22681.793,41.957
22681.888,41.911
22681.984,42.105
22682.094,41.969
22682.204,41.895
22682.310,41.895
22682.405,42.114
22682.533,42.049
22682.611,41.979
22682.707,41.882
22682.810,42.041
22682.922,42.008
22683.016,42.091
22683.128,41.97
22683.224,41.85
22683.271,42.122
22683.452,42.124
22683.469,41.967
22683.564,41.943
22683.658,41.961
22683.753,41.852
22683.876,42.027
22683.971,41.955
22684.067,42.103
22684.177,42.017
22684.271,42.036
22684.376,41.889
22684.456,42.047
22684.567,42.108
22684.662,42.04
22684.773,41.936
22684.866,41.844
22684.973,41.913
22685.082,42.103
22685.179,42.058
22685.305,41.991
22685.386,41.854
22685.506,41.894
22685.584,42.03
22685.680,42.028
22685.790,41.877
22685.886,41.783
22685.949,42.124
22686.101,42.035
22686.165,41.94
22686.277,41.985
22686.420,41.881
22686.491,41.853
22686.586,41.929
22736.712,41.861
22736.809,41.975
22736.920,41.733
22737.025,41.93
22737.119,41.945
22737.214,41.943
22737.246,41.991
22737.341,41.917
22737.467,41.973
22737.557,41.953
22737.652,41.937
22737.748,41.937
22737.859,41.939
22737.954,41.89
22738.049,41.902
22738.170,41.952
22738.248,41.975
22738.359,41.949
22738.454,41.975
22738.549,41.998
22738.653,41.91
22738.748,41.959
22738.859,42.016
22738.939,41.938
22739.050,41.78
22739.155,41.856
22739.266,41.942
22739.361,42.013
22739.457,41.863
22739.552,41.776
22739.672,42.009
22739.750,41.881
22739.846,42.087
22740.025,42.001
22740.081,41.751
22740.192,41.985
22740.300,42.007
22740.364,41.923
22740.459,41.995
22740.616,41.946
22740.633,41.851
22740.768,41.944
22740.910,41.889
22741.006,42.069
22741.038,41.829
22741.228,41.812
22741.263,41.966
22741.349,41.989
22741.444,41.992
22741.554,41.969
22741.650,41.946
22741.744,41.932
22741.849,41.983
22741.945,42.027
22742.060,42.033
22742.150,41.85
22742.261,41.784
22742.351,41.849
22742.478,41.885
22742.540,42.007
22742.652,41.976
22742.748,41.94
22742.866,41.964
22742.947,41.932
22743.057,41.884
22743.152,41.849
22743.263,42.089
22743.356,41.897
22743.479,41.891
22743.574,41.875
22743.685,42.019
22743.780,41.936
22743.876,41.711
22743.981,41.795
22744.077,41.916
22744.187,41.853
22744.299,41.968
22744.346,41.84
22744.483,41.902
22744.594,41.926
22744.704,41.771
22744.736,41.878
22744.895,41.947
22744.927,41.924
22745.030,41.995
22745.126,42.003
22745.234,41.968
22745.347,41.877
22745.442,41.876
22745.533,41.99
22745.628,41.949
22745.723,42.054
22745.834,41.969
22745.930,41.953
22746.033,41.936
22746.126,41.863
22746.238,41.86
22746.332,41.757
22746.445,41.849
22746.538,41.907
22746.643,41.953
22796.739,41.856
22796.866,41.983
22796.961,41.812
22797.055,41.999
22797.155,41.916
22797.226,41.936
22797.349,41.961
22797.451,41.84
22797.552,41.94
22797.663,41.888
22797.763,41.866
22797.864,41.844
22797.962,41.827
22798.008,42.076
22798.158,41.973
22798.212,41.944
22798.381,42.027
22798.410,41.88
22798.510,41.827
22798.723,41.951
22798.726,41.989
22798.820,41.993
22798.908,41.98
22799.018,41.964
22799.114,41.895
22799.224,42.078
22799.320,41.98
22799.403,42.016
22799.501,41.984
22799.611,41.897
22799.719,41.942
22799.822,41.999
22799.924,42.077
22800.010,42.157
22800.114,41.676
22800.214,41.896
22800.312,41.927
22800.413,42.034
22800.537,42.033
22800.621,41.914
22800.723,41.867
22800.820,41.965
22800.945,41.873
22801.042,42.144
22801.140,42.047
22801.239,41.739
22801.344,42.059
22801.445,42.078
22801.549,41.966
22801.636,41.912
22801.756,41.887
22801.795,42.105
22801.898,41.803
22802.069,42.016
22802.097,42.066
22802.195,41.961
22802.295,41.848
22802.396,42.042
22802.570,41.967
22802.596,42.067
22802.697,42.046
22802.810,42.015
22802.905,41.991
22803.005,42.085
22803.108,42.044
22803.209,41.968
22803.310,42.027
22803.413,41.907
22803.498,42.135
22803.599,42.025
22803.701,41.818
22803.805,41.977
22803.913,42.02
22804.013,41.954
22804.091,42.016
22804.209,41.816
22804.320,42.05
22804.418,41.77
22804.501,41.898
22804.621,42.032
22804.689,42.01
22804.814,41.777
22804.900,41.745
22805.001,41.95
22805.106,42.02
22805.226,41.85
22805.312,42.042
22805.447,41.776
22805.550,41.938
22805.653,41.909
22805.750,42.048
22805.856,42.016
22805.885,41.937
22806.062,41.895
22806.089,42.021
22806.187,42.011
22806.292,42.073
22806.388,41.886
22806.484,41.909
22806.589,42.023
22806.690,41.865
22856.783,42.016
22856.895,41.982
22857.000,41.84
22857.104,42.008
22857.217,42.195
22857.280,42.086
22857.391,41.982
22857.491,41.773
22857.591,41.925
22857.690,42.116
22857.793,42.053
22857.883,42.081
22857.998,42.096
22858.109,41.907
22858.209,41.929
22858.305,41.967
22858.391,41.987
22858.493,42.012
22858.577,42.016
22858.680,42.095
22858.788,42.145
22858.920,42.022
22859.032,42.049
22859.099,41.78
22859.221,41.974
22859.320,41.982
22859.427,42.063
22859.543,42.079
22859.641,41.925
22859.738,41.995
22859.834,42.049
22859.885,42.054
22859.983,42.071
22860.092,41.981
22860.175,41.936
22860.278,41.948
22860.381,41.976
22860.481,42.012
22860.586,41.932
22860.684,41.825
22860.787,42.109
22860.871,41.976
22860.993,42.059
22861.070,42.006
22861.192,41.913
22861.278,41.939
22861.378,41.912
22861.479,41.914
22861.604,41.951
22861.684,41.954
22861.788,42.03
22861.888,41.963
22862.003,41.958
22862.104,41.88
22862.207,41.85
22862.299,42.074
22862.410,41.993
22862.511,41.94
22862.611,42.083
22862.744,41.758
22862.819,42.036
22862.895,42.03
22863.030,42.139
22863.086,41.975
22863.162,41.924
22863.263,42.098
22863.366,41.977
22863.521,41.849
22863.631,41.906
22863.734,41.861
22863.766,41.824
22863.871,41.909
22863.967,42.064
22864.070,42.018
22864.167,42.009
22864.268,41.998
22864.366,42.073
22864.469,41.913
22864.569,41.946
22864.695,41.876
22864.768,41.804
22864.869,42.052
22864.962,41.96
22865.062,42.017
22865.165,41.965
22865.280,41.96
22865.376,41.954
22865.478,42.029
22865.576,41.937
22865.677,41.878
22865.780,41.862
22865.883,41.957
22865.986,42.153
22866.087,42.06
22866.190,42.161
22866.293,41.889
22866.407,42.0
22866.506,42.087
22866.601,41.821
22866.706,42.149
22916.804,41.844
22916.873,42.1
22916.979,41.969
22917.118,41.957
22917.185,42.008
22917.305,41.864
22917.358,41.944
22917.464,41.817
22917.614,42.053
22917.667,41.986
22917.751,42.031
22917.854,42.048
22917.954,41.951
22918.077,41.956
22918.175,42.04
22918.251,42.098
22918.351,41.872
22918.478,42.063
22918.570,41.987
22918.652,41.853
22918.748,41.868
22918.875,41.829
22918.967,41.96
22919.089,42.085
22919.190,42.107
22919.278,41.984
22919.375,42.056
22919.479,41.784
22919.582,41.902
22919.646,41.955
22919.805,42.066
22919.876,41.907
22919.979,41.992
22920.106,41.858
22920.185,41.994
22920.310,41.794
22920.380,42.118
22920.491,41.897
22920.594,41.985
22920.695,41.864
22920.822,41.901
22920.902,41.893
22920.959,41.959
22921.116,42.062
22921.209,41.861
22921.310,42.153
22921.341,42.142
22921.440,42.104
22921.554,41.906
22921.687,41.831
22921.741,41.991
22921.849,41.929
22921.945,42.05
22922.040,41.821
22922.136,41.831
22922.236,42.007
22922.339,41.923
22922.447,41.953
22922.540,41.99
22922.641,41.878
22922.758,41.957
22922.847,42.078
22922.961,42.005
22923.052,42.082
22923.153,41.973
22923.255,41.68
22923.364,41.867
22923.462,42.017
22923.569,41.932
22923.687,41.926
22923.741,41.803
22923.878,42.007
22923.973,42.029
22924.074,41.824
22924.177,41.956
22924.278,41.863
22924.381,41.812
22924.491,42.032
22924.597,41.916
22924.694,41.97
22924.793,41.875
22924.834,41.894
22924.996,41.937
22925.101,41.917
22925.126,41.999
22925.315,41.917
22925.344,41.971
22925.442,42.099
22925.549,42.074
22925.638,41.962
22925.739,41.858
22925.848,41.999
22925.927,42.008
22926.023,41.962
22926.133,41.8
22926.233,42.097
22926.332,42.046
22926.440,41.903
22926.540,41.965
22926.626,41.869
22976.748,41.803
22976.841,41.938
22976.942,41.804
22977.045,41.9
22977.141,41.91
22977.224,42.148
22977.364,42.081
22977.429,41.871
22977.530,42.068
22977.650,42.127
22977.751,41.884
22977.847,42.068
22977.969,41.913
22978.098,41.962
22978.160,42.138
22978.270,42.074
22978.319,41.948
22978.418,41.742
22978.586,41.975
22978.685,42.016
22978.778,41.943
22978.876,41.936
22978.927,42.018
22979.025,41.9
22979.121,41.984
22979.224,42.036
22979.327,41.982
22979.425,42.16
22979.613,41.988
22979.616,42.022
22979.739,41.914
22979.815,41.929
22979.935,41.814
22980.021,41.878
22980.121,42.02
22980.219,41.942
22980.320,42.113
22980.427,42.007
22980.527,42.051
22980.628,41.674
22980.739,41.947
22980.837,41.96
22980.935,42.049
22981.038,41.939
22981.148,41.926
22981.246,41.958
22981.329,42.088
22981.449,41.89
22981.516,42.005
22981.618,41.762
22981.722,42.088
22981.827,42.068
22981.929,42.036
22982.052,42.002
22982.185,41.711
22982.258,42.102
22982.361,41.991
22982.412,41.926
22982.511,41.874
22982.611,41.912
22982.707,41.881
22982.805,42.017
22982.922,41.889
22983.020,42.013
22983.116,41.987
22983.214,41.93
22983.315,42.028
22983.425,41.98
22983.505,41.901
22983.611,41.871
22983.724,41.717
22983.802,41.773
22983.905,42.074
22984.021,41.973
22984.116,41.989
22984.212,42.044
22984.315,41.83
22984.417,41.972
22984.520,42.068
22984.625,41.921
22984.724,41.867
22984.827,41.953
22984.930,41.929
22985.030,41.939
22985.135,41.94
22985.236,41.938
22985.347,41.915
22985.449,41.934
22985.543,42.109
22985.646,41.882
22985.750,42.128
22985.861,42.117
22985.959,41.764
22986.064,41.949
22986.094,41.983
22986.224,41.969
22986.302,42.0
22986.456,42.04
22986.508,41.911
22986.597,42.004
22986.692,42.023
23276.812,41.994
23276.918,42.072
23277.011,42.022
23277.108,42.037
23277.206,41.948
23277.309,42.011
23277.412,42.025
23277.498,41.987
23277.596,41.886
23277.697,42.029
23277.795,42.031
23277.888,42.05
23278.045,41.984
23278.104,42.04
23278.207,41.93
23278.309,41.916
23278.432,42.01
23278.513,42.022
23278.616,41.897
23278.717,42.009
23278.822,42.032
23278.927,41.926
23279.025,42.032
23279.121,41.885
23279.231,42.044
23279.332,41.827
23279.435,42.049
23279.545,41.946
23279.641,41.788
23279.753,41.941
23279.859,41.987
23279.898,42.053
23280.059,42.028
23280.086,42.098
23280.185,41.934
23280.297,42.006
23280.395,41.914
23280.484,42.013
23280.592,42.115
23280.692,41.935
23280.800,42.047
23280.891,41.957
23280.996,41.961
23281.094,41.922
23281.199,42.015
23281.302,42.153
23281.381,42.09
23281.484,41.939
23281.626,41.801
23281.711,41.956
23281.800,41.943
23281.896,41.917
23281.994,41.711
23282.097,41.94
23282.199,42.013
23282.302,41.905
23282.391,42.11
23282.476,42.004
23282.576,42.036
23282.702,42.107
23282.814,41.97
23282.898,41.844
23283.020,42.062
23283.113,41.918
23283.226,42.043
23283.322,41.728
23283.424,42.004
23283.523,41.954
23283.626,41.944
23283.731,41.943
23283.832,42.213
23283.932,42.098
23284.045,42.06
23284.074,41.867
23284.172,41.887
23284.283,41.916
23284.376,41.986
23284.476,41.971
23284.572,42.125
23284.697,42.065
23284.770,42.037
23284.888,42.129
23284.988,42.007
23285.091,42.118
23285.170,42.001
23285.273,41.876
23285.386,42.011
23285.476,41.948
23285.579,41.867
23285.680,41.951
23285.797,42.149
23285.893,42.112
23285.989,42.198
23286.091,42.061
23286.199,42.056
23286.295,42.037
23286.398,41.995
23286.486,41.885
23286.611,42.098
23336.711,41.941
23336.817,41.985
23336.945,42.087
23336.973,41.966
23337.070,41.918
23337.174,41.921
23337.280,42.125
23337.386,42.091
23337.462,41.902
23337.562,41.815
23337.731,42.019
23337.761,41.886
23337.925,42.063
23338.028,41.904
23338.077,41.824
23338.170,41.863
23338.271,41.923
23338.366,42.003
23338.462,42.083
23338.560,41.911
23338.692,41.929
23338.771,41.925
23338.880,41.985
23338.959,42.019
23339.060,41.778
23339.179,41.877
23339.273,41.961
23339.371,42.074
23339.473,41.977
23339.572,41.846
23339.675,41.865
23339.795,41.937
23339.890,42.027
23339.986,41.929
23340.086,41.8
23340.207,41.99
23340.288,41.996
23340.391,41.897
23340.501,41.835
23340.601,41.912
23340.699,41.678
23340.800,41.958
23340.896,41.916
23341.008,42.001
23341.109,41.906
23341.204,41.662
23341.317,41.83
23341.415,41.878
